time,heart,total
00:00:00,112,112
00:10:00,115,1179
00:20:00,89,2208
00:30:00,104,3083
00:41:00,101,4140
00:53:00,78,5048
01:03:00,84,5874
01:13:00,75,6689
01:23:00,74,7433
01:33:00,79,8203
01:43:00,76,8978
01:53:00,73,9735
02:03:00,71,10459
02:13:00,72,11177
02:23:00,69,11888
02:33:00,70,12577
02:43:00,68,13264
02:53:00,68,13972
03:03:00,72,14673
03:13:00,67,15370
03:23:00,64,16028
03:33:00,62,16660
03:43:00,59,17265
03:53:00,60,17861
04:03:00,57,18448
04:13:00,58,19024
04:23:00,67,19631
04:33:00,58,20232
04:43:00,65,20831
04:53:00,57,21408
05:03:00,61,22027
05:13:00,63,22667
05:23:00,61,23262
05:33:00,62,23900
05:43:00,71,24522
05:53:00,62,25147
06:03:00,60,25767
06:13:00,58,26364
06:23:00,58,26950
06:33:00,57,27540
06:43:00,58,28112
06:53:00,58,28699
07:03:00,61,29288
07:13:00,69,29920
07:23:00,57,30520
07:33:00,58,31106
07:43:00,62,31685
07:53:00,59,32262
08:03:00,62,32876
08:13:00,60,33483
08:23:00,59,34082
08:33:00,58,34668
08:43:00,59,35264
08:53:00,72,35952
09:03:00,93,36724
09:13:00,63,37441
09:23:00,67,38108
09:33:00,77,38818
09:43:00,87,39596
09:53:00,82,40556
10:03:00,88,41484
10:13:00,90,42464
10:23:00,109,43417
10:33:00,114,44554
10:43:00,103,45630
10:53:00,102,46587
11:03:00,85,47518
11:13:00,89,48405
11:23:00,91,49308
11:33:00,90,50230
11:43:00,101,51265
11:54:00,98,52246
12:04:00,106,53276
12:14:00,96,54258
12:24:00,79,55220
12:34:00,79,56013
12:44:00,98,56940
12:54:00,105,57903
13:05:00,88,58906
13:15:00,85,59707
13:25:00,79,60504
13:35:00,74,61279
13:45:00,76,62038
13:55:00,76,62808
14:05:00,71,63589
14:15:00,78,64383
14:25:00,77,65150
14:35:00,76,65923
14:45:00,80,66703
14:55:00,78,67494
15:05:00,77,68290
15:15:00,84,69058
15:25:00,77,69837
15:35:00,77,70596
15:45:00,73,71372
15:55:00,65,72069
16:05:00,69,72718
16:15:00,86,73472
16:25:00,78,74314
16:35:00,81,75077
16:45:00,79,75877
16:55:00,82,76690
17:05:00,88,77546
17:15:00,88,78370
17:25:00,87,79257
17:35:00,84,80134
17:45:00,83,80973
17:55:00,77,81790
18:05:00,83,82605
18:15:00,86,83468
18:25:00,86,84354
18:35:00,87,85230
18:45:00,81,86072
18:55:00,83,86936
19:05:00,92,87797
19:15:00,86,88639
19:25:00,86,89500
19:36:00,87,90384
19:46:00,81,91188
19:56:00,74,91972
20:06:00,86,92758
20:16:00,87,93590
20:26:00,83,94413
20:36:00,82,95232
20:46:00,80,96055
20:56:00,74,96792
21:08:00,75,97847
21:18:00,83,98665
21:28:00,78,99455
21:38:00,78,100277
21:48:00,77,101093
21:58:00,81,101873
22:11:00,105,102883
22:23:00,77,103731
22:33:00,93,104535
22:46:00,91,105510
22:56:00,106,106477
23:06:00,85,107360
23:16:00,82,108290
23:26:00,98,109178
23:37:00,74,110074
23:47:00,77,110835
23:57:00,77,111598
