time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,0
01:00:00,0,0
01:10:00,0,0
01:20:00,0,0
01:30:00,0,0
01:40:00,0,0
01:50:00,0,0
02:00:00,0,0
02:10:00,0,0
02:20:00,0,0
02:30:00,0,0
02:40:00,0,0
02:50:00,0,0
03:00:00,0,0
03:10:00,0,0
03:20:00,0,0
03:30:00,0,0
03:40:00,0,0
03:50:00,0,0
04:00:00,0,0
04:10:00,0,0
04:20:00,0,0
04:30:00,0,0
04:40:00,0,0
04:50:00,0,0
05:00:00,0,0
05:10:00,0,0
05:20:00,0,0
05:30:00,0,0
05:40:00,0,0
05:50:00,0,0
06:00:00,0,0
06:10:00,0,0
06:20:00,0,0
06:30:00,0,0
06:40:00,0,0
06:50:00,0,0
07:00:00,0,0
07:10:00,0,0
07:20:00,0,0
07:30:00,0,0
07:40:00,0,0
07:50:00,0,0
08:00:00,0,0
08:10:00,1,24
08:20:00,109,665
08:30:00,45,1231
08:40:00,0,1371
08:50:00,78,2221
09:00:00,0,2309
09:10:00,0,2316
09:20:00,0,2316
09:30:00,0,2316
09:40:00,0,2316
09:50:00,0,2316
10:00:00,0,2316
10:10:00,0,2316
10:20:00,0,2316
10:30:00,0,2316
10:40:00,0,2316
10:50:00,0,2316
11:00:00,0,2316
11:10:00,0,2316
11:20:00,0,2316
11:30:00,112,2972
11:40:00,109,4052
11:50:00,0,4633
12:00:00,102,5487
12:10:00,109,6577
12:20:00,0,6781
12:30:00,14,6795
12:40:00,93,7061
12:50:00,39,7408
13:00:00,0,7644
13:10:00,74,8601
13:20:00,0,8644
13:30:00,100,9005
13:40:00,103,9997
13:50:00,0,10521
14:00:00,0,10525
14:10:00,58,10777
14:20:00,39,11717
14:30:00,0,11748
14:40:00,0,11748
14:50:00,0,11748
15:00:00,14,11762
15:10:00,0,11780
15:20:00,0,11780
15:30:00,0,11780
15:40:00,12,11792
15:50:00,37,12003
16:00:00,0,12161
16:10:00,13,12192
16:20:00,0,12192
16:30:00,0,12198
16:40:00,9,12217
16:50:00,48,12640
17:00:00,0,13080
17:10:00,0,13092
17:20:00,0,13113
17:30:00,0,13121
17:40:00,0,13127
17:50:00,107,13901
18:00:00,32,14119
18:10:00,0,14425
18:20:00,45,14534
18:30:00,25,14905
18:40:00,86,15775
18:50:00,8,16419
19:00:00,109,16779
19:10:00,0,17422
19:20:00,24,17453
19:30:00,0,17466
19:40:00,0,17474
19:50:00,0,17493
20:00:00,0,17500
20:10:00,4,17652
20:20:00,0,17688
20:30:00,0,17739
20:40:00,11,17807
20:50:00,0,17818
21:00:00,0,17877
21:10:00,0,17931
21:20:00,0,18085
21:30:00,43,18192
21:40:00,0,18210
21:50:00,0,18210
22:00:00,0,18248
22:10:00,0,18305
22:20:00,0,18327
22:30:00,0,18352
22:40:00,0,18482
22:50:00,0,18533
23:00:00,0,18533
23:10:00,0,18533
23:20:00,0,18533
23:30:00,0,18533
23:40:00,0,18542
23:50:00,0,18542
