time,elevation,total
00:00:00,0,0
00:10:00,0,0
00:20:00,40,170
00:30:00,0,270
00:40:00,0,270
00:50:00,0,270
01:00:00,0,270
01:10:00,0,280
01:20:00,0,280
01:30:00,0,280
01:40:00,0,280
01:50:00,0,280
02:00:00,0,280
02:10:00,0,280
02:20:00,0,290
02:30:00,0,290
02:40:00,0,290
02:50:00,0,290
03:00:00,0,290
03:10:00,0,290
03:20:00,0,290
03:30:00,0,290
03:40:00,0,290
03:50:00,0,290
04:00:00,0,290
04:10:00,0,290
04:20:00,0,290
04:30:00,0,290
04:40:00,0,290
04:50:00,0,290
05:00:00,0,290
05:10:00,0,290
05:20:00,0,290
05:30:00,0,290
05:40:00,0,290
05:50:00,0,290
06:00:00,0,290
06:10:00,0,290
06:20:00,0,290
06:30:00,0,290
06:40:00,0,290
06:50:00,0,290
07:00:00,0,290
07:10:00,0,290
07:20:00,0,290
07:30:00,0,290
07:40:00,0,290
07:50:00,0,290
08:00:00,0,290
08:10:00,0,290
08:20:00,0,290
08:30:00,0,290
08:40:00,0,290
08:50:00,0,290
09:00:00,0,290
09:10:00,0,290
09:20:00,0,290
09:30:00,0,290
09:40:00,0,290
09:50:00,0,290
10:00:00,0,290
10:10:00,0,290
10:20:00,0,290
10:30:00,0,290
10:40:00,0,290
10:50:00,0,290
11:00:00,0,290
11:10:00,0,290
11:20:00,0,300
11:30:00,0,300
11:40:00,0,300
11:50:00,0,300
12:00:00,0,310
12:10:00,0,310
12:20:00,0,310
12:30:00,0,310
12:40:00,0,310
12:50:00,0,310
13:00:00,0,310
13:10:00,0,310
13:20:00,0,310
13:30:00,0,320
13:40:00,0,320
13:50:00,0,320
14:00:00,0,320
14:10:00,0,320
14:20:00,0,320
14:30:00,0,330
14:40:00,0,330
14:50:00,0,330
15:00:00,0,340
15:10:00,0,340
15:20:00,0,340
15:30:00,0,340
15:40:00,0,340
15:50:00,0,340
16:00:00,0,340
16:10:00,0,340
16:20:00,0,360
16:30:00,0,360
16:40:00,0,360
16:50:00,0,360
17:00:00,0,360
17:10:00,0,360
17:20:00,0,360
17:30:00,0,360
17:40:00,0,360
17:50:00,10,390
18:00:00,0,400
18:10:00,0,400
18:20:00,0,410
18:30:00,0,420
18:40:00,0,420
18:50:00,0,420
19:00:00,0,420
19:10:00,0,420
19:20:00,0,420
19:30:00,0,420
19:40:00,0,420
19:50:00,0,420
20:00:00,0,420
20:10:00,0,420
20:20:00,0,420
20:30:00,0,420
20:40:00,0,430
20:50:00,0,430
21:00:00,0,440
21:10:00,0,440
21:20:00,0,440
21:30:00,0,440
21:40:00,0,440
21:50:00,0,440
22:00:00,0,440
22:10:00,0,440
22:20:00,0,440
22:30:00,0,440
22:40:00,0,440
22:50:00,0,440
23:00:00,0,440
23:10:00,0,440
23:20:00,0,440
23:30:00,0,440
23:40:00,0,470
23:50:00,0,470
