time,distance,total
00:00:00,0.0,0.0
00:10:00,0.0,0.0
00:20:00,0.0,0.0
00:30:00,0.0,0.0
00:40:00,0.0,0.0
00:50:00,0.0,0.0
01:00:00,0.0,0.0
01:10:00,0.0,0.0
01:20:00,0.0,0.0
01:30:00,0.0,0.0
01:40:00,0.0,0.0
01:50:00,0.0,0.0
02:00:00,0.0,0.0
02:10:00,0.0,0.0
02:20:00,0.0,0.0
02:30:00,0.0,0.0
02:40:00,0.0,0.0
02:50:00,0.0,0.0
03:00:00,0.0,0.0
03:10:00,0.0,0.0
03:20:00,0.0,0.0
03:30:00,0.0,0.0
03:40:00,0.0,0.0
03:50:00,0.0,0.0
04:00:00,0.0,0.0
04:10:00,0.0,0.0
04:20:00,0.0,0.0
04:30:00,0.0,0.0
04:40:00,0.0,0.0
04:50:00,0.0,0.0
05:00:00,0.0,0.0
05:10:00,0.0,0.0
05:20:00,0.0,0.0
05:30:00,0.0,0.0
05:40:00,0.0,0.0
05:50:00,0.0,0.0
06:00:00,0.0,0.0
06:10:00,0.0,0.0
06:20:00,0.0,0.0
06:30:00,0.0,0.0
06:40:00,0.0,0.0
06:50:00,0.0,0.0
07:00:00,0.0,0.0
07:10:00,0.0,0.0
07:20:00,0.0,0.0
07:30:00,0.0,0.0
07:40:00,0.0,0.0
07:50:00,0.0,0.0
08:00:00,0.0,0.0
08:10:00,0.0004349598311819,0.0108118584030307
08:20:00,0.049212597310543,0.3000601484091016
08:30:00,0.0203188378363847,0.55556798033649
08:40:00,0.0,0.6186371553339983
08:50:00,0.0352317467331886,1.0022717319079655
09:00:00,0.0,1.0419773511239308
09:10:00,0.0,1.0450842071440982
09:20:00,0.0,1.0450842071440982
09:30:00,0.0,1.0450842071440982
09:40:00,0.0,1.0450842071440982
09:50:00,0.0,1.0450842071440982
10:00:00,0.0,1.0450842071440982
10:10:00,0.0,1.0450842071440982
10:20:00,0.0,1.0450842071440982
10:30:00,0.0,1.0450842071440982
10:40:00,0.0,1.0450842071440982
10:50:00,0.0,1.0450842071440982
11:00:00,0.0,1.0450842071440982
11:10:00,0.0,1.0450842071440982
11:20:00,0.0,1.0450842071440982
11:30:00,0.0505796149373054,1.3411675806273686
11:40:00,0.049212597310543,1.8288196924258935
11:50:00,0.0,2.0909761998918817
12:00:00,0.0460436046123504,2.4764748837915227
12:10:00,0.049212597310543,2.968538733955936
12:20:00,0.0,3.0605638081324265
12:30:00,0.0062758489511907,3.066839657083617
12:40:00,0.0420046932995319,3.1868885721778475
12:50:00,0.0175848044455051,3.3434741114033364
13:00:00,0.0,3.449977134237995
13:10:00,0.03336763381958,3.882016521762123
13:20:00,0.0,3.9013411661144324
13:30:00,0.0451736859977245,4.064264691201967
13:40:00,0.0464785657823085,4.512086913688106
13:50:00,0.0,4.748580789892
14:00:00,0.0,4.750382766360414
14:10:00,0.0261597279459238,4.863907283055593
14:20:00,0.0175848044455051,5.288179533439686
14:30:00,0.0,5.302160385414024
14:40:00,0.0,5.302160385414024
14:50:00,0.0,5.302160385414024
15:00:00,0.0062758489511907,5.308436234365215
15:10:00,0.0,5.316514059901235
15:20:00,0.0,5.316514059901235
15:30:00,0.0,5.316514059901235
15:40:00,0.0054059294052422,5.321919989306477
15:50:00,0.0166527479887008,5.417051917407659
16:00:00,0.0,5.488261056365443
16:10:00,0.0058408891782164,5.502179770963264
16:20:00,0.0,5.502179770963264
16:30:00,0.0,5.504851666977626
16:40:00,0.0040389127098023,5.513364452170205
16:50:00,0.0216237176209688,5.704063267679882
17:00:00,0.0,5.902591362828386
17:10:00,0.0,5.907997292233628
17:20:00,0.0,5.917442134348673
17:30:00,0.0,5.921046087285501
17:40:00,0.0,5.923717983299864
17:50:00,0.0482805408537387,6.2729907326865915
18:00:00,0.0144158117473125,6.371291654417289
18:10:00,0.0,6.5094224705826464
18:20:00,0.0203188378363847,6.558572932379318
18:30:00,0.0112468181177973,6.725908189779145
18:40:00,0.0388357006013393,7.118614792590958
18:50:00,0.0036039529368281,7.4092301044147435
19:00:00,0.049212597310543,7.571718668797982
19:10:00,0.0,7.861899015319065
19:20:00,0.0108118588104844,7.875817730149717
19:30:00,0.0,7.881658619327934
19:40:00,0.0,7.885262572264762
19:50:00,0.0,7.893837494833858
20:00:00,0.0,7.896944350854025
20:10:00,0.001801976468414,7.965357318811582
20:20:00,0.0,7.981512969650791
20:30:00,0.0,8.004317292303309
20:40:00,0.0049088322557508,8.034826617338691
20:50:00,0.0,8.039735449827273
21:00:00,0.0,8.06626799877267
21:10:00,0.0,8.090625749318857
21:20:00,0.0,8.160032910644073
21:30:00,0.0193867813795804,8.208313453360457
21:40:00,0.0,8.216391278780062
21:50:00,0.0,8.216391278780062
22:00:00,0.0,8.233478986541737
22:10:00,0.0,8.259141616872508
22:20:00,0.0,8.269021419226188
22:30:00,0.0,8.280268237343986
22:40:00,0.0,8.338801402947862
22:50:00,0.0,8.361667862278406
23:00:00,0.0,8.361667862278406
23:10:00,0.0,8.361667862278406
23:20:00,0.0,8.361667862278406
23:30:00,0.0,8.361667862278406
23:40:00,0.0,8.365706774988208
23:50:00,0.0,8.365706774988208
