time,heart,total
00:00:00,70,70
00:10:00,71,784
00:20:00,72,1495
00:30:00,70,2205
00:40:00,67,2923
00:50:00,79,3644
01:00:00,80,4435
01:10:00,76,5195
01:20:00,74,5949
01:30:00,75,6687
01:40:00,62,7449
01:50:00,69,8110
02:00:00,70,8807
02:10:00,70,9511
02:20:00,77,10219
02:30:00,71,10975
02:40:00,72,11705
02:50:00,73,12435
03:00:00,75,13200
03:10:00,77,13968
03:20:00,77,14742
03:30:00,77,15506
03:40:00,73,16271
03:50:00,79,17047
04:00:00,73,17841
04:10:00,75,18586
04:20:00,70,19344
04:30:00,80,20087
04:40:00,72,20837
04:50:00,70,21622
05:00:00,72,22364
05:10:00,72,23090
05:20:00,73,23826
05:30:00,75,24591
05:40:00,86,25352
05:50:00,77,26084
06:00:00,73,26807
06:10:00,71,27526
06:20:00,85,28296
06:30:00,70,29061
06:40:00,68,29751
06:50:00,68,30442
07:00:00,76,31135
07:10:00,70,31852
07:20:00,65,32538
07:30:00,84,33228
07:40:00,62,33918
07:50:00,83,34618
08:00:00,74,35444
08:10:00,72,36154
08:38:00,102,37123
08:48:00,106,38107
08:58:00,102,39260
09:08:00,106,40256
09:18:00,89,41123
09:28:00,85,42012
09:38:00,87,42867
09:48:00,82,43692
09:58:00,80,44495
10:08:00,72,45296
10:18:00,88,46054
10:28:00,81,46877
10:38:00,82,47728
10:48:00,72,48466
10:58:00,81,49243
11:08:00,81,50019
11:18:00,80,50787
11:28:00,83,51644
11:38:00,69,52460
11:48:00,77,53206
11:58:00,72,53970
12:08:00,75,54709
12:18:00,94,55506
12:28:00,72,56277
12:38:00,72,56991
12:48:00,66,57682
12:58:00,75,58398
13:08:00,89,59186
13:18:00,99,60314
13:28:00,69,61133
13:38:00,72,61849
13:48:00,78,62609
13:58:00,73,63325
14:08:00,74,64071
14:18:00,73,64760
14:28:00,64,65480
14:38:00,67,66148
14:48:00,77,66838
14:58:00,92,67891
15:08:00,73,68630
15:18:00,73,69366
15:28:00,81,70153
15:38:00,76,70939
15:48:00,83,71755
15:58:00,67,72534
16:08:00,76,73261
16:18:00,111,74181
16:28:00,98,75122
16:38:00,86,75985
16:48:00,60,76707
16:58:00,69,77384
17:08:00,76,78076
17:18:00,93,78938
17:28:00,107,80028
17:38:00,98,80986
17:48:00,76,81874
17:58:00,119,82833
18:08:00,73,83655
18:18:00,80,84447
18:28:00,76,85255
18:38:00,98,86084
18:48:00,99,87373
18:59:00,66,88149
19:09:00,68,88814
19:19:00,68,89621
19:29:00,66,90263
19:39:00,74,90965
19:49:00,76,91665
19:59:00,100,92417
20:09:00,112,93423
20:19:00,90,94457
20:29:00,83,95402
20:39:00,98,96312
20:49:00,83,97211
20:59:00,74,97985
21:09:00,89,98776
21:19:00,86,99658
21:29:00,91,100487
21:39:00,77,101285
21:49:00,75,102054
21:59:00,80,102804
22:09:00,69,103558
22:19:00,78,104264
22:29:00,82,105040
22:39:00,89,105920
22:49:00,64,106604
22:59:00,64,107250
23:09:00,65,107887
23:19:00,66,108512
23:29:00,69,109173
23:39:00,77,109873
23:49:00,73,110609
23:59:00,68,111304
