time,steps,total
00:00:00,0,0
00:10:00,0,7
00:20:00,4,15
00:30:00,0,35
00:40:00,0,44
00:50:00,0,44
01:00:00,20,194
01:10:00,6,330
01:20:00,0,347
01:30:00,0,364
01:40:00,0,452
01:50:00,0,452
02:00:00,8,460
02:10:00,0,479
02:20:00,0,479
02:30:00,0,479
02:40:00,0,479
02:50:00,0,479
03:00:00,0,479
03:10:00,0,479
03:20:00,0,479
03:30:00,0,479
03:40:00,0,479
03:50:00,0,479
04:00:00,0,479
04:10:00,0,479
04:20:00,0,479
04:30:00,0,479
04:40:00,0,479
04:50:00,0,479
05:00:00,0,479
05:10:00,0,492
05:20:00,0,492
05:30:00,0,492
05:40:00,0,492
05:50:00,0,492
06:00:00,0,492
06:10:00,0,492
06:20:00,0,492
06:30:00,0,492
06:40:00,0,492
06:50:00,0,492
07:00:00,0,492
07:10:00,0,492
07:20:00,0,492
07:30:00,0,492
07:40:00,0,492
07:50:00,0,492
08:00:00,0,509
08:10:00,0,606
08:20:00,0,621
08:30:00,0,621
08:40:00,0,621
08:50:00,0,660
09:00:00,0,693
09:10:00,0,693
09:20:00,0,693
09:30:00,0,693
09:40:00,0,693
09:50:00,0,693
10:00:00,0,701
10:10:00,0,701
10:20:00,0,708
10:30:00,0,708
10:40:00,6,869
10:50:00,34,1093
11:00:00,20,1226
11:10:00,0,1532
11:20:00,8,1589
11:30:00,0,1601
11:40:00,12,1758
11:50:00,46,1900
12:00:00,0,2007
12:10:00,0,2199
12:20:00,0,2377
12:30:00,19,2814
12:40:00,67,3517
12:50:00,93,4180
13:00:00,0,4250
13:10:00,0,4971
13:20:00,8,5133
13:30:00,0,5191
13:40:00,68,5347
13:50:00,0,5386
14:00:00,0,5398
14:10:00,0,5398
14:20:00,52,5893
14:30:00,86,6738
14:40:00,81,7428
14:50:00,57,8186
15:00:00,90,8796
15:10:00,74,9597
15:20:00,99,10399
15:30:00,11,11021
15:40:00,65,11208
15:50:00,48,11846
16:00:00,39,12562
16:10:00,0,12572
16:20:00,0,12572
16:30:00,0,12572
16:40:00,0,12624
16:50:00,45,12769
17:00:00,0,12769
17:10:00,0,12769
17:20:00,10,12821
17:30:00,0,12846
17:40:00,0,12846
17:50:00,0,12846
18:00:00,0,12853
18:10:00,0,12884
18:20:00,0,12884
18:30:00,0,12944
18:40:00,0,12944
18:50:00,0,12951
19:00:00,0,12951
19:10:00,0,13195
19:20:00,0,13284
19:30:00,21,13389
19:40:00,0,13549
19:50:00,0,13591
20:00:00,0,13591
20:10:00,0,13614
20:20:00,0,13621
20:30:00,0,13693
20:40:00,0,13693
20:50:00,0,13702
21:00:00,12,13736
21:10:00,9,13755
21:20:00,0,13815
21:30:00,0,13916
21:40:00,0,13987
21:50:00,0,14076
22:00:00,0,14103
22:10:00,0,14103
22:20:00,0,14124
22:30:00,0,14124
22:40:00,0,14124
22:50:00,0,14131
23:00:00,0,14143
23:10:00,0,14143
23:20:00,0,14176
23:30:00,25,14201
23:40:00,0,14218
23:50:00,0,14226
