time,heart,total
00:00:00,89,89
00:10:00,89,978
00:20:00,90,1933
00:30:00,90,2832
00:40:00,84,3648
00:50:00,76,4483
01:00:00,83,5309
01:10:00,82,6098
01:20:00,72,6849
01:30:00,74,7610
01:40:00,74,8356
01:50:00,76,9091
02:00:00,76,9846
02:10:00,75,10611
02:20:00,69,11379
02:30:00,80,12158
02:40:00,75,12934
02:50:00,74,13686
03:00:00,71,14428
03:10:00,73,15144
03:20:00,72,15869
03:30:00,71,16602
03:40:00,75,17313
03:50:00,71,18010
04:00:00,81,18744
04:10:00,69,19454
04:20:00,77,20149
04:30:00,82,20895
04:40:00,69,21625
04:50:00,72,22356
05:00:00,74,23086
05:10:00,71,23798
05:20:00,68,24514
05:30:00,75,25259
05:40:00,70,25936
05:50:00,64,26640
06:00:00,71,27318
06:12:00,73,28043
06:26:00,60,28724
06:36:00,65,29353
06:46:00,77,30037
06:56:00,65,30705
07:06:00,70,31344
07:16:00,64,32042
07:26:00,72,32746
07:36:00,72,33427
07:46:00,71,34129
07:56:00,81,34800
08:06:00,69,35457
08:22:00,85,36116
08:35:00,65,36784
08:45:00,65,37471
08:55:00,65,38125
09:05:00,65,38803
09:15:00,75,39480
09:25:00,62,40185
09:35:00,60,40834
09:45:00,71,41510
09:55:00,90,42293
10:05:00,85,43172
10:46:00,83,44034
10:56:00,92,44967
11:06:00,84,45845
11:16:00,78,46660
11:26:00,83,47522
11:36:00,90,48369
11:46:00,81,49177
11:56:00,85,49993
12:06:00,80,50834
12:16:00,81,51665
12:26:00,74,52461
12:36:00,76,53192
12:46:00,83,53973
12:56:00,87,54847
13:06:00,80,55720
13:16:00,80,56547
13:26:00,103,57511
13:36:00,88,58487
13:46:00,74,59372
13:56:00,88,60245
14:06:00,82,61103
14:16:00,79,61944
14:26:00,82,62751
14:36:00,104,63765
14:46:00,86,64698
14:56:00,112,65724
15:06:00,96,66695
15:16:00,89,67662
15:26:00,91,68602
15:36:00,103,69697
15:46:00,109,70832
15:56:00,114,71944
16:06:00,103,72994
16:16:00,86,74066
16:26:00,85,74914
16:36:00,89,75789
16:46:00,75,76633
16:57:00,84,77481
17:07:00,83,78319
17:17:00,79,79156
17:27:00,82,79979
17:37:00,73,80760
17:47:00,90,81553
17:57:00,100,82424
18:07:00,106,83428
18:19:00,88,84440
18:31:00,106,85412
18:42:00,96,86343
18:52:00,82,87240
19:02:00,84,88057
19:12:00,86,88865
19:24:00,119,89894
19:37:00,99,90948
19:50:00,108,91921
20:02:00,119,93027
20:12:00,117,94188
20:24:00,101,95312
20:36:00,116,96389
20:54:00,108,97481
21:04:00,101,98560
21:14:00,99,99607
21:24:00,111,100648
21:34:00,99,101696
21:44:00,105,102743
21:55:00,110,103789
22:05:00,89,104740
22:15:00,99,105768
22:25:00,98,106758
22:35:00,97,107746
22:45:00,100,108722
22:55:00,95,109700
23:08:00,102,110565
23:18:00,93,111557
23:31:00,88,112553
23:41:00,87,113450
23:51:00,88,114332
