time,heart,total
00:00:00,79,79
00:10:00,82,901
00:20:00,116,1860
00:30:00,96,2938
00:41:00,80,3869
00:51:00,105,4705
01:03:00,112,5764
01:13:00,92,6797
01:23:00,78,7756
01:33:00,81,8571
01:43:00,75,9368
01:53:00,109,10255
02:03:00,85,11189
02:13:00,82,12019
02:23:00,96,12835
02:33:00,91,13822
02:45:00,102,14745
02:55:00,65,15453
03:05:00,68,16120
03:15:00,69,16798
03:25:00,66,17480
03:35:00,70,18166
03:45:00,67,18861
03:55:00,70,19559
04:05:00,69,20252
04:15:00,70,20938
04:25:00,78,21652
04:35:00,74,22432
04:45:00,73,23174
04:55:00,71,23903
05:05:00,74,24621
05:15:00,71,25333
05:25:00,72,26050
05:35:00,70,26760
05:45:00,76,27481
05:55:00,72,28221
06:05:00,65,28926
06:15:00,71,29629
06:25:00,65,30306
06:35:00,69,30971
06:45:00,67,31669
06:55:00,65,32336
07:05:00,59,32982
07:15:00,76,33641
07:25:00,72,34371
07:35:00,71,35104
07:45:00,66,35813
07:55:00,72,36492
08:05:00,67,37198
08:15:00,69,37881
08:25:00,71,38596
08:35:00,69,39299
08:45:00,71,40039
08:55:00,74,40764
09:05:00,86,41587
09:15:00,70,42331
09:25:00,74,43077
09:35:00,82,43915
09:45:00,81,44708
09:55:00,80,45519
10:05:00,83,46379
10:15:00,93,47261
10:26:00,113,48233
10:36:00,99,49240
10:46:00,106,50291
10:56:00,84,51204
11:06:00,87,52085
11:16:00,109,53059
11:26:00,100,54005
11:36:00,104,55009
11:46:00,94,55971
11:56:00,101,56918
12:06:00,99,57916
12:16:00,104,58992
12:26:00,101,60036
12:36:00,107,61027
12:46:00,107,62087
12:56:00,108,63111
13:07:00,79,64049
13:17:00,91,64880
13:27:00,102,65910
13:37:00,102,66863
13:47:00,108,67923
13:57:00,105,68990
14:07:00,113,70120
14:18:00,105,71177
14:28:00,101,72241
14:38:00,104,73265
14:48:00,97,74251
15:00:00,104,75235
15:11:00,105,76244
15:21:00,95,77307
15:31:00,100,78289
15:41:00,91,79287
15:51:00,100,80277
16:01:00,105,81373
16:11:00,111,82408
16:22:00,90,83383
16:32:00,100,84385
16:44:00,105,85438
16:55:00,107,86516
17:05:00,100,87507
17:17:00,94,88502
17:34:00,93,89458
17:49:00,96,90478
18:00:00,109,91500
18:10:00,87,92565
18:20:00,92,93492
18:30:00,88,94416
18:41:00,101,95432
18:52:00,85,96385
19:02:00,111,97424
19:12:00,113,98537
19:22:00,102,99521
19:32:00,102,100521
19:42:00,96,101549
19:52:00,106,102498
20:02:00,103,103613
20:15:00,89,104565
20:26:00,97,105463
20:36:00,114,106533
20:47:00,112,107519
20:59:00,112,108608
21:09:00,93,109621
21:19:00,102,110606
21:30:00,104,111674
21:43:00,84,112543
21:53:00,97,113419
22:18:00,99,114395
22:28:00,111,115489
22:38:00,108,116580
22:48:00,87,117604
22:58:00,86,118476
23:08:00,84,119329
23:18:00,76,120195
23:28:00,84,121027
23:38:00,91,121944
23:48:00,92,122889
23:58:00,105,123819
