time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,9
00:40:00,0,9
00:50:00,0,9
01:00:00,0,9
01:10:00,0,9
01:20:00,0,9
01:30:00,0,9
01:40:00,0,9
01:50:00,0,9
02:00:00,0,9
02:10:00,0,9
02:20:00,0,9
02:30:00,0,9
02:40:00,0,9
02:50:00,0,9
03:00:00,0,9
03:10:00,0,9
03:20:00,0,9
03:30:00,0,9
03:40:00,0,9
03:50:00,0,9
04:00:00,0,9
04:10:00,0,9
04:20:00,0,9
04:30:00,0,9
04:40:00,0,9
04:50:00,0,9
05:00:00,0,9
05:10:00,0,9
05:20:00,0,9
05:30:00,0,9
05:40:00,0,18
05:50:00,0,18
06:00:00,0,18
06:10:00,0,18
06:20:00,0,18
06:30:00,0,18
06:40:00,0,18
06:50:00,0,18
07:00:00,0,18
07:10:00,0,18
07:20:00,0,22
07:30:00,0,22
07:40:00,0,22
07:50:00,0,22
08:00:00,0,38
08:10:00,0,44
08:20:00,0,44
08:30:00,0,60
08:40:00,17,192
08:50:00,11,301
09:00:00,7,332
09:10:00,0,380
09:20:00,0,380
09:30:00,0,401
09:40:00,53,573
09:50:00,40,1218
10:00:00,0,1218
10:10:00,0,1218
10:20:00,0,1218
10:30:00,0,1218
10:40:00,0,1218
10:50:00,0,1218
11:00:00,0,1227
11:10:00,0,1302
11:20:00,0,1422
11:30:00,0,1422
11:40:00,0,1422
11:50:00,0,1428
12:00:00,0,1428
12:10:00,0,1428
12:20:00,0,1428
12:30:00,8,1445
12:40:00,53,1603
12:50:00,8,2027
13:00:00,108,2176
13:10:00,47,2526
13:20:00,0,3126
13:30:00,0,3139
13:40:00,0,3139
13:50:00,0,3148
14:00:00,0,3148
14:10:00,0,3148
14:20:00,0,3157
14:30:00,0,3157
14:40:00,0,3157
14:50:00,2,3242
15:00:00,6,3248
15:10:00,18,3343
15:20:00,36,4178
15:30:00,0,4282
15:40:00,67,4560
15:50:00,0,4790
16:00:00,0,4811
16:10:00,0,4819
16:20:00,0,4819
16:30:00,0,4819
16:40:00,0,4819
16:50:00,0,4819
17:00:00,0,4819
17:10:00,0,4823
17:20:00,0,4831
17:30:00,0,4849
17:40:00,0,4849
17:50:00,94,5228
18:00:00,0,5272
18:10:00,114,5920
18:20:00,0,6291
18:30:00,35,6359
18:40:00,0,6373
18:50:00,0,6449
19:00:00,0,6449
19:10:00,0,6487
19:20:00,85,6741
19:30:00,0,7127
19:40:00,0,7170
19:50:00,0,7222
20:00:00,0,7261
20:10:00,0,7269
20:20:00,0,7269
20:30:00,0,7269
20:40:00,0,7330
20:50:00,0,7346
21:00:00,0,7346
21:10:00,0,7360
21:20:00,0,7377
21:30:00,93,7557
21:40:00,93,8510
21:50:00,66,9173
22:00:00,10,9884
22:10:00,0,9884
22:20:00,0,9884
22:30:00,0,9924
22:40:00,0,9924
22:50:00,0,9973
23:00:00,10,10020
23:10:00,0,10030
23:20:00,0,10030
23:30:00,0,10030
23:40:00,0,10030
23:50:00,0,10030
