time,steps,total
00:00:00,79,79
00:10:00,110,761
00:20:00,0,910
00:30:00,0,910
00:40:00,8,926
00:50:00,0,926
01:00:00,0,946
01:10:00,0,946
01:20:00,0,946
01:30:00,0,946
01:40:00,0,946
01:50:00,0,946
02:00:00,0,946
02:10:00,0,946
02:20:00,0,946
02:30:00,0,946
02:40:00,0,946
02:50:00,0,946
03:00:00,0,946
03:10:00,0,946
03:20:00,0,946
03:30:00,0,946
03:40:00,0,946
03:50:00,0,946
04:00:00,0,946
04:10:00,0,946
04:20:00,0,946
04:30:00,0,964
04:40:00,0,964
04:50:00,0,964
05:00:00,0,964
05:10:00,0,964
05:20:00,0,964
05:30:00,0,964
05:40:00,0,964
05:50:00,0,964
06:00:00,0,964
06:10:00,0,964
06:20:00,0,964
06:30:00,0,964
06:40:00,0,964
06:50:00,0,964
07:00:00,0,964
07:10:00,0,964
07:20:00,0,964
07:30:00,0,964
07:40:00,0,964
07:50:00,0,964
08:00:00,0,964
08:10:00,0,964
08:20:00,0,964
08:30:00,0,964
08:40:00,0,970
08:50:00,7,977
09:00:00,0,986
09:10:00,0,986
09:20:00,42,1154
09:30:00,101,2149
09:40:00,0,2483
09:50:00,34,3345
10:00:00,0,3381
10:10:00,0,3381
10:20:00,0,3381
10:30:00,0,3381
10:40:00,0,3381
10:50:00,0,3381
11:00:00,0,3381
11:10:00,0,3381
11:20:00,0,3381
11:30:00,0,3381
11:40:00,0,3381
11:50:00,0,3381
12:00:00,0,3381
12:10:00,0,3381
12:20:00,0,3381
12:30:00,7,3499
12:40:00,0,3608
12:50:00,0,3608
13:00:00,0,3669
13:10:00,0,3693
13:20:00,102,4382
13:30:00,48,5185
13:40:00,106,6214
13:50:00,35,7208
14:00:00,66,8023
14:10:00,111,8637
14:20:00,0,9476
14:30:00,0,9482
14:40:00,0,9482
14:50:00,0,9482
15:00:00,0,9482
15:10:00,0,9482
15:20:00,0,9497
15:30:00,0,9497
15:40:00,0,9497
15:50:00,0,9497
16:00:00,0,9497
16:10:00,0,9497
16:20:00,0,9497
16:30:00,0,9659
16:40:00,0,9659
16:50:00,0,9659
17:00:00,69,9862
17:10:00,112,10387
17:20:00,0,10689
17:30:00,111,11097
17:40:00,40,11639
17:50:00,25,12181
18:00:00,112,12622
18:10:00,119,13424
18:20:00,0,13833
18:30:00,27,13888
18:40:00,0,13919
18:50:00,47,14305
19:00:00,0,14349
19:10:00,17,14366
19:20:00,0,14366
19:30:00,6,14385
19:40:00,4,14401
19:50:00,7,14413
20:00:00,0,14435
20:10:00,9,14456
20:20:00,109,15541
20:30:00,104,16541
20:40:00,15,16789
20:50:00,0,16903
21:00:00,0,16932
21:10:00,23,16983
21:20:00,42,17066
21:30:00,0,17117
21:40:00,0,17130
21:50:00,0,17220
22:00:00,24,17393
22:10:00,0,17425
22:20:00,40,18333
22:30:00,19,18715
22:40:00,8,18796
22:50:00,0,19579
23:00:00,0,19817
23:10:00,13,19925
23:20:00,61,20171
23:30:00,102,20651
23:40:00,117,21784
23:50:00,38,22079
