time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,0
01:00:00,0,0
01:10:00,0,0
01:20:00,0,0
01:30:00,0,0
01:40:00,0,0
01:50:00,0,0
02:00:00,0,0
02:10:00,0,0
02:20:00,0,0
02:30:00,0,0
02:40:00,0,0
02:50:00,0,0
03:00:00,0,0
03:10:00,0,0
03:20:00,0,0
03:30:00,0,0
03:40:00,0,0
03:50:00,0,0
04:00:00,0,0
04:10:00,0,0
04:20:00,0,0
04:30:00,0,0
04:40:00,0,0
04:50:00,0,0
05:00:00,0,8
05:10:00,0,8
05:20:00,0,8
05:30:00,0,8
05:40:00,0,8
05:50:00,0,8
06:00:00,0,8
06:10:00,0,8
06:20:00,0,37
06:30:00,0,51
06:40:00,0,51
06:50:00,0,51
07:00:00,0,51
07:10:00,0,51
07:20:00,0,51
07:30:00,0,51
07:40:00,0,51
07:50:00,0,51
08:00:00,0,62
08:10:00,0,62
08:20:00,0,62
08:30:00,10,91
08:40:00,0,317
08:50:00,34,442
09:00:00,0,896
09:10:00,0,896
09:20:00,0,896
09:30:00,0,896
09:40:00,0,907
09:50:00,0,907
10:00:00,0,920
10:10:00,0,920
10:20:00,0,984
10:30:00,0,984
10:40:00,0,984
10:50:00,0,984
11:00:00,0,988
11:10:00,0,988
11:20:00,0,988
11:30:00,0,988
11:40:00,0,988
11:50:00,0,988
12:00:00,0,1037
12:10:00,0,1037
12:20:00,25,1262
12:30:00,0,1262
12:40:00,0,1262
12:50:00,0,1262
13:00:00,0,1262
13:10:00,76,1608
13:20:00,0,2022
13:30:00,15,2037
13:40:00,0,2053
13:50:00,0,2053
14:00:00,9,2062
14:10:00,0,2079
14:20:00,0,2085
14:30:00,0,2085
14:40:00,0,2085
14:50:00,110,2248
15:00:00,0,3001
15:10:00,0,3001
15:20:00,0,3016
15:30:00,0,3016
15:40:00,0,3016
15:50:00,0,3016
16:00:00,0,3024
16:10:00,0,3024
16:20:00,121,3826
16:30:00,11,3986
16:40:00,7,4035
16:50:00,0,4035
17:00:00,0,4056
17:10:00,41,4107
17:20:00,65,4265
17:30:00,73,5307
17:40:00,22,6127
17:50:00,9,6284
18:00:00,26,6777
18:10:00,0,6777
18:20:00,0,6848
18:30:00,0,6848
18:40:00,0,6902
18:50:00,0,7051
19:00:00,0,7051
19:10:00,93,7144
19:20:00,0,7180
19:30:00,0,7213
19:40:00,0,7218
19:50:00,0,7242
20:00:00,47,7477
20:10:00,106,8355
20:20:00,103,9297
20:30:00,0,9864
20:40:00,9,10035
20:50:00,0,10091
21:00:00,0,10105
21:10:00,0,10111
21:20:00,0,10131
21:30:00,0,10203
21:40:00,0,10203
21:50:00,8,10226
22:00:00,0,10233
22:10:00,16,10260
22:20:00,0,10335
22:30:00,0,10357
22:40:00,0,10460
22:50:00,0,10460
23:00:00,0,10460
23:10:00,0,10460
23:20:00,0,10460
23:30:00,0,10460
23:40:00,0,10460
23:50:00,0,10460
