time,elevation,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,10
00:30:00,0,10
00:40:00,0,10
00:50:00,0,20
01:00:00,0,20
01:10:00,0,20
01:20:00,0,20
01:30:00,0,20
01:40:00,0,20
01:50:00,0,30
02:00:00,0,30
02:10:00,0,30
02:20:00,0,30
02:30:00,0,30
02:40:00,0,30
02:50:00,0,30
03:00:00,0,30
03:10:00,0,30
03:20:00,0,40
03:30:00,0,50
03:40:00,0,50
03:50:00,0,50
04:00:00,0,50
04:10:00,0,50
04:20:00,0,50
04:30:00,0,50
04:40:00,0,50
04:50:00,0,50
05:00:00,0,50
05:10:00,0,50
05:20:00,0,50
05:30:00,0,50
05:40:00,0,50
05:50:00,0,50
06:00:00,0,50
06:10:00,0,50
06:20:00,0,50
06:30:00,0,50
06:40:00,0,50
06:50:00,0,50
07:00:00,0,50
07:10:00,0,50
07:20:00,0,50
07:30:00,0,50
07:40:00,0,50
07:50:00,0,50
08:00:00,0,50
08:10:00,0,50
08:20:00,0,50
08:30:00,0,50
08:40:00,0,50
08:50:00,0,50
09:00:00,0,50
09:10:00,0,50
09:20:00,0,50
09:30:00,0,50
09:40:00,0,50
09:50:00,0,50
10:00:00,0,50
10:10:00,0,50
10:20:00,0,50
10:30:00,0,50
10:40:00,0,50
10:50:00,0,50
11:00:00,0,50
11:10:00,0,50
11:20:00,0,50
11:30:00,0,50
11:40:00,0,50
11:50:00,0,50
12:00:00,0,50
12:10:00,0,50
12:20:00,0,50
12:30:00,0,50
12:40:00,0,50
12:50:00,0,50
13:00:00,0,50
13:10:00,0,50
13:20:00,0,50
13:30:00,0,50
13:40:00,0,50
13:50:00,0,50
14:00:00,0,50
14:10:00,0,50
14:20:00,0,50
14:30:00,0,50
14:40:00,0,50
14:50:00,0,50
15:00:00,0,50
15:10:00,0,50
15:20:00,0,50
15:30:00,0,50
15:40:00,0,60
15:50:00,0,60
16:00:00,0,60
16:10:00,0,60
16:20:00,0,60
16:30:00,0,60
16:40:00,0,60
16:50:00,0,60
17:00:00,10,70
17:10:00,0,90
17:20:00,0,90
17:30:00,0,90
17:40:00,0,90
17:50:00,0,100
18:00:00,0,120
18:10:00,0,120
18:20:00,0,120
18:30:00,0,120
18:40:00,0,130
18:50:00,0,130
19:00:00,0,130
19:10:00,0,140
19:20:00,0,140
19:30:00,0,140
19:40:00,0,140
19:50:00,0,140
20:00:00,0,140
20:10:00,0,140
20:20:00,0,140
20:30:00,0,140
20:40:00,0,140
20:50:00,0,140
21:00:00,0,150
21:10:00,0,150
21:20:00,0,150
21:30:00,0,150
21:40:00,0,150
21:50:00,0,150
22:00:00,0,150
22:10:00,0,150
22:20:00,0,150
22:30:00,0,150
22:40:00,0,150
22:50:00,0,150
23:00:00,0,150
23:10:00,0,150
23:20:00,0,150
23:30:00,0,150
23:40:00,0,150
23:50:00,0,150
