time,elevation,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,0
01:00:00,0,0
01:10:00,0,10
01:20:00,0,10
01:30:00,0,10
01:40:00,0,10
01:50:00,0,10
02:00:00,0,10
02:10:00,0,10
02:20:00,0,10
02:30:00,0,10
02:40:00,0,10
02:50:00,0,10
03:00:00,0,10
03:10:00,0,10
03:20:00,0,10
03:30:00,0,10
03:40:00,0,10
03:50:00,0,10
04:00:00,0,10
04:10:00,0,10
04:20:00,0,10
04:30:00,0,10
04:40:00,0,10
04:50:00,0,10
05:00:00,0,10
05:10:00,0,10
05:20:00,0,10
05:30:00,0,10
05:40:00,0,10
05:50:00,0,10
06:00:00,0,10
06:10:00,0,10
06:20:00,0,10
06:30:00,0,10
06:40:00,0,10
06:50:00,0,10
07:00:00,0,10
07:10:00,0,10
07:20:00,0,10
07:30:00,0,10
07:40:00,0,10
07:50:00,0,10
08:00:00,0,10
08:10:00,0,10
08:20:00,0,10
08:30:00,0,10
08:40:00,0,10
08:50:00,0,10
09:00:00,0,10
09:10:00,0,10
09:20:00,0,10
09:30:00,0,10
09:40:00,0,10
09:50:00,0,10
10:00:00,0,10
10:10:00,0,10
10:20:00,0,10
10:30:00,0,10
10:40:00,0,10
10:50:00,0,10
11:00:00,0,10
11:10:00,0,20
11:20:00,0,20
11:30:00,0,20
11:40:00,0,20
11:50:00,0,20
12:00:00,0,20
12:10:00,0,60
12:20:00,0,70
12:30:00,0,130
12:40:00,0,170
12:50:00,30,250
13:00:00,0,260
13:10:00,0,380
13:20:00,0,440
13:30:00,0,440
13:40:00,0,440
13:50:00,0,440
14:00:00,0,440
14:10:00,0,440
14:20:00,0,450
14:30:00,10,490
14:40:00,20,580
14:50:00,10,670
15:00:00,10,730
15:10:00,10,790
15:20:00,20,900
15:30:00,0,950
15:40:00,0,960
15:50:00,0,990
16:00:00,10,1080
16:10:00,0,1080
16:20:00,0,1080
16:30:00,0,1080
16:40:00,0,1080
16:50:00,0,1080
17:00:00,0,1080
17:10:00,0,1080
17:20:00,0,1080
17:30:00,0,1080
17:40:00,0,1080
17:50:00,0,1080
18:00:00,0,1080
18:10:00,0,1080
18:20:00,0,1080
18:30:00,0,1080
18:40:00,0,1080
18:50:00,0,1080
19:00:00,0,1080
19:10:00,0,1080
19:20:00,0,1080
19:30:00,0,1080
19:40:00,0,1080
19:50:00,0,1080
20:00:00,0,1080
20:10:00,0,1080
20:20:00,0,1080
20:30:00,0,1080
20:40:00,0,1080
20:50:00,0,1080
21:00:00,0,1080
21:10:00,0,1080
21:20:00,0,1080
21:30:00,0,1090
21:40:00,0,1090
21:50:00,0,1090
22:00:00,0,1090
22:10:00,0,1090
22:20:00,0,1090
22:30:00,0,1090
22:40:00,0,1090
22:50:00,0,1090
23:00:00,0,1090
23:10:00,0,1090
23:20:00,0,1090
23:30:00,0,1090
23:40:00,0,1090
23:50:00,0,1090
