time,distance,total
00:00:00,0.0,0.0
00:10:00,0.0,0.0
00:20:00,0.0,0.0
00:30:00,0.0,0.0
00:40:00,0.0098798023536801,0.0098798023536801
00:50:00,0.0,0.0229285974055528
01:00:00,0.001801976468414,0.0364123522303996
01:10:00,0.0,0.041321184486150395
01:20:00,0.0,0.053437922615557396
01:30:00,0.0,0.05884385202079959
01:40:00,0.0,0.061950708040966994
01:50:00,0.0,0.061950708040966994
02:00:00,0.0,0.06959357368759739
02:10:00,0.0,0.07406744617037399
02:20:00,0.0036039529368281,0.10109709273092359
02:30:00,0.022990733385086,0.13757158094085647
02:40:00,0.0221208147704601,0.3554864597972467
02:50:00,0.0505796149373054,0.6294490208383631
03:00:00,0.0,0.8384161537978776
03:10:00,0.0,0.8459968820679908
03:20:00,0.0,0.8459968820679908
03:30:00,0.0,0.8459968820679908
03:40:00,0.0,0.8459968820679908
03:50:00,0.0,0.8459968820679908
04:00:00,0.0,0.8459968820679908
04:10:00,0.0,0.8459968820679908
04:20:00,0.0,0.8459968820679908
04:30:00,0.0,0.8459968820679908
04:40:00,0.0,0.8459968820679908
04:50:00,0.0,0.8459968820679908
05:00:00,0.0,0.8459968820679908
05:10:00,0.0,0.8459968820679908
05:20:00,0.0,0.8459968820679908
05:30:00,0.0,0.8459968820679908
05:40:00,0.0,0.8459968820679908
05:50:00,0.0,0.8459968820679908
06:00:00,0.0,0.8459968820679908
06:10:00,0.0,0.8459968820679908
06:20:00,0.0,0.8536397477146214
06:30:00,0.0,0.8536397477146214
06:40:00,0.0,0.8536397477146214
06:50:00,0.0,0.8536397477146214
07:00:00,0.0,0.8536397477146214
07:10:00,0.0,0.8536397477146214
07:20:00,0.0,0.8536397477146214
07:30:00,0.0,0.8536397477146214
07:40:00,0.0,0.8536397477146214
07:50:00,0.0,0.8536397477146214
08:00:00,0.0,0.8536397477146214
08:10:00,0.0,0.8536397477146214
08:20:00,0.0,0.8536397477146214
08:30:00,0.0,0.8536397477146214
08:40:00,0.0,0.8536397477146214
08:50:00,0.0,0.8536397477146214
09:00:00,0.0,0.8536397477146214
09:10:00,0.0,0.8536397477146214
09:20:00,0.0,0.8536397477146214
09:30:00,0.0,0.8536397477146214
09:40:00,0.0,0.8666885427664941
09:50:00,0.0,0.8770033046603176
10:00:00,0.0,0.8770033046603176
10:10:00,0.0,0.8864481467753621
10:20:00,0.0,0.8864481467753621
10:30:00,0.0,0.8864481467753621
10:40:00,0.0,0.8936560526490183
10:50:00,0.0,0.8936560526490183
11:00:00,0.0,0.8936560526490183
11:10:00,0.0,0.8936560526490183
11:20:00,0.0,0.8936560526490183
11:30:00,0.0,0.8936560526490183
11:40:00,0.0,0.8936560526490183
11:50:00,0.0,0.9057106536347387
12:00:00,0.0036039529368281,0.9930754423839934
12:10:00,0.0496475584805011,1.0593757483875341
12:20:00,0.0456086471676826,1.552744482061822
12:30:00,0.0505796149373054,2.0018715834012215
12:40:00,0.0428746119141578,2.379603130160827
12:50:00,0.049212597310543,2.7609386270632927
13:00:00,0.0,2.8475577732315247
13:10:00,0.0,2.9526316419942265
13:20:00,0.0,3.299667447921816
13:30:00,0.0474106222391128,3.7344408706994687
13:40:00,0.0487776398658752,4.100055681657973
13:50:00,0.0474106222391128,4.500405144528481
14:00:00,0.0469756610691547,4.910199445323083
14:10:00,0.0,4.993276775465342
14:20:00,0.0117439152672886,5.220263672643337
14:30:00,0.0496475584805011,5.709531353437337
14:40:00,0.0500825196504592,6.145609655999574
14:50:00,0.0,6.3636488072806925
15:00:00,0.0058408891782164,6.369489696458909
15:10:00,0.0,6.452442753245118
15:20:00,0.0,6.456916625727895
15:30:00,0.0,6.467728484538379
15:40:00,0.0510145761072635,6.659110814449373
15:50:00,0.0189518220722675,6.746164918527934
16:00:00,0.0365366265177726,7.128432476543817
16:10:00,0.0265946872532367,7.278617893927726
16:20:00,0.0406376756727695,7.721034178161058
16:30:00,0.0,7.722339057712811
16:40:00,0.0,7.722339057712811
16:50:00,0.0,7.722339057712811
17:00:00,0.0,7.722339057712811
17:10:00,0.0,7.722339057712811
17:20:00,0.0,7.778697425383139
17:30:00,0.0,7.778697425383139
17:40:00,0.0,7.778697425383139
17:50:00,0.0,7.778697425383139
18:00:00,0.0,7.778697425383139
18:10:00,0.0,7.778697425383139
18:20:00,0.0,7.787272347952235
18:30:00,0.0,7.821447763708416
18:40:00,0.0,7.821447763708416
18:50:00,0.0,7.821447763708416
19:00:00,0.0,7.824554619728583
19:10:00,0.0,7.833564501604992
19:20:00,0.0,7.861091245315033
19:30:00,0.009009881876409,7.897068636608306
19:40:00,0.0121788755059242,7.975858503370541
19:50:00,0.0,8.017241824069055
20:00:00,0.0054059294052422,8.034764491370874
20:10:00,0.049212597310543,8.273868127609598
20:20:00,0.0,8.538820805842983
20:30:00,0.0247927103191614,8.575730254291551
20:40:00,0.0478455834090709,8.757978424779134
20:50:00,0.0031068560201674,9.060275512398215
21:00:00,0.0040389127098023,9.094513064832421
21:10:00,0.0,9.110233755898657
21:20:00,0.0,9.110233755898657
21:30:00,0.0080778254196047,9.165162969962688
21:40:00,0.0040389127098023,9.221521334839048
21:50:00,0.0117439152672886,9.26657074631657
22:00:00,0.0,9.28490119625348
22:10:00,0.008574922569096,9.308326890342864
22:20:00,0.0,9.33268464088905
22:30:00,0.0,9.33268464088905
22:40:00,0.0,9.337158513371827
22:50:00,0.0,9.337158513371827
23:00:00,0.0,9.337158513371827
23:10:00,0.0,9.337158513371827
23:20:00,0.0,9.358720093383448
23:30:00,0.001801976468414,9.36412602278869
23:40:00,0.0058408891782164,9.369966911966907
23:50:00,0.0,9.3860604254296
