time,heart,total
00:00:00,58,58
00:10:00,60,649
00:20:00,59,1239
00:30:00,59,1836
00:40:00,59,2428
00:50:00,60,3013
01:00:00,61,3646
01:10:00,57,4247
01:20:00,59,4829
01:30:00,58,5406
01:40:00,60,6002
01:50:00,57,6582
02:00:00,57,7155
02:10:00,58,7739
02:20:00,57,8309
02:30:00,57,8883
02:40:00,55,9471
02:50:00,53,10027
03:00:00,55,10576
03:10:00,65,11178
03:20:00,56,11815
03:30:00,58,12445
03:40:00,59,13024
03:50:00,57,13594
04:00:00,54,14146
04:10:00,55,14698
04:20:00,54,15239
04:30:00,55,15780
04:40:00,53,16316
04:50:00,52,16846
05:00:00,51,17370
05:10:00,56,17909
05:20:00,54,18461
05:30:00,53,18994
05:40:00,56,19552
05:50:00,54,20096
06:00:00,53,20624
06:10:00,54,21157
06:20:00,54,21699
06:30:00,62,22256
06:40:00,59,22855
06:50:00,55,23414
07:00:00,66,23990
07:10:00,55,24537
07:20:00,54,25089
07:30:00,55,25628
07:40:00,55,26185
07:50:00,64,26759
08:00:00,64,27344
08:30:00,99,28067
08:40:00,83,28946
08:50:00,74,29758
09:00:00,81,30566
09:10:00,75,31358
09:20:00,78,32087
09:30:00,70,32850
09:40:00,80,33622
09:50:00,108,34671
10:00:00,84,35498
10:10:00,74,36268
10:20:00,80,37136
10:30:00,76,37880
10:40:00,74,38630
10:50:00,71,39338
11:00:00,72,40048
11:10:00,64,40831
11:20:00,97,41593
11:30:00,72,42341
11:40:00,81,43091
11:50:00,69,43813
12:00:00,74,44531
12:10:00,72,45226
12:20:00,72,45905
12:30:00,69,46590
12:40:00,91,47333
12:50:00,64,48216
13:00:00,94,48934
13:10:00,104,49896
13:20:00,88,50911
13:31:00,69,51637
13:41:00,79,52347
13:51:00,78,53135
14:01:00,71,53861
14:12:00,75,54670
14:22:00,73,55412
14:32:00,74,56134
14:42:00,66,56820
14:52:00,87,57625
15:02:00,90,58372
15:12:00,89,59127
15:23:00,101,60263
15:34:00,99,61102
15:44:00,97,62018
15:54:00,82,62873
16:04:00,65,63595
16:14:00,86,64378
16:24:00,79,65214
16:34:00,91,66077
16:44:00,91,66931
16:54:00,79,67790
17:04:00,89,68638
17:14:00,87,69534
17:24:00,79,70494
17:34:00,81,71331
17:44:00,79,72167
17:54:00,85,73113
18:04:00,78,73903
18:14:00,94,74909
18:24:00,95,75840
18:34:00,80,76704
18:44:00,84,77500
19:01:00,84,78395
19:11:00,73,79157
19:21:00,113,80127
19:31:00,72,81011
19:41:00,74,81768
19:51:00,74,82534
20:01:00,93,83381
20:11:00,74,84183
20:21:00,70,84918
20:31:00,71,85647
20:41:00,84,86474
20:52:00,83,87302
21:02:00,66,88060
21:12:00,77,88767
21:22:00,68,89519
21:32:00,104,90350
21:42:00,92,91358
21:52:00,97,92285
22:02:00,101,93287
22:12:00,82,94096
22:22:00,74,94879
22:32:00,88,95688
22:42:00,84,96478
22:53:00,89,97290
23:03:00,80,98110
23:13:00,71,98829
23:23:00,68,99529
23:33:00,69,100203
23:43:00,68,100869
23:53:00,64,101527
