time,steps,total
00:00:00,0,0
00:10:00,124,870
00:20:00,105,1959
00:30:00,87,3117
00:40:00,52,3781
00:50:00,96,4665
01:00:00,98,5216
01:10:00,111,5771
01:20:00,66,6432
01:30:00,109,7414
01:40:00,99,8374
01:50:00,124,9415
02:00:00,128,10613
02:10:00,29,11689
02:20:00,0,11750
02:30:00,8,11784
02:40:00,0,11804
02:50:00,0,11818
03:00:00,0,11834
03:10:00,9,11860
03:20:00,0,11876
03:30:00,0,12262
03:40:00,112,13045
03:50:00,7,13253
04:00:00,0,13306
04:10:00,0,13306
04:20:00,0,13306
04:30:00,0,13306
04:40:00,0,13306
04:50:00,0,13306
05:00:00,0,13306
05:10:00,0,13306
05:20:00,0,13306
05:30:00,0,13306
05:40:00,0,13306
05:50:00,0,13306
06:00:00,0,13306
06:10:00,0,13306
06:20:00,0,13306
06:30:00,0,13306
06:40:00,0,13306
06:50:00,0,13306
07:00:00,0,13306
07:10:00,0,13306
07:20:00,0,13306
07:30:00,0,13306
07:40:00,0,13306
07:50:00,0,13306
08:00:00,0,13306
08:10:00,0,13306
08:20:00,0,13306
08:30:00,0,13306
08:40:00,0,13306
08:50:00,0,13306
09:00:00,0,13306
09:10:00,0,13306
09:20:00,0,13306
09:30:00,0,13306
09:40:00,0,13306
09:50:00,0,13306
10:00:00,0,13306
10:10:00,0,13306
10:20:00,0,13306
10:30:00,0,13306
10:40:00,0,13306
10:50:00,0,13325
11:00:00,0,13325
11:10:00,6,13369
11:20:00,0,13385
11:30:00,0,13385
11:40:00,0,13393
11:50:00,0,13457
12:00:00,9,13477
12:10:00,42,13618
12:20:00,0,13740
12:30:00,0,13777
12:40:00,22,13945
12:50:00,0,13972
13:00:00,0,13998
13:10:00,0,14063
13:20:00,0,14106
13:30:00,11,14258
13:40:00,0,14453
13:50:00,10,14582
14:00:00,0,14710
14:10:00,0,14774
14:20:00,21,14795
14:30:00,0,14808
14:40:00,0,14808
14:50:00,95,15397
15:00:00,91,16123
15:10:00,73,16800
15:20:00,0,17089
15:30:00,0,17094
15:40:00,106,17910
15:50:00,53,18638
16:00:00,8,19275
16:10:00,9,19368
16:20:00,86,19990
16:30:00,0,20349
16:40:00,92,21050
16:50:00,104,22009
17:00:00,108,22864
17:10:00,106,23941
17:20:00,0,24200
17:30:00,7,24414
17:40:00,69,24845
17:50:00,62,25402
18:00:00,0,25500
18:10:00,0,25500
18:20:00,0,25542
18:30:00,0,25542
18:40:00,0,25622
18:50:00,0,25704
19:00:00,0,25708
19:10:00,0,25788
19:20:00,109,26623
19:30:00,44,26964
19:40:00,106,27776
19:50:00,106,28650
20:00:00,7,29013
20:10:00,0,29013
20:20:00,0,29020
20:30:00,0,29024
20:40:00,0,29036
20:50:00,0,29042
21:00:00,0,29042
21:10:00,0,29048
21:20:00,0,29048
21:30:00,0,29048
21:40:00,0,29048
21:50:00,109,29550
22:00:00,0,29936
22:10:00,108,30828
22:20:00,0,30881
22:30:00,0,30881
22:40:00,7,30937
22:50:00,8,30980
23:00:00,0,31009
23:10:00,33,31095
23:20:00,0,31132
23:30:00,0,31132
23:40:00,29,31174
23:50:00,0,31223
