time,heart,total
00:00:00,114,114
00:10:00,113,1182
00:21:00,85,2203
00:31:00,75,2994
00:41:00,91,3898
00:51:00,91,4741
01:02:00,71,5597
01:12:00,69,6268
01:22:00,66,6942
01:32:00,63,7604
01:42:00,67,8267
01:52:00,66,8933
02:02:00,66,9593
02:12:00,64,10247
02:22:00,61,10873
02:32:00,66,11535
02:42:00,64,12218
02:52:00,64,12885
03:02:00,64,13516
03:12:00,63,14160
03:22:00,64,14797
03:32:00,61,15420
03:42:00,62,16028
03:52:00,63,16655
04:02:00,67,17300
04:12:00,60,17941
04:22:00,59,18555
04:32:00,65,19175
04:42:00,69,19784
04:52:00,60,20394
05:02:00,60,21000
05:12:00,58,21603
05:22:00,66,22235
05:32:00,69,22906
05:42:00,62,23534
06:10:00,64,24187
06:41:00,67,24889
06:51:00,54,25475
07:01:00,62,26059
07:11:00,62,26658
07:21:00,60,27274
07:31:00,68,27882
07:41:00,62,28512
07:51:00,73,29190
08:01:00,87,29885
08:11:00,61,30503
08:21:00,71,31124
08:31:00,61,31743
08:41:00,78,32424
08:51:00,91,33289
09:15:00,103,34242
09:25:00,101,35217
09:35:00,81,36151
09:45:00,99,37102
09:55:00,85,38007
10:05:00,74,38749
10:15:00,71,39473
10:25:00,68,40167
10:35:00,72,40851
10:45:00,66,41570
10:55:00,71,42261
11:05:00,61,42916
11:15:00,64,43553
11:25:00,64,44247
11:35:00,67,44903
11:45:00,55,45521
11:55:00,58,46143
12:07:00,86,46836
12:17:00,60,47520
12:27:00,85,48139
12:37:00,63,48876
12:47:00,72,49579
12:57:00,72,50316
13:07:00,72,51104
13:17:00,112,51879
13:27:00,98,52903
13:37:00,102,53868
13:47:00,93,54859
13:57:00,95,55813
14:07:00,109,56698
14:17:00,102,57711
14:27:00,71,58475
14:37:00,74,59194
14:47:00,70,59895
14:57:00,73,60644
15:07:00,72,61382
15:17:00,72,62130
15:27:00,75,62846
15:37:00,66,63563
15:47:00,65,64244
15:57:00,73,64943
16:07:00,76,65650
16:17:00,77,66376
16:27:00,78,67205
16:37:00,66,67885
16:47:00,70,68586
16:57:00,94,69325
17:08:00,101,70241
17:18:00,83,71181
17:28:00,97,71987
17:38:00,77,72934
17:48:00,102,73847
17:58:00,82,74773
18:08:00,138,75773
18:18:00,97,76847
18:28:00,75,77679
18:38:00,97,78602
18:50:00,112,79640
19:02:00,86,80609
19:12:00,91,81484
19:23:00,81,82370
19:33:00,89,83299
19:43:00,95,84190
19:53:00,88,85110
20:03:00,96,86030
20:13:00,107,86974
20:23:00,103,88043
20:33:00,89,89004
20:43:00,113,90082
20:53:00,86,90963
21:03:00,85,91836
21:13:00,91,92759
21:23:00,93,93708
21:33:00,80,94552
21:44:00,93,95429
21:56:00,102,96439
22:06:00,87,97367
22:16:00,117,98376
22:26:00,102,99417
22:37:00,94,100424
22:47:00,113,101444
22:57:00,84,102462
23:07:00,87,103283
23:17:00,89,104249
23:27:00,113,105275
23:37:00,98,106332
23:48:00,102,107267
23:58:00,120,108331
