time,heart,total
00:00:00,64,64
00:10:00,64,687
00:20:00,60,1308
00:30:00,64,1930
00:40:00,61,2557
00:50:00,70,3222
01:00:00,61,3850
01:10:00,65,4486
01:20:00,61,5104
01:30:00,57,5706
01:40:00,59,6280
01:50:00,58,6864
02:00:00,58,7465
02:10:00,60,8087
02:20:00,66,8729
02:30:00,62,9358
02:40:00,65,9990
02:50:00,59,10599
03:00:00,60,11197
03:10:00,59,11796
03:20:00,59,12388
03:30:00,57,12961
03:40:00,57,13541
03:50:00,61,14128
04:00:00,57,14748
04:10:00,57,15320
04:20:00,57,15899
04:30:00,54,16443
04:40:00,74,17013
04:50:00,56,17622
05:00:00,54,18164
05:10:00,55,18714
05:20:00,52,19250
05:30:00,57,19843
05:40:00,56,20421
05:50:00,62,21025
06:00:00,55,21614
06:10:00,59,22190
06:20:00,62,22765
06:30:00,58,23317
06:40:00,97,24108
06:51:00,79,24995
07:01:00,71,25756
07:11:00,83,26517
07:21:00,68,27328
07:31:00,72,27998
07:41:00,97,28856
07:52:00,92,29867
08:04:00,94,30862
08:15:00,83,31756
08:25:00,110,32696
08:35:00,94,33707
08:45:00,89,34585
08:55:00,111,35666
09:06:00,98,36734
09:18:00,100,37677
09:28:00,99,38717
09:38:00,103,39698
09:48:00,98,40716
09:58:00,107,41717
10:08:00,95,42671
10:18:00,87,43629
10:28:00,100,44613
10:38:00,102,45594
10:48:00,92,46528
10:58:00,100,47532
11:08:00,99,48463
11:18:00,102,49517
11:28:00,101,50478
11:38:00,91,51421
11:48:00,98,52302
11:58:00,110,53323
12:08:00,94,54346
12:18:00,97,55249
12:28:00,79,56044
12:38:00,74,56793
12:48:00,105,57770
12:58:00,74,58584
13:08:00,89,59455
13:18:00,101,60441
13:28:00,93,61432
13:38:00,99,62380
13:48:00,100,63370
13:58:00,93,64346
14:08:00,107,65360
14:18:00,91,66331
14:28:00,105,67265
14:38:00,98,68294
14:48:00,108,69311
14:58:00,107,70337
15:08:00,100,71409
15:18:00,81,72276
15:28:00,76,73027
15:38:00,90,73903
15:48:00,94,74915
15:58:00,99,75890
16:08:00,108,76933
16:21:00,75,77709
16:31:00,81,78485
16:41:00,78,79241
17:04:00,96,80156
17:14:00,76,80995
17:24:00,78,81764
17:34:00,77,82529
17:44:00,70,83269
17:54:00,76,84012
18:05:00,97,84930
18:15:00,92,85988
18:26:00,110,86952
18:36:00,99,87965
18:47:00,94,88933
18:57:00,78,89736
19:07:00,73,90487
19:17:00,89,91343
19:27:00,90,92276
19:37:00,86,93109
19:47:00,78,93927
19:57:00,88,94689
20:08:00,78,95526
20:18:00,78,96314
20:28:00,78,97091
20:38:00,76,97856
20:48:00,75,98616
20:58:00,84,99426
21:09:00,89,100389
21:19:00,76,101122
21:30:00,82,102056
21:40:00,106,103104
21:50:00,109,104121
22:02:00,74,105012
22:12:00,74,105759
22:22:00,79,106522
22:32:00,78,107307
22:42:00,90,108112
22:52:00,84,108957
23:02:00,103,109894
23:12:00,100,110918
23:22:00,108,111936
23:32:00,86,112866
23:42:00,73,113632
23:52:00,90,114382
