time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,14
00:30:00,0,14
00:40:00,0,14
00:50:00,0,14
01:00:00,0,14
01:10:00,0,21
01:20:00,0,21
01:30:00,0,21
01:40:00,0,21
01:50:00,0,21
02:00:00,0,21
02:10:00,0,21
02:20:00,0,21
02:30:00,0,21
02:40:00,0,21
02:50:00,0,21
03:00:00,0,21
03:10:00,0,21
03:20:00,0,21
03:30:00,0,21
03:40:00,0,21
03:50:00,0,21
04:00:00,0,21
04:10:00,0,21
04:20:00,0,21
04:30:00,0,21
04:40:00,0,21
04:50:00,0,21
05:00:00,0,21
05:10:00,0,21
05:20:00,0,21
05:30:00,0,21
05:40:00,0,21
05:50:00,0,21
06:00:00,0,21
06:10:00,0,21
06:20:00,0,21
06:30:00,0,21
06:40:00,0,21
06:50:00,0,21
07:00:00,0,21
07:10:00,0,21
07:20:00,8,29
07:30:00,0,70
07:40:00,0,70
07:50:00,0,70
08:00:00,17,116
08:10:00,12,184
08:20:00,113,556
08:30:00,24,1237
08:40:00,13,1428
08:50:00,115,1990
09:00:00,109,2415
09:10:00,0,3018
09:20:00,0,3751
09:30:00,0,3779
09:40:00,0,3889
09:50:00,6,3902
10:00:00,8,3915
10:10:00,0,3928
10:20:00,0,3928
10:30:00,0,3932
10:40:00,0,3947
10:50:00,0,3947
11:00:00,0,3947
11:10:00,0,3947
11:20:00,0,3947
11:30:00,0,3947
11:40:00,0,3955
11:50:00,0,3955
12:00:00,0,3955
12:10:00,0,3955
12:20:00,0,3955
12:30:00,0,3998
12:40:00,0,3998
12:50:00,0,3998
13:00:00,6,4004
13:10:00,0,4004
13:20:00,9,4204
13:30:00,117,4689
13:40:00,59,5215
13:50:00,114,5933
14:00:00,0,6295
14:10:00,114,6695
14:20:00,0,7288
14:30:00,104,7889
14:40:00,66,8779
14:50:00,0,9102
15:00:00,68,10072
15:10:00,0,10538
15:20:00,0,10631
15:30:00,104,11019
15:40:00,53,11891
15:50:00,0,11965
16:00:00,0,11965
16:10:00,0,11965
16:20:00,0,11965
16:30:00,0,12010
16:40:00,0,12022
16:50:00,0,12022
17:00:00,5,12036
17:10:00,0,12048
17:20:00,0,12056
17:30:00,102,12238
17:40:00,11,12862
17:50:00,50,12919
18:00:00,70,13826
18:10:00,70,14903
18:20:00,90,15143
18:30:00,84,15864
18:40:00,28,16218
18:50:00,35,16271
19:00:00,0,16271
19:10:00,0,16271
19:20:00,0,16361
19:30:00,0,16361
19:40:00,0,16391
19:50:00,7,16424
20:00:00,0,16501
20:10:00,0,16794
20:20:00,118,17070
20:30:00,72,17691
20:40:00,59,17949
20:50:00,33,18704
21:00:00,0,18760
21:10:00,0,18773
21:20:00,0,18793
21:30:00,0,18793
21:40:00,0,18798
21:50:00,0,18798
22:00:00,7,18899
22:10:00,61,19396
22:20:00,111,19841
22:30:00,37,20716
22:40:00,34,20913
22:50:00,13,21160
23:00:00,0,21224
23:10:00,0,21248
23:20:00,0,21270
23:30:00,0,21281
23:40:00,56,21498
23:50:00,101,22322
