time,heart,total
00:00:00,85,85
00:10:00,86,997
00:20:00,76,1782
00:30:00,111,2740
00:40:00,96,3717
00:50:00,70,4516
01:00:00,70,5225
01:10:00,71,5930
01:20:00,66,6623
01:30:00,70,7321
01:40:00,71,8051
01:50:00,69,8750
02:00:00,68,9444
02:10:00,72,10134
02:20:00,66,10829
02:30:00,76,11579
02:40:00,74,12342
02:50:00,70,13074
03:00:00,69,13791
03:10:00,72,14510
03:20:00,74,15244
03:30:00,71,15974
03:40:00,70,16720
03:50:00,70,17442
04:00:00,69,18168
04:10:00,75,18880
04:20:00,73,19626
04:30:00,71,20363
04:40:00,72,21077
04:50:00,71,21795
05:00:00,72,22513
05:10:00,72,23241
05:20:00,74,23974
05:30:00,82,24706
05:40:00,75,25432
05:50:00,77,26174
06:00:00,69,26907
06:10:00,82,27648
06:20:00,68,28455
06:30:00,74,29166
06:40:00,81,29923
06:50:00,82,30713
07:00:00,77,31486
07:10:00,86,32266
07:20:00,76,33024
07:30:00,80,33800
07:40:00,74,34528
07:50:00,74,35272
08:00:00,76,36035
08:10:00,74,36798
08:20:00,75,37553
08:30:00,77,38316
08:40:00,74,39087
08:50:00,88,39861
09:00:00,81,40644
09:10:00,101,41548
09:20:00,102,42602
09:30:00,90,43528
10:00:00,93,44496
10:10:00,90,45351
10:20:00,79,46286
10:30:00,77,47085
10:40:00,82,47916
10:50:00,91,48874
11:00:00,88,49812
11:10:00,112,50882
11:20:00,103,51909
11:30:00,88,52886
11:40:00,98,53881
11:50:00,96,54820
12:00:00,85,55715
12:10:00,89,56601
12:20:00,91,57520
12:30:00,77,58370
12:40:00,82,59158
12:50:00,100,60074
13:00:00,87,61048
13:10:00,84,61897
13:20:00,105,62855
13:30:00,79,63761
13:40:00,86,64585
13:50:00,88,65428
14:00:00,88,66302
14:10:00,89,67188
14:20:00,108,68138
14:30:00,90,69054
14:40:00,85,69932
14:50:00,91,70820
15:00:00,87,71676
15:10:00,101,72628
15:20:00,90,73522
15:30:00,84,74434
15:40:00,86,75303
15:50:00,85,76180
16:00:00,86,77022
16:10:00,83,77876
16:20:00,86,78718
16:30:00,81,79538
16:40:00,84,80362
16:50:00,84,81213
17:00:00,85,82080
17:10:00,83,82920
17:20:00,87,83766
17:30:00,75,84565
17:40:00,89,85405
17:50:00,105,86440
18:00:00,112,87440
18:10:00,116,88554
18:20:00,98,89638
18:30:00,108,90657
18:43:00,93,91741
18:53:00,104,92740
19:03:00,105,93750
19:13:00,97,94740
19:23:00,95,95784
19:33:00,86,96671
19:43:00,87,97517
19:53:00,87,98386
20:03:00,88,99281
20:15:00,89,100150
20:25:00,71,101021
20:35:00,87,101852
20:45:00,81,102740
20:55:00,95,103648
21:05:00,102,104611
21:15:00,99,105604
21:25:00,92,106546
21:35:00,88,107441
21:45:00,91,108357
21:56:00,113,109414
22:07:00,105,110482
22:17:00,84,111387
22:27:00,110,112383
22:37:00,95,113374
22:47:00,86,114329
22:57:00,83,115220
23:07:00,102,116152
23:17:00,84,117054
23:27:00,93,117958
23:37:00,98,118856
23:47:00,104,119914
23:57:00,90,120819
