time,heart,total
00:00:00,63,63
00:10:00,60,678
00:20:00,59,1280
00:30:00,58,1878
00:40:00,59,2471
00:50:00,58,3056
01:00:00,59,3672
01:10:00,61,4282
01:20:00,60,4876
01:30:00,69,5524
01:40:00,61,6146
01:50:00,60,6747
02:00:00,56,7343
02:10:00,59,7922
02:20:00,57,8489
02:30:00,59,9064
02:40:00,55,9644
02:50:00,56,10212
03:00:00,56,10780
03:10:00,59,11362
03:20:00,61,11969
03:30:00,58,12542
03:40:00,55,13126
03:50:00,58,13699
04:00:00,55,14270
04:10:00,56,14837
04:20:00,55,15394
04:30:00,54,15941
04:40:00,59,16488
04:50:00,58,17035
05:00:00,54,17595
05:10:00,53,18139
05:20:00,53,18674
05:30:00,56,19215
05:40:00,56,19784
05:50:00,59,20364
06:00:00,67,20958
06:10:00,56,21552
06:20:00,58,22136
06:30:00,55,22708
06:40:00,56,23268
06:50:00,56,23823
07:00:00,56,24371
07:10:00,57,24925
07:20:00,70,25508
07:39:00,84,26228
07:49:00,89,27031
07:59:00,78,27777
08:09:00,75,28490
08:19:00,90,29302
08:29:00,63,29964
08:39:00,64,30623
08:49:00,66,31288
08:59:00,74,31988
09:09:00,68,32664
09:19:00,104,33428
09:29:00,67,34399
09:39:00,72,35201
09:49:00,78,36142
09:59:00,76,36865
10:09:00,69,37654
10:19:00,63,38321
10:29:00,56,38966
10:39:00,65,39630
10:49:00,62,40254
10:59:00,66,40877
11:09:00,64,41535
11:19:00,59,42171
11:29:00,65,42821
11:39:00,72,43492
11:49:00,62,44138
11:59:00,59,44756
12:09:00,63,45373
12:19:00,65,45991
12:29:00,63,46613
12:39:00,62,47224
12:49:00,58,47844
12:59:00,59,48411
13:09:00,58,49025
13:19:00,66,49642
13:29:00,110,50562
13:39:00,54,51409
13:49:00,57,51976
13:59:00,94,52924
14:09:00,74,53739
14:19:00,108,54617
14:29:00,103,55598
14:39:00,66,56337
14:49:00,83,57075
15:56:00,94,58005
16:06:00,95,58937
16:16:00,84,59863
16:26:00,79,60671
16:36:00,78,61472
16:46:00,76,62243
16:56:00,76,63016
17:06:00,88,63849
17:16:00,84,64698
17:26:00,82,65580
17:36:00,89,66424
17:46:00,83,67285
17:56:00,75,68142
18:06:00,77,68907
18:16:00,72,69699
18:26:00,65,70436
18:36:00,63,71105
18:46:00,86,71870
18:56:00,72,72629
19:06:00,74,73365
19:16:00,85,74148
19:26:00,78,74933
19:36:00,77,75750
19:46:00,67,76438
19:56:00,73,77129
20:06:00,93,77886
20:16:00,81,78875
20:26:00,74,79663
20:36:00,101,80638
20:46:00,98,81548
20:56:00,98,82501
21:06:00,97,83379
21:17:00,86,84257
21:27:00,89,85057
21:37:00,81,85836
21:47:00,77,86599
21:57:00,75,87354
22:07:00,82,88168
22:17:00,71,88920
22:27:00,93,89768
22:37:00,89,90679
22:47:00,107,91581
22:57:00,78,92412
23:07:00,77,93231
23:17:00,81,94026
23:27:00,78,94782
23:37:00,80,95605
23:47:00,75,96388
23:57:00,70,97129
