time,heart,total
00:00:00,65,65
00:10:00,66,709
00:20:00,64,1353
00:30:00,63,2003
00:40:00,66,2635
00:50:00,62,3256
01:00:00,67,3922
01:10:00,62,4584
01:20:00,62,5201
01:30:00,63,5824
01:40:00,62,6432
01:50:00,62,7057
02:00:00,64,7690
02:10:00,57,8307
02:23:00,63,8924
02:36:00,59,9560
02:46:00,64,10184
02:56:00,66,10806
03:06:00,59,11412
03:16:00,56,12001
03:26:00,68,12599
03:36:00,59,13183
03:46:00,56,13784
03:56:00,62,14384
04:06:00,61,14999
04:16:00,60,15609
04:26:00,58,16212
04:36:00,57,16792
04:46:00,59,17388
04:56:00,62,17996
05:06:00,59,18591
05:16:00,60,19187
05:26:00,62,19793
05:36:00,60,20409
05:46:00,61,21017
05:56:00,62,21622
06:06:00,61,22220
06:16:00,62,22826
06:26:00,60,23427
06:36:00,63,24015
06:46:00,61,24613
06:56:00,60,25203
07:06:00,62,25833
07:16:00,59,26431
07:26:00,65,27097
07:54:00,111,27953
08:05:00,97,28937
08:15:00,85,29885
08:25:00,100,30885
08:35:00,77,31733
08:45:00,101,32619
08:55:00,79,33475
09:05:00,91,34414
09:15:00,67,35174
09:25:00,73,35896
09:35:00,73,36607
09:45:00,70,37325
09:55:00,71,38013
10:05:00,66,38681
10:15:00,66,39453
10:25:00,68,40095
10:36:00,67,41033
10:46:00,67,41669
10:56:00,66,42332
11:06:00,67,43001
11:16:00,69,43691
11:26:00,65,44338
11:36:00,59,44936
11:46:00,63,45542
11:56:00,78,46183
12:06:00,62,46834
12:16:00,59,47469
12:26:00,70,48107
12:36:00,79,48798
12:47:00,71,49655
12:57:00,78,50315
13:07:00,72,51049
13:17:00,69,51716
13:27:00,65,52398
13:37:00,67,53056
13:47:00,65,53748
13:57:00,109,54474
14:09:00,69,55170
14:19:00,73,55876
14:29:00,75,56567
14:39:00,68,57272
14:49:00,70,57974
14:59:00,65,58645
15:09:00,75,59306
15:19:00,123,60364
15:29:00,75,61264
15:39:00,78,62204
15:49:00,97,63002
15:59:00,83,63943
16:09:00,105,64948
16:19:00,93,65877
16:29:00,108,66904
16:39:00,95,67971
16:49:00,106,68933
16:59:00,111,69981
17:09:00,102,71021
17:19:00,88,72016
17:29:00,108,72966
17:39:00,98,74016
17:49:00,94,74973
17:59:00,97,76003
18:09:00,102,76993
18:19:00,109,78058
18:29:00,78,78981
18:39:00,70,79671
18:50:00,78,80463
19:00:00,85,81238
19:10:00,85,82206
19:20:00,91,83068
19:30:00,81,83955
19:40:00,89,84804
19:50:00,89,85676
20:00:00,80,86497
20:11:00,85,87359
20:21:00,79,88273
20:31:00,112,89201
20:42:00,79,90113
20:52:00,89,90926
21:02:00,86,91749
21:12:00,87,92549
21:22:00,98,93502
21:33:00,101,94523
21:43:00,106,95503
21:53:00,102,96529
22:03:00,99,97517
22:13:00,98,98536
22:23:00,76,99325
22:33:00,80,100099
22:43:00,83,100939
22:53:00,82,101779
23:03:00,102,102648
23:13:00,96,103660
23:23:00,95,104585
23:33:00,93,105564
23:43:00,71,106376
23:53:00,72,107084
