time,calories,total
00:00:00,1.1231000423431396,1.1231000423431396
00:10:00,1.1231000423431396,12.466410398483276
00:20:00,1.1231000423431396,23.697410821914673
00:30:00,1.1231000423431396,34.92841124534607
00:40:00,1.1231000423431396,46.159411668777466
00:50:00,1.1231000423431396,57.39041209220886
01:00:00,1.1231000423431396,68.62141251564026
01:10:00,1.1231000423431396,79.85241293907166
01:20:00,1.1231000423431396,91.19572329521179
01:30:00,1.1231000423431396,102.42672371864319
01:40:00,1.1231000423431396,113.65772414207458
01:50:00,1.1231000423431396,124.88872456550598
02:00:00,1.1231000423431396,136.11972498893738
02:10:00,1.1231000423431396,147.35072541236877
02:20:00,1.1231000423431396,158.6940357685089
02:30:00,1.1231000423431396,169.9250361919403
02:40:00,1.1231000423431396,181.1560366153717
02:50:00,1.1231000423431396,192.49934697151184
03:00:00,1.1231000423431396,203.95496726036072
03:10:00,1.1231000423431396,215.18596768379211
03:20:00,1.1231000423431396,226.4169681072235
03:30:00,1.1231000423431396,237.8725883960724
03:40:00,1.1231000423431396,249.32820868492126
03:50:00,1.1231000423431396,260.55920910835266
04:00:00,1.1231000423431396,271.79020953178406
04:10:00,1.1231000423431396,283.02120995521545
04:20:00,1.1231000423431396,294.25221037864685
04:30:00,1.1231000423431396,305.595520734787
04:40:00,1.1231000423431396,316.8265211582184
04:50:00,1.1231000423431396,328.0575215816498
05:00:00,1.1231000423431396,339.51314187049866
05:10:00,1.1231000423431396,350.74414229393005
05:20:00,1.1231000423431396,361.97514271736145
05:30:00,1.1231000423431396,373.20614314079285
05:40:00,1.1231000423431396,384.43714356422424
05:50:00,1.1231000423431396,395.66814398765564
06:00:00,1.1231000423431396,407.0114543437958
06:10:00,1.1231000423431396,418.3547646999359
06:20:00,1.23540997505188,429.69807505607605
06:30:00,1.1231000423431396,441.0413854122162
06:40:00,1.1231000423431396,452.3846957683563
06:50:00,1.1231000423431396,463.8403160572052
07:00:00,1.23540997505188,475.4082462787628
07:10:00,1.1231000423431396,486.75155663490295
07:20:00,1.23540997505188,498.0948669910431
07:30:00,1.46002995967865,512.0213069915771
07:40:00,1.1231000423431396,523.4769273996353
07:50:00,1.46002995967865,536.8418176174164
08:00:00,1.46002995967865,573.7918078899384
08:10:00,3.5939199924468994,600.7462077140808
08:20:00,6.963220119476318,648.365648150444
08:30:00,2.9200599193573,694.7496781349182
08:40:00,3.36929988861084,722.3779380321503
08:50:00,1.46002995967865,780.2175885438919
09:00:00,3.5939199924468994,801.668798327446
09:10:00,1.46002995967865,823.7938681840897
09:20:00,1.23540997505188,836.0356580018997
09:30:00,1.23540997505188,848.3897577524185
09:40:00,1.1231000423431396,861.866957783699
09:50:00,1.23540997505188,873.9964376688004
10:00:00,1.23540997505188,886.1259175539017
