time,steps,total
00:00:00,0,0
00:10:00,0,7
00:20:00,0,19
00:30:00,0,19
00:40:00,109,305
00:50:00,0,1228
01:00:00,8,1236
01:10:00,13,1304
01:20:00,0,1330
01:30:00,0,1429
01:40:00,0,1429
01:50:00,0,1522
02:00:00,8,1608
02:10:00,0,1823
02:20:00,0,2026
02:30:00,0,2057
02:40:00,66,2184
02:50:00,104,2542
03:00:00,108,3614
03:10:00,28,4543
03:20:00,0,4616
03:30:00,0,4616
03:40:00,0,4616
03:50:00,0,4616
04:00:00,0,4624
04:10:00,0,4624
04:20:00,0,4624
04:30:00,0,4624
04:40:00,0,4624
04:50:00,0,4624
05:00:00,0,4624
05:10:00,0,4624
05:20:00,0,4624
05:30:00,0,4693
05:40:00,0,4693
05:50:00,0,4693
06:00:00,0,4693
06:10:00,0,4693
06:20:00,0,4693
06:30:00,0,4693
06:40:00,0,4693
06:50:00,0,4693
07:00:00,0,4700
07:10:00,0,4700
07:20:00,0,4700
07:30:00,0,4700
07:40:00,0,4700
07:50:00,0,4700
08:00:00,0,4700
08:10:00,0,4705
08:20:00,0,4705
08:30:00,0,4705
08:40:00,0,4705
08:50:00,0,4705
09:00:00,0,4754
09:10:00,0,4754
09:20:00,0,4799
09:30:00,0,4820
09:40:00,0,4820
09:50:00,0,4826
10:00:00,23,5008
10:10:00,0,5087
10:20:00,0,5141
10:30:00,96,5367
10:40:00,1,6293
10:50:00,0,6809
11:00:00,0,6823
11:10:00,0,6823
11:20:00,0,6829
11:30:00,0,6829
11:40:00,9,7114
11:50:00,96,7879
12:00:00,0,8190
12:10:00,100,9134
12:20:00,89,9934
12:30:00,95,10886
12:40:00,53,11524
12:50:00,106,12360
13:00:00,24,12826
13:10:00,90,13611
13:20:00,99,14283
13:30:00,0,14402
13:40:00,0,14571
13:50:00,23,14809
14:00:00,40,14907
14:10:00,0,14916
14:20:00,0,14916
14:30:00,0,14916
14:40:00,0,14923
14:50:00,0,14938
15:00:00,0,14938
15:10:00,7,14964
15:20:00,0,14992
15:30:00,0,15004
15:40:00,0,15014
15:50:00,0,15014
16:00:00,0,15020
16:10:00,0,15028
16:20:00,0,15036
16:30:00,0,15036
16:40:00,0,15036
16:50:00,0,15098
17:00:00,60,15287
17:10:00,0,15287
17:20:00,0,15304
17:30:00,0,15304
17:40:00,0,15312
17:50:00,0,15312
18:00:00,0,15312
18:10:00,0,15312
18:20:00,0,15312
18:30:00,0,15312
18:40:00,0,15318
18:50:00,0,15364
19:00:00,0,15504
19:10:00,0,16079
19:20:00,8,16165
19:30:00,0,16208
19:40:00,0,16228
19:50:00,0,16247
20:00:00,0,16298
20:10:00,0,16314
20:20:00,0,16365
20:30:00,0,16365
20:40:00,0,16365
20:50:00,0,16373
21:00:00,0,16373
21:10:00,0,16373
21:20:00,0,16373
21:30:00,0,16373
21:40:00,0,16373
21:50:00,0,16389
22:00:00,23,16440
22:10:00,0,16469
22:20:00,0,16469
22:30:00,0,16469
22:40:00,0,16469
22:50:00,0,16469
23:00:00,0,16469
23:10:00,0,16469
23:20:00,0,16469
23:30:00,0,16469
23:40:00,0,16469
23:50:00,0,16469
