time,heart,total
00:00:00,96,96
00:10:00,118,1181
00:20:00,95,2261
00:30:00,120,3417
00:40:00,104,4448
00:50:00,101,5491
01:00:00,112,6559
01:11:00,109,7585
01:21:00,96,8522
01:31:00,117,9683
01:41:00,104,10770
01:51:00,117,11922
02:01:00,121,13123
02:11:00,122,14317
02:27:00,94,15396
02:44:00,90,16318
02:56:00,84,17199
03:06:00,79,18017
03:16:00,80,18818
03:26:00,105,19734
03:36:00,104,20696
03:46:00,75,21639
03:56:00,88,22493
04:06:00,62,23120
04:16:00,59,23741
04:26:00,65,24381
04:36:00,64,25023
04:46:00,67,25678
04:56:00,65,26339
05:06:00,65,26996
05:16:00,70,27677
05:26:00,77,28403
05:36:00,67,29084
05:46:00,68,29773
05:56:00,71,30468
06:06:00,69,31172
06:16:00,71,31885
06:26:00,73,32606
06:36:00,73,33345
06:46:00,68,34022
06:56:00,64,34676
07:06:00,80,35410
07:16:00,74,36175
07:26:00,62,36855
07:36:00,68,37597
07:46:00,76,38301
07:56:00,74,39050
08:06:00,71,39763
08:16:00,68,40468
08:26:00,69,41152
08:36:00,77,41842
08:46:00,75,42570
08:57:00,65,43268
09:07:00,92,44035
09:17:00,66,44733
09:27:00,69,45430
09:37:00,74,46153
09:47:00,72,46881
09:57:00,77,47614
10:07:00,68,48293
10:17:00,67,48980
10:27:00,66,49671
10:37:00,63,50339
11:09:00,95,51073
11:19:00,85,51923
11:29:00,103,52805
11:43:00,71,53941
11:53:00,75,54735
12:03:00,78,55482
12:13:00,93,56393
12:23:00,88,57309
12:33:00,80,58152
12:43:00,88,59066
12:53:00,77,59847
13:03:00,78,60681
13:13:00,93,61614
13:23:00,77,62444
13:33:00,102,63385
13:43:00,86,64333
13:54:00,101,65257
14:05:00,97,66187
14:15:00,67,67008
14:25:00,80,67776
14:35:00,65,68543
14:45:00,97,69379
14:55:00,108,70444
15:05:00,113,71609
15:15:00,97,72633
15:25:00,75,73437
15:35:00,105,74235
15:45:00,81,75177
15:55:00,75,75994
16:05:00,75,76806
16:15:00,103,77613
16:25:00,88,78577
16:36:00,101,79527
16:46:00,88,80450
16:56:00,81,81356
17:06:00,92,82289
17:16:00,81,83179
17:26:00,89,83990
17:36:00,106,84939
17:47:00,103,86019
17:57:00,86,86945
18:07:00,81,87738
18:17:00,88,88539
18:38:00,92,89436
18:48:00,83,90306
18:58:00,82,91080
19:08:00,91,91912
19:18:00,106,92875
19:28:00,81,93739
19:38:00,103,94754
19:48:00,105,95727
19:58:00,75,96662
20:08:00,67,97435
20:18:00,74,98134
20:28:00,75,98890
20:38:00,73,99646
20:48:00,73,100384
20:58:00,67,101132
21:08:00,74,101860
21:18:00,75,102627
21:28:00,77,103397
21:38:00,73,104117
21:48:00,101,104944
21:58:00,85,105895
22:08:00,112,106838
22:18:00,77,107745
22:28:00,83,108586
22:38:00,83,109420
22:48:00,102,110281
22:58:00,93,111211
23:11:00,99,112209
23:21:00,76,112939
23:31:00,81,113739
23:41:00,89,114574
23:51:00,68,115216
