time,elevation,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,0
01:00:00,0,0
01:10:00,0,0
01:20:00,0,0
01:30:00,0,0
01:40:00,0,0
01:50:00,0,0
02:00:00,0,0
02:10:00,0,0
02:20:00,0,0
02:30:00,0,0
02:40:00,0,0
02:50:00,0,0
03:00:00,0,0
03:10:00,0,0
03:20:00,0,0
03:30:00,0,0
03:40:00,0,0
03:50:00,0,0
04:00:00,0,0
04:10:00,0,0
04:20:00,0,0
04:30:00,0,0
04:40:00,0,0
04:50:00,0,0
05:00:00,0,0
05:10:00,0,0
05:20:00,0,0
05:30:00,0,0
05:40:00,0,0
05:50:00,0,0
06:00:00,0,0
06:10:00,0,0
06:20:00,0,0
06:30:00,0,0
06:40:00,0,0
06:50:00,0,0
07:00:00,0,0
07:10:00,0,0
07:20:00,0,0
07:30:00,0,0
07:40:00,0,0
07:50:00,0,0
08:00:00,0,20
08:10:00,0,20
08:20:00,0,20
08:30:00,0,20
08:40:00,0,20
08:50:00,0,30
09:00:00,0,30
09:10:00,0,30
09:20:00,80,170
09:30:00,10,390
09:40:00,10,590
09:50:00,0,620
10:00:00,0,660
10:10:00,10,770
10:20:00,0,780
10:30:00,10,890
10:40:00,0,1000
10:50:00,10,1010
11:00:00,0,1100
11:10:00,40,1160
11:20:00,10,1310
11:30:00,20,1330
11:40:00,0,1350
11:50:00,0,1430
12:00:00,0,1530
12:10:00,10,1710
12:20:00,0,1710
12:30:00,0,1710
12:40:00,0,1710
12:50:00,0,1830
13:00:00,0,1830
13:10:00,0,1950
13:20:00,50,2180
13:30:00,0,2270
13:40:00,0,2360
13:50:00,30,2510
14:00:00,0,2610
14:10:00,20,2680
14:20:00,0,2740
14:30:00,0,2770
14:40:00,0,2770
14:50:00,0,2770
15:00:00,0,2770
15:10:00,0,2770
15:20:00,0,2770
15:30:00,0,2770
15:40:00,0,2780
15:50:00,0,2780
16:00:00,0,2780
16:10:00,0,2780
16:20:00,0,2780
16:30:00,0,2780
16:40:00,0,2780
16:50:00,0,2780
17:00:00,0,2780
17:10:00,0,2780
17:20:00,0,2780
17:30:00,0,2780
17:40:00,0,2780
17:50:00,0,2780
18:00:00,0,2780
18:10:00,0,2780
18:20:00,0,2780
18:30:00,0,2780
18:40:00,0,2790
18:50:00,0,2790
19:00:00,0,2790
19:10:00,0,2790
19:20:00,0,2790
19:30:00,0,2790
19:40:00,0,2790
19:50:00,0,2790
20:00:00,0,2790
20:10:00,0,2790
20:20:00,0,2790
20:30:00,0,2790
20:40:00,0,2790
20:50:00,0,2790
21:00:00,0,2790
21:10:00,0,2790
21:20:00,0,2790
21:30:00,0,2790
21:40:00,0,2790
21:50:00,0,2800
22:00:00,0,2800
22:10:00,0,2800
22:20:00,0,2800
22:30:00,0,2800
22:40:00,0,2800
22:50:00,0,2800
23:00:00,0,2800
23:10:00,0,2810
23:20:00,0,2810
23:30:00,0,2820
23:40:00,0,2820
23:50:00,0,2820
