time,steps,total
00:00:00,0,0
00:10:00,0,17
00:20:00,0,17
00:30:00,0,17
00:40:00,0,17
00:50:00,0,17
01:00:00,0,17
01:10:00,0,17
01:20:00,0,17
01:30:00,0,17
01:40:00,0,17
01:50:00,0,17
02:00:00,0,17
02:10:00,0,17
02:20:00,0,17
02:30:00,0,17
02:40:00,0,17
02:50:00,0,17
03:00:00,0,17
03:10:00,0,17
03:20:00,0,17
03:30:00,0,17
03:40:00,0,17
03:50:00,0,17
04:00:00,0,17
04:10:00,0,17
04:20:00,0,17
04:30:00,0,17
04:40:00,0,17
04:50:00,0,17
05:00:00,0,17
05:10:00,0,17
05:20:00,0,17
05:30:00,0,17
05:40:00,0,17
05:50:00,0,17
06:00:00,0,17
06:10:00,0,26
06:20:00,0,26
06:30:00,0,26
06:40:00,0,26
06:50:00,0,26
07:00:00,0,26
07:10:00,0,26
07:20:00,0,38
07:30:00,0,38
07:40:00,0,38
07:50:00,0,38
08:00:00,0,38
08:10:00,0,78
08:20:00,0,98
08:30:00,7,129
08:40:00,9,187
08:50:00,13,239
09:00:00,0,333
09:10:00,0,530
09:20:00,24,590
09:30:00,52,1379
09:40:00,0,1861
09:50:00,116,2784
10:00:00,7,3144
10:10:00,113,3909
10:20:00,0,4297
10:30:00,0,4587
10:40:00,69,4711
10:50:00,25,4765
11:00:00,0,4769
11:10:00,0,4795
11:20:00,29,4996
11:30:00,0,5275
11:40:00,0,5298
11:50:00,0,5298
12:00:00,0,5576
12:10:00,10,5654
12:20:00,97,6434
12:30:00,0,7084
12:40:00,0,7153
12:50:00,0,7194
13:00:00,0,7203
13:10:00,0,7217
13:20:00,0,7217
13:30:00,0,7217
13:40:00,0,7217
13:50:00,0,7217
14:00:00,0,7217
14:10:00,0,7217
14:20:00,0,7225
14:30:00,64,7445
14:40:00,96,8486
14:50:00,0,9029
15:00:00,13,9184
15:10:00,49,9442
15:20:00,0,9605
15:30:00,0,9626
15:40:00,0,9626
15:50:00,16,9750
16:00:00,0,9908
16:10:00,105,10215
16:20:00,0,10484
16:30:00,27,10793
16:40:00,0,11150
16:50:00,8,11239
17:00:00,84,11632
17:10:00,0,11656
17:20:00,0,12274
17:30:00,0,12282
17:40:00,26,12308
17:50:00,68,12689
18:00:00,51,13562
18:10:00,0,13562
18:20:00,0,13562
18:30:00,0,13562
18:40:00,0,13562
18:50:00,0,13562
19:00:00,0,13568
19:10:00,0,13591
19:20:00,92,14311
19:30:00,63,15038
19:40:00,81,15689
19:50:00,115,16443
20:00:00,109,17466
20:10:00,110,18515
20:20:00,76,19258
20:30:00,85,19878
20:40:00,48,20344
20:50:00,21,20968
21:00:00,11,21689
21:10:00,0,21713
21:20:00,0,21713
21:30:00,113,22105
21:40:00,110,23155
21:50:00,98,24174
22:00:00,40,24637
22:10:00,108,24942
22:20:00,113,25947
22:30:00,0,26326
22:40:00,0,26332
22:50:00,67,26452
23:00:00,77,27553
23:10:00,0,28184
23:20:00,113,28807
23:30:00,0,28976
23:40:00,0,29011
23:50:00,0,29031
