time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,4,82
00:30:00,0,123
00:40:00,0,157
00:50:00,0,157
01:00:00,0,157
01:10:00,0,157
01:20:00,0,157
01:30:00,0,157
01:40:00,12,169
01:50:00,0,176
02:00:00,0,176
02:10:00,0,176
02:20:00,104,563
02:30:00,44,669
02:40:00,0,790
02:50:00,0,790
03:00:00,0,790
03:10:00,0,790
03:20:00,0,790
03:30:00,55,853
03:40:00,0,1046
03:50:00,4,1056
04:00:00,0,1086
04:10:00,0,1086
04:20:00,8,1101
04:30:00,0,1179
04:40:00,0,1179
04:50:00,0,1188
05:00:00,0,1279
05:10:00,0,1279
05:20:00,0,1279
05:30:00,0,1279
05:40:00,0,1279
05:50:00,0,1279
06:00:00,0,1279
06:10:00,0,1279
06:20:00,0,1279
06:30:00,0,1279
06:40:00,0,1279
06:50:00,0,1279
07:00:00,0,1279
07:10:00,0,1279
07:20:00,0,1279
07:30:00,0,1279
07:40:00,0,1279
07:50:00,0,1279
08:00:00,0,1279
08:10:00,0,1279
08:20:00,0,1279
08:30:00,0,1279
08:40:00,0,1279
08:50:00,0,1279
09:00:00,0,1279
09:10:00,0,1283
09:20:00,84,1566
09:30:00,0,1566
09:40:00,0,1566
09:50:00,0,1566
10:00:00,0,1566
10:10:00,44,1704
10:20:00,0,1716
10:30:00,0,1771
10:40:00,0,1818
10:50:00,2,2192
11:00:00,0,2192
11:10:00,0,2192
11:20:00,0,2192
11:30:00,0,2295
11:40:00,0,2302
11:50:00,0,2310
12:00:00,20,2420
12:10:00,0,2446
12:20:00,0,2450
12:30:00,8,2569
12:40:00,0,2569
12:50:00,57,2900
13:00:00,0,2906
13:10:00,0,2906
13:20:00,33,3032
13:30:00,0,3139
13:40:00,0,3139
13:50:00,0,3139
14:00:00,0,3139
14:10:00,0,3323
14:20:00,10,3397
14:30:00,0,3450
14:40:00,43,3493
14:50:00,0,3514
15:00:00,42,3556
15:10:00,0,3556
15:20:00,0,3571
15:30:00,0,3712
15:40:00,0,3861
15:50:00,37,4118
16:00:00,0,4118
16:10:00,11,4135
16:20:00,93,4377
16:30:00,12,5008
16:40:00,110,5788
16:50:00,0,5898
17:00:00,20,6052
17:10:00,0,6062
17:20:00,0,6127
17:30:00,0,6133
17:40:00,0,6186
17:50:00,54,6261
18:00:00,9,6611
18:10:00,0,6703
18:20:00,35,6855
18:30:00,0,7034
18:40:00,0,7034
18:50:00,0,7034
19:00:00,0,7034
19:10:00,0,7049
19:20:00,0,7049
19:30:00,0,7049
19:40:00,0,7049
19:50:00,0,7283
20:00:00,0,7283
20:10:00,0,7283
20:20:00,0,7283
20:30:00,0,7283
20:40:00,0,7283
20:50:00,7,7290
21:00:00,0,7290
21:10:00,0,7290
21:20:00,0,7290
21:30:00,0,7290
21:40:00,0,7290
21:50:00,0,7290
22:00:00,0,7290
22:10:00,0,7290
22:20:00,0,7290
22:30:00,0,7290
22:40:00,0,7290
22:50:00,0,7290
23:00:00,0,7290
23:10:00,0,7290
23:20:00,0,7290
23:30:00,0,7290
23:40:00,0,7290
23:50:00,0,7290
