time,heart,total
00:00:00,67,67
00:10:00,61,743
00:20:00,61,1375
00:30:00,67,2015
00:40:00,71,2661
00:50:00,61,3430
01:00:00,60,4026
01:10:00,58,4615
01:20:00,60,5208
01:30:00,61,5814
01:40:00,59,6428
01:50:00,69,7052
02:00:00,66,7737
02:10:00,65,8403
02:20:00,63,9032
02:30:00,60,9631
02:40:00,59,10234
02:50:00,59,10822
03:00:00,59,11397
03:10:00,57,11978
03:20:00,57,12550
03:30:00,56,13144
03:40:00,58,13734
03:50:00,58,14309
04:00:00,57,14895
04:10:00,60,15476
04:20:00,56,16050
04:30:00,57,16632
04:40:00,57,17205
04:50:00,61,17795
05:00:00,61,18395
05:10:00,58,19005
05:20:00,59,19578
05:30:00,58,20146
05:40:00,59,20715
05:50:00,55,21273
06:00:00,56,21833
06:10:00,57,22405
06:20:00,57,22980
06:30:00,58,23554
06:40:00,59,24131
06:50:00,58,24729
07:00:00,57,25312
07:10:00,61,25896
07:20:00,55,26456
07:30:00,62,27036
07:40:00,55,27587
07:50:00,59,28159
08:00:00,67,28876
08:10:00,106,29772
08:21:00,120,30733
08:31:00,78,31725
08:41:00,74,32530
08:51:00,65,33465
09:01:00,73,34156
09:11:00,72,34866
09:21:00,65,35626
09:31:00,66,36337
09:41:00,66,37031
09:51:00,66,37702
10:01:00,71,38368
10:11:00,75,39041
10:21:00,57,39772
10:31:00,66,40455
10:41:00,72,41115
10:51:00,63,41790
11:01:00,54,42392
11:11:00,66,43019
11:21:00,63,43637
11:31:00,65,44272
11:41:00,63,44887
11:51:00,59,45498
12:01:00,61,46096
12:11:00,61,46716
12:21:00,59,47364
12:31:00,62,47946
12:41:00,61,48552
12:51:00,56,49121
13:01:00,62,49709
13:11:00,58,50300
13:21:00,59,50889
13:31:00,60,51481
13:41:00,63,52225
13:51:00,59,52839
14:01:00,60,53437
14:11:00,102,54287
14:21:00,63,55228
14:31:00,80,55869
14:42:00,72,56661
14:52:00,65,57370
15:02:00,79,58082
15:12:00,101,59111
15:22:00,66,59900
15:32:00,96,60890
15:42:00,72,61670
15:52:00,98,62543
16:02:00,61,63298
16:12:00,61,63924
16:22:00,64,64569
16:32:00,68,65220
16:42:00,75,66037
16:52:00,66,66740
17:02:00,85,67438
17:12:00,72,68312
17:22:00,62,68944
17:32:00,59,69550
17:42:00,76,70170
17:52:00,76,70908
18:02:00,66,71562
18:12:00,114,72397
18:22:00,84,73459
18:32:00,75,74245
19:11:00,95,75067
19:21:00,111,76022
19:31:00,66,76803
19:41:00,66,77434
19:51:00,63,78089
20:01:00,78,78770
20:11:00,83,79586
20:21:00,70,80360
20:31:00,89,81102
20:41:00,68,81857
20:51:00,73,82525
21:01:00,64,83402
21:11:00,74,84101
21:21:00,93,84935
21:31:00,71,85683
21:41:00,63,86326
21:51:00,94,87097
22:01:00,74,87906
22:11:00,95,88683
22:21:00,75,89474
22:31:00,81,90278
22:41:00,76,91049
22:51:00,105,91936
23:01:00,96,92977
23:11:00,69,93787
23:21:00,65,94502
23:31:00,80,95210
23:41:00,64,96064
23:51:00,63,96719
