time,heart,total
00:00:00,73,73
00:10:00,80,827
00:20:00,75,1604
00:30:00,77,2357
00:40:00,75,3127
00:50:00,73,3881
01:00:00,76,4651
01:10:00,80,5413
01:21:00,102,6349
01:31:00,93,7286
01:41:00,65,8072
01:51:00,61,8703
02:01:00,65,9336
02:11:00,66,9979
02:21:00,65,10637
02:31:00,66,11292
02:41:00,72,11956
02:51:00,65,12682
03:01:00,71,13373
03:11:00,71,14086
03:21:00,72,14813
03:31:00,70,15547
03:41:00,76,16283
03:51:00,75,17031
04:01:00,72,17772
04:11:00,67,18480
04:29:00,83,19172
04:39:00,72,19888
04:49:00,72,20621
04:59:00,84,21365
05:09:00,73,22155
05:19:00,76,22902
05:29:00,70,23635
05:39:00,70,24345
05:49:00,82,25049
05:59:00,70,25739
06:09:00,67,26455
06:19:00,72,27122
06:29:00,67,27776
06:39:00,63,28434
06:49:00,65,29077
06:59:00,69,29738
07:09:00,66,30425
07:19:00,59,31057
07:29:00,65,31725
07:39:00,68,32390
07:49:00,67,33085
07:59:00,67,33804
08:09:00,74,34480
08:19:00,63,35154
08:29:00,64,35795
08:39:00,62,36431
08:49:00,62,37104
08:59:00,63,37736
09:09:00,78,38437
09:19:00,77,39225
09:29:00,100,40136
09:39:00,85,41032
09:49:00,108,42012
09:59:00,114,43147
10:09:00,105,44233
10:19:00,94,45246
10:30:00,93,46229
10:42:00,98,47282
10:52:00,93,48289
11:02:00,105,49282
11:14:00,91,50263
11:24:00,88,51159
11:35:00,96,52148
11:45:00,98,53016
11:57:00,118,54058
12:07:00,100,55088
12:17:00,116,56240
12:29:00,104,57381
12:39:00,130,58500
12:49:00,103,59609
12:59:00,82,60507
13:12:00,99,61440
13:22:00,96,62443
13:32:00,115,63455
13:42:00,106,64378
13:52:00,119,65536
14:02:00,125,66726
14:12:00,141,68066
14:22:00,89,69232
14:32:00,101,70162
14:42:00,79,71139
14:52:00,89,72062
15:02:00,124,73129
15:12:00,113,74247
15:22:00,106,75268
15:32:00,116,76207
15:42:00,108,77226
15:52:00,111,78283
16:02:00,93,79231
16:12:00,113,80212
16:23:00,118,81397
16:33:00,86,82372
16:43:00,66,83167
16:53:00,76,83856
17:03:00,106,84888
17:13:00,103,86009
17:23:00,90,86988
17:33:00,71,87808
18:13:00,100,88786
18:23:00,98,89835
18:33:00,82,90778
18:43:00,102,91755
18:53:00,96,92747
19:03:00,91,93716
19:13:00,93,94695
19:23:00,94,95642
19:33:00,96,96586
19:43:00,91,97541
19:53:00,111,98501
20:03:00,95,99547
20:13:00,105,100543
20:23:00,71,101500
20:33:00,104,102298
20:43:00,102,103339
20:53:00,101,104259
21:03:00,94,105269
21:13:00,79,106112
21:23:00,83,107126
21:33:00,94,107910
21:46:00,98,108813
21:56:00,95,109838
22:06:00,103,110863
22:16:00,92,111843
22:26:00,102,112854
22:36:00,88,113730
22:46:00,100,114703
22:56:00,107,115686
23:06:00,99,116750
23:17:00,110,117745
23:27:00,88,118871
23:37:00,100,119941
23:47:00,76,120714
23:57:00,111,121818
