time,heart,total
00:00:00,116,116
00:10:00,105,1139
00:20:00,91,2176
00:30:00,104,3201
00:40:00,97,4256
00:50:00,114,5275
01:00:00,108,6319
01:10:00,81,7154
01:20:00,82,7961
01:30:00,77,8766
01:40:00,78,9563
01:50:00,78,10346
02:00:00,75,11114
02:10:00,88,11880
02:20:00,76,12641
02:30:00,79,13462
02:40:00,77,14250
02:50:00,72,15016
03:00:00,76,15756
03:10:00,77,16524
03:20:00,78,17296
03:30:00,85,18091
03:40:00,79,18869
03:50:00,87,19672
04:00:00,82,20481
04:10:00,85,21311
04:20:00,82,22142
04:30:00,81,23029
04:40:00,83,23852
04:50:00,81,24674
05:00:00,83,25497
05:10:00,82,26323
05:20:00,84,27151
05:30:00,83,28054
05:40:00,89,28915
05:50:00,87,29799
06:00:00,81,30643
06:10:00,84,31492
06:20:00,86,32340
06:30:00,88,33215
06:40:00,80,34067
06:50:00,83,34886
07:00:00,82,35760
07:10:00,87,36602
07:20:00,82,37441
07:30:00,85,38290
07:40:00,85,39149
07:50:00,80,40002
08:00:00,81,40864
08:10:00,86,41706
08:20:00,85,42560
08:30:00,78,43389
08:41:00,97,44288
08:53:00,83,45157
09:03:00,81,45963
09:13:00,105,46847
09:23:00,83,47710
09:33:00,86,48542
09:43:00,104,49446
09:53:00,99,50386
10:03:00,90,51317
10:13:00,90,52215
10:23:00,92,53081
10:33:00,80,53979
10:45:00,89,54898
11:26:00,95,55749
11:36:00,84,56708
11:46:00,91,57590
11:56:00,95,58542
12:06:00,105,59483
12:16:00,104,60556
12:26:00,93,61532
12:36:00,105,62519
12:46:00,91,63537
12:56:00,99,64492
13:06:00,94,65437
13:16:00,93,66374
13:26:00,93,67352
13:36:00,91,68302
13:46:00,91,69224
13:56:00,85,70081
14:06:00,85,70922
14:16:00,90,71807
14:26:00,85,72695
14:36:00,86,73580
14:46:00,91,74469
14:56:00,79,75336
15:08:00,98,76428
15:18:00,83,77284
15:28:00,88,78148
15:38:00,77,78968
15:48:00,83,79790
15:58:00,91,80683
16:08:00,73,81501
16:18:00,69,82213
16:28:00,73,82953
16:38:00,69,83730
16:48:00,74,84495
16:58:00,79,85297
17:08:00,91,86160
17:18:00,99,86994
17:28:00,103,87967
17:38:00,76,88856
17:48:00,84,89710
17:58:00,93,90595
18:09:00,103,91572
18:19:00,95,92496
18:29:00,69,93390
18:39:00,91,94291
18:49:00,91,95183
18:59:00,88,96088
19:09:00,83,96952
19:19:00,84,97777
19:29:00,88,98636
19:39:00,79,99445
19:49:00,97,100363
20:00:00,100,101365
20:12:00,101,102349
20:23:00,102,103379
20:33:00,94,104265
20:43:00,93,105172
20:53:00,110,106123
21:03:00,118,107275
21:13:00,102,108311
21:23:00,114,109400
21:33:00,102,110448
21:43:00,97,111318
21:53:00,89,112407
22:03:00,91,113283
22:13:00,83,114114
22:23:00,93,114916
22:33:00,107,115918
22:43:00,107,116980
22:53:00,83,117888
23:03:00,92,118729
23:13:00,81,119679
23:23:00,99,120682
23:33:00,99,121765
23:44:00,75,122631
23:54:00,90,123505
