time,steps,total
00:00:00,55,55
00:10:00,39,227
00:20:00,0,285
00:30:00,1,345
00:40:00,0,345
00:50:00,0,345
01:00:00,0,345
01:10:00,0,345
01:20:00,0,345
01:30:00,0,345
01:40:00,0,345
01:50:00,0,345
02:00:00,0,345
02:10:00,0,345
02:20:00,0,345
02:30:00,0,345
02:40:00,0,345
02:50:00,0,345
03:00:00,0,345
03:10:00,0,345
03:20:00,0,345
03:30:00,0,345
03:40:00,0,345
03:50:00,0,345
04:00:00,0,345
04:10:00,0,345
04:20:00,0,345
04:30:00,0,345
04:40:00,0,345
04:50:00,0,345
05:00:00,0,357
05:10:00,0,357
05:20:00,0,357
05:30:00,0,357
05:40:00,0,357
05:50:00,0,370
06:00:00,0,370
06:10:00,0,370
06:20:00,0,370
06:30:00,0,370
06:40:00,0,370
06:50:00,0,370
07:00:00,0,370
07:10:00,0,370
07:20:00,0,370
07:30:00,0,370
07:40:00,0,370
07:50:00,0,370
08:00:00,0,370
08:10:00,24,428
08:20:00,0,475
08:30:00,11,486
08:40:00,0,486
08:50:00,0,486
09:00:00,0,486
09:10:00,0,486
09:20:00,0,486
09:30:00,0,486
09:40:00,0,486
09:50:00,0,494
10:00:00,22,532
10:10:00,0,580
10:20:00,0,589
10:30:00,9,607
10:40:00,0,637
10:50:00,0,637
11:00:00,0,637
11:10:00,0,637
11:20:00,0,637
11:30:00,30,708
11:40:00,41,809
11:50:00,0,896
12:00:00,0,1013
12:10:00,0,1013
12:20:00,0,1024
12:30:00,46,1141
12:40:00,111,2541
12:50:00,104,3616
13:00:00,155,4844
13:10:00,113,6322
13:20:00,111,7595
13:30:00,116,8961
13:40:00,116,10081
13:50:00,107,11195
14:00:00,110,12408
14:10:00,156,13591
14:20:00,116,14851
14:30:00,114,16039
14:40:00,115,17173
14:50:00,117,18323
15:00:00,114,19562
15:10:00,23,20415
15:20:00,0,20510
15:30:00,0,20516
15:40:00,0,20602
15:50:00,0,20654
16:00:00,0,20654
16:10:00,21,20737
16:20:00,0,20758
16:30:00,0,20758
16:40:00,0,20758
16:50:00,0,20758
17:00:00,0,20758
17:10:00,0,20758
17:20:00,0,20758
17:30:00,0,20758
17:40:00,0,20758
17:50:00,0,20758
18:00:00,0,20758
18:10:00,0,20758
18:20:00,0,20758
18:30:00,0,20758
18:40:00,0,20758
18:50:00,0,20758
19:00:00,0,20758
19:10:00,0,20758
19:20:00,0,20758
19:30:00,0,20758
19:40:00,0,20758
19:50:00,0,20758
20:00:00,0,20758
20:10:00,0,20758
20:20:00,0,20758
20:30:00,0,20758
20:40:00,0,20758
20:50:00,0,20758
21:00:00,0,20758
21:10:00,0,20758
21:20:00,0,20758
21:30:00,0,20758
21:40:00,0,20758
21:50:00,0,20758
22:00:00,0,20758
22:10:00,0,20758
22:20:00,0,20758
22:30:00,0,20758
22:40:00,0,20758
22:50:00,0,20758
23:00:00,0,20758
23:10:00,0,20758
23:20:00,0,20758
23:30:00,0,20758
23:40:00,0,20758
23:50:00,0,20758
