time,heart,total
00:00:00,76,76
00:10:00,87,832
00:20:00,97,1698
00:30:00,104,2703
00:44:00,76,3642
00:54:00,67,4347
01:04:00,61,4982
01:14:00,65,5608
01:24:00,65,6258
01:34:00,61,7009
01:44:00,60,7617
01:54:00,59,8201
02:04:00,61,8790
02:14:00,58,9395
02:24:00,59,10003
02:34:00,60,10602
02:44:00,69,11272
02:54:00,65,11960
03:04:00,60,12601
03:14:00,66,13238
03:24:00,60,13849
03:34:00,55,14442
03:44:00,57,15015
03:54:00,61,15604
04:04:00,59,16193
04:14:00,56,16806
04:24:00,57,17397
04:34:00,59,17983
04:50:00,58,18560
05:00:00,59,19156
05:10:00,59,19754
05:20:00,69,20367
05:30:00,55,20938
05:40:00,57,21496
05:50:00,59,22095
06:00:00,73,22707
06:10:00,68,23333
06:20:00,56,23927
06:30:00,61,24526
06:40:00,57,25099
06:50:00,57,25658
07:00:00,56,26205
07:10:00,54,26733
07:20:00,53,27265
07:30:00,54,27805
07:40:00,54,28340
07:50:00,53,28904
08:00:00,58,29462
08:10:00,53,30032
08:20:00,55,30607
08:30:00,60,31153
08:40:00,56,31729
08:50:00,60,32290
09:00:00,62,32897
09:10:00,73,33647
09:21:00,74,34373
09:31:00,68,35166
09:41:00,80,35878
09:51:00,100,36795
10:01:00,102,37840
10:11:00,81,38694
10:21:00,82,39527
10:33:00,81,40413
10:43:00,72,41275
10:53:00,79,42037
11:03:00,69,42779
11:13:00,71,43470
11:23:00,85,44247
11:33:00,68,45109
11:43:00,91,45837
11:53:00,70,46561
12:03:00,64,47259
12:13:00,94,47942
12:23:00,57,48516
12:33:00,63,49110
12:43:00,68,49725
12:53:00,60,50352
13:03:00,62,50970
13:13:00,60,51599
13:23:00,109,52355
13:33:00,95,53445
13:43:00,73,54301
13:53:00,67,54985
14:03:00,62,55652
14:13:00,59,56321
14:23:00,62,56940
14:33:00,74,57607
14:43:00,70,58280
14:53:00,65,58963
15:05:00,72,59722
15:15:00,70,60418
15:25:00,72,61131
15:35:00,73,61846
15:45:00,87,62596
15:55:00,70,63288
16:05:00,106,64262
16:15:00,110,65217
16:25:00,90,66176
16:35:00,101,67156
16:45:00,106,68239
16:55:00,101,69125
17:05:00,95,70076
17:15:00,93,71051
17:25:00,82,71881
17:35:00,109,72844
17:45:00,105,73861
17:55:00,73,74728
18:05:00,63,75397
18:15:00,69,76071
18:25:00,70,76764
18:35:00,73,77472
18:45:00,87,78215
18:55:00,84,79083
19:05:00,66,79776
19:15:00,76,80457
19:25:00,79,81212
19:35:00,88,82154
19:46:00,71,83020
19:56:00,74,83746
20:06:00,80,84473
20:16:00,96,85382
20:26:00,76,86189
20:36:00,84,87000
20:46:00,82,87831
20:56:00,89,88680
21:06:00,80,89524
21:16:00,84,90382
21:26:00,75,91193
21:36:00,76,91963
21:46:00,95,92822
21:56:00,99,93732
22:06:00,79,94594
22:16:00,81,95438
22:26:00,82,96266
22:36:00,83,97085
22:46:00,89,97925
22:56:00,78,98706
23:06:00,82,99531
23:16:00,84,100400
23:26:00,93,101326
23:36:00,66,102142
23:46:00,69,102829
23:56:00,69,103524
