time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,0
01:00:00,0,0
01:10:00,0,0
01:20:00,0,0
01:30:00,0,0
01:40:00,0,0
01:50:00,0,0
02:00:00,0,0
02:10:00,0,0
02:20:00,0,0
02:30:00,0,0
02:40:00,0,0
02:50:00,0,0
03:00:00,0,0
03:10:00,0,0
03:20:00,0,0
03:30:00,0,0
03:40:00,0,0
03:50:00,0,0
04:00:00,0,0
04:10:00,0,0
04:20:00,0,0
04:30:00,0,0
04:40:00,0,0
04:50:00,0,0
05:00:00,0,0
05:10:00,0,0
05:20:00,0,0
05:30:00,0,0
05:40:00,0,0
05:50:00,0,0
06:00:00,0,0
06:10:00,0,0
06:20:00,0,0
06:30:00,0,0
06:40:00,0,0
06:50:00,0,0
07:00:00,0,0
07:10:00,0,0
07:20:00,0,0
07:30:00,0,0
07:40:00,0,0
07:50:00,0,0
08:00:00,9,59
08:10:00,0,59
08:20:00,0,59
08:30:00,0,59
08:40:00,7,92
08:50:00,0,139
09:00:00,0,139
09:10:00,0,139
09:20:00,8,215
09:30:00,0,370
09:40:00,87,668
09:50:00,0,1205
10:00:00,0,1205
10:10:00,0,1223
10:20:00,0,1223
10:30:00,76,1620
10:40:00,0,2027
10:50:00,0,2162
11:00:00,0,2162
11:10:00,0,2215
11:20:00,0,2235
11:30:00,0,2235
11:40:00,0,2248
11:50:00,0,2248
12:00:00,0,2262
12:10:00,0,2291
12:20:00,0,2339
12:30:00,0,2361
12:40:00,0,2361
12:50:00,0,2361
13:00:00,0,2361
13:10:00,0,2361
13:20:00,0,2361
13:30:00,0,2361
13:40:00,0,2367
13:50:00,0,2367
14:00:00,0,2367
14:10:00,0,2382
14:20:00,0,2469
14:30:00,0,2490
14:40:00,0,2490
14:50:00,0,2557
15:00:00,0,2557
15:10:00,0,2600
15:20:00,0,2634
15:30:00,0,2634
15:40:00,0,2634
15:50:00,0,2634
16:00:00,0,2634
16:10:00,9,2685
16:20:00,0,2719
16:30:00,0,2719
16:40:00,0,2719
16:50:00,0,2719
17:00:00,14,2758
17:10:00,55,3401
17:20:00,97,3938
17:30:00,79,4824
17:40:00,72,5697
17:50:00,30,6467
18:00:00,0,6650
18:10:00,7,6690
18:20:00,29,7054
18:30:00,97,7596
18:40:00,0,7667
18:50:00,4,8060
19:00:00,0,8226
19:10:00,7,8300
19:20:00,4,8448
19:30:00,10,8458
19:40:00,0,8617
19:50:00,51,9014
20:00:00,0,9242
20:10:00,20,9262
20:20:00,0,9313
20:30:00,27,9417
20:40:00,45,10199
20:50:00,0,10475
21:00:00,0,10720
21:10:00,0,10762
21:20:00,37,11273
21:30:00,93,11692
21:40:00,81,12482
21:50:00,50,13353
22:00:00,23,13764
22:10:00,0,13807
22:20:00,0,13829
22:30:00,0,13895
22:40:00,0,13910
22:50:00,0,13910
23:00:00,0,13934
23:10:00,0,14002
23:20:00,16,14033
23:30:00,107,14337
23:40:00,0,15126
23:50:00,99,15383
