time,heart,total
08:09:00,107,107
08:19:00,108,1039
08:29:00,67,1946
08:39:00,69,2738
08:49:00,95,3664
08:59:00,74,4477
09:09:00,72,5210
09:19:00,77,5984
09:29:00,82,6772
09:39:00,85,7590
09:49:00,77,8393
09:59:00,79,9168
10:09:00,74,9919
10:19:00,74,10670
10:29:00,74,11399
10:39:00,74,12123
10:49:00,73,12837
10:59:00,69,13568
11:09:00,67,14265
11:19:00,74,14955
11:29:00,108,15777
11:39:00,92,16746
11:49:00,82,17608
11:59:00,85,18528
12:09:00,102,19469
12:19:00,65,20258
12:29:00,62,20891
12:39:00,80,21668
12:49:00,69,22503
12:59:00,73,23320
13:09:00,96,24207
13:19:00,73,24956
13:29:00,102,25780
13:39:00,86,26724
13:49:00,69,27600
13:59:00,77,28303
14:09:00,77,29081
14:19:00,99,30074
14:29:00,82,30811
14:39:00,61,31456
14:49:00,65,32082
14:59:00,64,32719
15:09:00,63,33401
15:19:00,61,34021
15:29:00,63,34660
15:39:00,63,35290
15:49:00,95,36082
15:59:00,71,36957
16:09:00,62,37635
16:19:00,64,38269
16:29:00,66,38917
16:39:00,62,39551
16:49:00,101,40451
16:59:00,115,41506
17:10:00,80,42362
17:20:00,74,43203
17:30:00,77,43956
17:40:00,73,44674
17:50:00,104,45634
18:00:00,78,46450
18:11:00,57,47298
18:21:00,96,48052
18:32:00,101,49071
18:42:00,90,50073
18:52:00,77,50955
19:02:00,106,51865
19:12:00,71,52715
19:22:00,77,53444
19:32:00,79,54213
19:42:00,73,54965
19:52:00,92,55821
20:04:00,103,56795
20:14:00,92,57762
20:24:00,87,58625
20:35:00,92,59530
20:45:00,79,60371
20:55:00,96,61299
21:05:00,96,62210
21:15:00,86,63095
21:25:00,77,63936
21:35:00,90,64744
21:45:00,84,65594
21:55:00,80,66415
22:05:00,88,67244
22:15:00,80,68085
22:25:00,84,68933
22:35:00,102,69801
22:45:00,87,70709
23:31:00,89,71537
