time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,0
01:00:00,0,0
01:10:00,0,0
01:20:00,0,0
01:30:00,0,0
01:40:00,0,0
01:50:00,0,0
02:00:00,0,0
02:10:00,0,0
02:20:00,0,0
02:30:00,0,0
02:40:00,0,0
02:50:00,0,0
03:00:00,0,0
03:10:00,0,0
03:20:00,0,0
03:30:00,0,0
03:40:00,0,0
03:50:00,0,0
04:00:00,0,0
04:10:00,0,0
04:20:00,0,0
04:30:00,0,0
04:40:00,0,0
04:50:00,0,0
05:00:00,0,0
05:10:00,0,0
05:20:00,0,0
05:30:00,0,0
05:40:00,0,0
05:50:00,0,0
06:00:00,0,0
06:10:00,0,0
06:20:00,0,0
06:30:00,0,0
06:40:00,0,0
06:50:00,0,0
07:00:00,0,0
07:10:00,0,0
07:20:00,0,0
07:30:00,0,0
07:40:00,0,0
07:50:00,0,0
08:00:00,56,66
08:10:00,19,158
08:20:00,0,171
08:30:00,18,223
08:40:00,0,223
08:50:00,0,223
09:00:00,0,248
09:10:00,0,270
09:20:00,0,304
09:30:00,0,304
09:40:00,28,387
09:50:00,0,434
10:00:00,0,459
10:10:00,31,490
10:20:00,0,515
10:30:00,0,531
10:40:00,18,567
10:50:00,0,686
11:00:00,0,699
11:10:00,0,699
11:20:00,0,699
11:30:00,39,765
11:40:00,0,869
11:50:00,0,869
12:00:00,0,869
12:10:00,0,952
12:20:00,53,1074
12:30:00,0,1086
12:40:00,0,1086
12:50:00,9,1123
13:00:00,0,1231
13:10:00,0,1239
13:20:00,0,1239
13:30:00,0,1294
13:40:00,0,1294
13:50:00,25,1643
14:00:00,0,1909
14:10:00,0,1909
14:20:00,0,1949
14:30:00,25,1992
14:40:00,0,1992
14:50:00,0,1992
15:00:00,0,2054
15:10:00,50,2232
15:20:00,0,2416
15:30:00,0,2480
15:40:00,0,2674
15:50:00,0,2754
16:00:00,98,3092
16:10:00,111,4044
16:20:00,115,5080
16:30:00,8,5678
16:40:00,0,5864
16:50:00,0,5864
17:00:00,0,5870
17:10:00,0,5870
17:20:00,0,5924
17:30:00,0,5924
17:40:00,0,5924
17:50:00,0,5924
18:00:00,0,5924
18:10:00,0,5924
18:20:00,0,5924
18:30:00,0,5924
18:40:00,0,5924
18:50:00,0,5924
19:00:00,0,5924
19:10:00,0,5924
19:20:00,11,6022
19:30:00,0,6121
19:40:00,0,6121
19:50:00,46,6270
20:00:00,28,6481
20:10:00,0,6497
20:20:00,0,6497
20:30:00,0,6503
20:40:00,0,6503
20:50:00,0,6503
21:00:00,0,6503
21:10:00,0,6528
21:20:00,0,6528
21:30:00,0,6528
21:40:00,8,6536
21:50:00,0,6536
22:00:00,0,6536
22:10:00,0,6536
22:20:00,0,6536
22:30:00,0,6536
22:40:00,0,6536
22:50:00,0,6536
23:00:00,0,6536
23:10:00,0,6536
23:20:00,0,6536
23:30:00,0,6536
23:40:00,0,6536
23:50:00,0,6536
