time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,0
01:00:00,0,0
01:10:00,0,0
01:20:00,0,0
01:30:00,0,0
01:40:00,0,0
01:50:00,0,0
02:00:00,0,0
02:10:00,0,0
02:20:00,0,0
02:30:00,0,0
02:40:00,0,0
02:50:00,0,0
03:00:00,0,0
03:10:00,0,0
03:20:00,0,0
03:30:00,0,0
03:40:00,0,0
03:50:00,0,0
04:00:00,0,0
04:10:00,0,0
04:20:00,0,0
04:30:00,0,0
04:40:00,0,0
04:50:00,0,0
05:00:00,0,0
05:10:00,0,0
05:20:00,0,0
05:30:00,0,0
05:40:00,0,0
05:50:00,0,0
06:00:00,0,0
06:10:00,0,0
06:20:00,0,0
06:30:00,0,0
06:40:00,0,0
06:50:00,0,0
07:00:00,0,0
07:10:00,0,0
07:20:00,0,0
07:30:00,0,0
07:40:00,0,0
07:50:00,0,0
08:00:00,0,0
08:10:00,0,0
08:20:00,0,0
08:30:00,0,0
08:40:00,0,0
08:50:00,0,107
09:00:00,0,180
09:10:00,0,180
09:20:00,0,180
09:30:00,0,212
09:40:00,0,276
09:50:00,0,285
10:00:00,103,599
10:10:00,6,1477
10:20:00,12,1727
10:30:00,109,2305
10:40:00,0,2677
10:50:00,111,3190
11:00:00,99,4087
11:10:00,0,4715
11:20:00,0,4715
11:30:00,0,4715
11:40:00,0,4719
11:50:00,0,4719
12:00:00,0,4719
12:10:00,69,4936
12:20:00,0,5107
12:30:00,0,5107
12:40:00,0,5107
12:50:00,0,5107
13:00:00,0,5107
13:10:00,0,5148
13:20:00,6,5203
13:30:00,0,5214
13:40:00,0,5214
13:50:00,0,5214
14:00:00,0,5214
14:10:00,50,5343
14:20:00,0,5526
14:30:00,0,5535
14:40:00,72,6242
14:50:00,5,6486
15:00:00,35,6668
15:10:00,0,6816
15:20:00,116,7368
15:30:00,18,8112
15:40:00,0,8161
15:50:00,0,8161
16:00:00,0,8161
16:10:00,0,8161
16:20:00,0,8161
16:30:00,103,8542
16:40:00,58,8850
16:50:00,0,8944
17:00:00,107,9254
17:10:00,0,9878
17:20:00,98,10079
17:30:00,22,10853
17:40:00,2,11007
17:50:00,0,11051
18:00:00,0,11051
18:10:00,0,11051
18:20:00,0,11059
18:30:00,0,11072
18:40:00,0,11072
18:50:00,0,11072
19:00:00,0,11102
19:10:00,0,11181
19:20:00,0,11220
19:30:00,0,11246
19:40:00,28,11274
19:50:00,0,11340
20:00:00,113,11881
20:10:00,0,12421
20:20:00,106,12722
20:30:00,86,13784
20:40:00,39,14617
20:50:00,37,14830
21:00:00,0,14830
21:10:00,0,14841
21:20:00,0,14841
21:30:00,0,14841
21:40:00,0,14841
21:50:00,0,14841
22:00:00,0,14841
22:10:00,0,14847
22:20:00,0,14847
22:30:00,0,14847
22:40:00,0,14847
22:50:00,0,14847
23:00:00,92,15255
23:10:00,89,16298
23:20:00,12,17245
23:30:00,56,17414
23:40:00,7,18327
23:50:00,16,18407
