time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,0
01:00:00,0,0
01:10:00,0,0
01:20:00,0,0
01:30:00,0,0
01:40:00,0,0
01:50:00,0,0
02:00:00,0,0
02:10:00,0,0
02:20:00,0,0
02:30:00,0,0
02:40:00,0,0
02:50:00,0,0
03:00:00,0,0
03:10:00,0,0
03:20:00,0,0
03:30:00,0,0
03:40:00,0,0
03:50:00,0,0
04:00:00,0,0
04:10:00,0,0
04:20:00,0,0
04:30:00,0,0
04:40:00,0,0
04:50:00,0,0
05:00:00,0,0
05:10:00,0,0
05:20:00,0,0
05:30:00,0,0
05:40:00,0,0
05:50:00,0,0
06:00:00,0,0
06:10:00,0,0
06:20:00,0,0
06:30:00,0,0
06:40:00,0,0
06:50:00,0,0
07:00:00,0,0
07:10:00,0,0
07:20:00,0,0
07:30:00,0,6
07:40:00,0,6
07:50:00,0,14
08:00:00,0,143
08:10:00,16,221
08:20:00,113,787
08:30:00,8,1328
08:40:00,20,1529
08:50:00,0,2313
09:00:00,11,2381
09:10:00,0,2477
09:20:00,0,2477
09:30:00,0,2477
09:40:00,0,2481
09:50:00,0,2481
10:00:00,0,2481
10:10:00,0,2481
10:20:00,0,2485
10:30:00,0,2485
10:40:00,0,2485
10:50:00,0,2485
11:00:00,0,2485
11:10:00,0,2485
11:20:00,0,2485
11:30:00,0,2485
11:40:00,0,2485
11:50:00,0,2485
12:00:00,0,2485
12:10:00,0,2485
12:20:00,0,2492
12:30:00,0,2492
12:40:00,57,2690
12:50:00,0,2726
13:00:00,0,2736
13:10:00,0,2736
13:20:00,0,2736
13:30:00,0,2736
13:40:00,0,2736
13:50:00,0,2736
14:00:00,0,2736
14:10:00,0,2736
14:20:00,0,2742
14:30:00,0,2742
14:40:00,0,2742
14:50:00,0,2747
15:00:00,0,2747
15:10:00,0,2773
15:20:00,105,3593
15:30:00,102,3951
15:40:00,0,4548
15:50:00,64,4910
16:00:00,0,5435
16:10:00,76,6298
16:20:00,103,7156
16:30:00,113,8135
16:40:00,29,9139
16:50:00,113,10202
17:00:00,109,11164
17:10:00,107,12283
17:20:00,102,13280
17:30:00,76,13894
17:40:00,103,14978
17:50:00,112,15980
18:00:00,112,17041
18:10:00,116,17920
18:20:00,116,18947
18:30:00,6,19197
18:40:00,0,19223
18:50:00,0,19229
19:00:00,3,19256
19:10:00,0,19544
19:20:00,0,19617
19:30:00,0,19628
19:40:00,5,19641
19:50:00,0,19674
20:00:00,0,19674
20:10:00,0,19761
20:20:00,0,19883
20:30:00,102,20137
20:40:00,0,20180
20:50:00,0,20180
21:00:00,0,20180
21:10:00,0,20193
21:20:00,5,20307
21:30:00,0,20470
21:40:00,0,20523
21:50:00,114,21374
22:00:00,110,22510
22:10:00,51,23496
22:20:00,0,23788
22:30:00,0,23788
22:40:00,0,23797
22:50:00,0,23797
23:00:00,0,23803
23:10:00,88,24619
23:20:00,117,25646
23:30:00,114,26711
23:40:00,0,27114
23:50:00,0,27114
