time,steps,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,22,22
00:50:00,0,51
01:00:00,4,81
01:10:00,0,92
01:20:00,0,119
01:30:00,0,131
01:40:00,0,138
01:50:00,0,138
02:00:00,0,155
02:10:00,0,165
02:20:00,8,225
02:30:00,51,306
02:40:00,49,789
02:50:00,112,1396
03:00:00,0,1859
03:10:00,0,1876
03:20:00,0,1876
03:30:00,0,1876
03:40:00,0,1876
03:50:00,0,1876
04:00:00,0,1876
04:10:00,0,1876
04:20:00,0,1876
04:30:00,0,1876
04:40:00,0,1876
04:50:00,0,1876
05:00:00,0,1876
05:10:00,0,1876
05:20:00,0,1876
05:30:00,0,1876
05:40:00,0,1876
05:50:00,0,1876
06:00:00,0,1876
06:10:00,0,1876
06:20:00,0,1893
06:30:00,0,1893
06:40:00,0,1893
06:50:00,0,1893
07:00:00,0,1893
07:10:00,0,1893
07:20:00,0,1893
07:30:00,0,1893
07:40:00,0,1893
07:50:00,0,1893
08:00:00,0,1893
08:10:00,0,1893
08:20:00,0,1893
08:30:00,0,1893
08:40:00,0,1893
08:50:00,0,1893
09:00:00,0,1893
09:10:00,0,1893
09:20:00,0,1893
09:30:00,0,1893
09:40:00,0,1922
09:50:00,0,1945
10:00:00,0,1945
10:10:00,0,1966
10:20:00,0,1966
10:30:00,0,1966
10:40:00,0,1982
10:50:00,0,1982
11:00:00,0,1982
11:10:00,0,1982
11:20:00,0,1982
11:30:00,0,1982
11:40:00,0,1982
11:50:00,0,2009
12:00:00,8,2203
12:10:00,110,2350
12:20:00,101,3443
12:30:00,112,4438
12:40:00,95,5275
12:50:00,109,6120
13:00:00,0,6312
13:10:00,0,6545
13:20:00,0,7314
13:30:00,105,8277
13:40:00,108,9087
13:50:00,105,9974
14:00:00,104,10882
14:10:00,0,11066
14:20:00,26,11569
14:30:00,110,12653
14:40:00,111,13619
14:50:00,0,14102
15:00:00,13,14115
15:10:00,0,14299
15:20:00,0,14309
15:30:00,0,14333
15:40:00,113,14757
15:50:00,42,14950
16:00:00,81,15797
16:10:00,59,16130
16:20:00,90,17110
16:30:00,0,17113
16:40:00,0,17113
16:50:00,0,17113
17:00:00,0,17113
17:10:00,0,17113
17:20:00,0,17238
17:30:00,0,17238
17:40:00,0,17238
17:50:00,0,17238
18:00:00,0,17238
18:10:00,0,17238
18:20:00,0,17257
18:30:00,0,17333
18:40:00,0,17333
18:50:00,0,17333
19:00:00,0,17340
19:10:00,0,17360
19:20:00,0,17421
19:30:00,20,17501
19:40:00,27,17676
19:50:00,0,17768
20:00:00,12,17807
20:10:00,109,18337
20:20:00,0,18924
20:30:00,55,19006
20:40:00,106,19410
20:50:00,7,20080
21:00:00,9,20156
21:10:00,0,20191
21:20:00,0,20191
21:30:00,18,20313
21:40:00,9,20438
21:50:00,26,20538
22:00:00,0,20579
22:10:00,19,20631
22:20:00,0,20685
22:30:00,0,20685
22:40:00,0,20695
22:50:00,0,20695
23:00:00,0,20695
23:10:00,0,20695
23:20:00,0,20743
23:30:00,4,20755
23:40:00,13,20768
23:50:00,0,20804
