time,floors,total
00:00:00,0,0
00:10:00,0,0
00:20:00,4,17
00:30:00,0,27
00:40:00,0,27
00:50:00,0,27
01:00:00,0,27
01:10:00,0,28
01:20:00,0,28
01:30:00,0,28
01:40:00,0,28
01:50:00,0,28
02:00:00,0,28
02:10:00,0,28
02:20:00,0,29
02:30:00,0,29
02:40:00,0,29
02:50:00,0,29
03:00:00,0,29
03:10:00,0,29
03:20:00,0,29
03:30:00,0,29
03:40:00,0,29
03:50:00,0,29
04:00:00,0,29
04:10:00,0,29
04:20:00,0,29
04:30:00,0,29
04:40:00,0,29
04:50:00,0,29
05:00:00,0,29
05:10:00,0,29
05:20:00,0,29
05:30:00,0,29
05:40:00,0,29
05:50:00,0,29
06:00:00,0,29
06:10:00,0,29
06:20:00,0,29
06:30:00,0,29
06:40:00,0,29
06:50:00,0,29
07:00:00,0,29
07:10:00,0,29
07:20:00,0,29
07:30:00,0,29
07:40:00,0,29
07:50:00,0,29
08:00:00,0,29
08:10:00,0,29
08:20:00,0,29
08:30:00,0,29
08:40:00,0,29
08:50:00,0,29
09:00:00,0,29
09:10:00,0,29
09:20:00,0,29
09:30:00,0,29
09:40:00,0,29
09:50:00,0,29
10:00:00,0,29
10:10:00,0,29
10:20:00,0,29
10:30:00,0,29
10:40:00,0,29
10:50:00,0,29
11:00:00,0,29
11:10:00,0,29
11:20:00,0,30
11:30:00,0,30
11:40:00,0,30
11:50:00,0,30
12:00:00,0,31
12:10:00,0,31
12:20:00,0,31
12:30:00,0,31
12:40:00,0,31
12:50:00,0,31
13:00:00,0,31
13:10:00,0,31
13:20:00,0,31
13:30:00,0,32
13:40:00,0,32
13:50:00,0,32
14:00:00,0,32
14:10:00,0,32
14:20:00,0,32
14:30:00,0,33
14:40:00,0,33
14:50:00,0,33
15:00:00,0,34
15:10:00,0,34
15:20:00,0,34
15:30:00,0,34
15:40:00,0,34
15:50:00,0,34
16:00:00,0,34
16:10:00,0,34
16:20:00,0,36
16:30:00,0,36
16:40:00,0,36
16:50:00,0,36
17:00:00,0,36
17:10:00,0,36
17:20:00,0,36
17:30:00,0,36
17:40:00,0,36
17:50:00,1,39
18:00:00,0,40
18:10:00,0,40
18:20:00,0,41
18:30:00,0,42
18:40:00,0,42
18:50:00,0,42
19:00:00,0,42
19:10:00,0,42
19:20:00,0,42
19:30:00,0,42
19:40:00,0,42
19:50:00,0,42
20:00:00,0,42
20:10:00,0,42
20:20:00,0,42
20:30:00,0,42
20:40:00,0,43
20:50:00,0,43
21:00:00,0,44
21:10:00,0,44
21:20:00,0,44
21:30:00,0,44
21:40:00,0,44
21:50:00,0,44
22:00:00,0,44
22:10:00,0,44
22:20:00,0,44
22:30:00,0,44
22:40:00,0,44
22:50:00,0,44
23:00:00,0,44
23:10:00,0,44
23:20:00,0,44
23:30:00,0,44
23:40:00,0,47
23:50:00,0,47
