time,distance,total
00:00:00,0.0,0.0
00:10:00,0.0,0.0
00:20:00,0.0,0.0
00:30:00,0.0,0.0
00:40:00,0.0,0.0
00:50:00,0.0,0.0
01:00:00,0.0,0.0
01:10:00,0.0,0.0
01:20:00,0.0,0.0
01:30:00,0.0,0.0
01:40:00,0.0,0.0
01:50:00,0.0,0.0
02:00:00,0.0,0.0
02:10:00,0.0,0.0
02:20:00,0.0,0.0
02:30:00,0.0,0.0
02:40:00,0.0,0.0
02:50:00,0.0,0.0
03:00:00,0.0,0.0
03:10:00,0.0,0.0
03:20:00,0.0,0.0
03:30:00,0.0,0.0
03:40:00,0.0,0.0
03:50:00,0.0,0.0
04:00:00,0.0,0.0
04:10:00,0.0,0.0
04:20:00,0.0,0.0
04:30:00,0.0,0.0
04:40:00,0.0,0.0
04:50:00,0.0,0.0
05:00:00,0.0,0.0
05:10:00,0.0,0.0
05:20:00,0.0,0.0
05:30:00,0.0,0.0
05:40:00,0.0,0.0
05:50:00,0.0,0.0
06:00:00,0.0,0.0
06:10:00,0.0,0.0
06:20:00,0.0,0.0
06:30:00,0.0,0.0
06:40:00,0.0,0.0
06:50:00,0.0,0.0
07:00:00,0.0,0.0
07:10:00,0.0,0.0
07:20:00,0.0,0.0
07:30:00,0.0,0.0026718960143625
07:40:00,0.0,0.0026718960143625
07:50:00,0.0,0.0062758489511906
08:00:00,0.0,0.0643740554805839
08:10:00,0.0072079058736562,0.09941939054988222
08:20:00,0.0510145761072635,0.3548650916200117
08:30:00,0.0036039529368281,0.5990018339361978
08:40:00,0.009009881876409,0.6897220255341362
08:50:00,0.0,1.043655060464514
09:00:00,0.0049088322557508,1.0742265225853749
09:10:00,0.0,1.1175360938068457
09:20:00,0.0,1.1175360938068457
09:30:00,0.0,1.1175360938068457
09:40:00,0.0,1.1193380702752598
09:50:00,0.0,1.1193380702752598
10:00:00,0.0,1.1193380702752598
10:10:00,0.0,1.1193380702752598
10:20:00,0.0,1.1211400467436738
10:30:00,0.0,1.1211400467436738
10:40:00,0.0,1.1211400467436738
10:50:00,0.0,1.1211400467436738
11:00:00,0.0,1.1211400467436738
11:10:00,0.0,1.1211400467436738
11:20:00,0.0,1.1211400467436738
11:30:00,0.0,1.1211400467436738
11:40:00,0.0,1.1211400467436738
11:50:00,0.0,1.1211400467436738
12:00:00,0.0,1.1211400467436738
12:10:00,0.0,1.1211400467436738
12:20:00,0.0,1.1242469027638413
12:30:00,0.0,1.1242469027638413
12:40:00,0.0257247667759656,1.2134758057072736
12:50:00,0.0,1.2296935943886615
13:00:00,0.0,1.2341674668714382
13:10:00,0.0,1.2341674668714382
13:20:00,0.0,1.2341674668714382
13:30:00,0.0,1.2341674668714382
13:40:00,0.0,1.2341674668714382
13:50:00,0.0,1.2341674668714382
14:00:00,0.0,1.2341674668714382
14:10:00,0.0,1.2341674668714382
14:20:00,0.0,1.2368393628858008
14:30:00,0.0,1.2368393628858008
14:40:00,0.0,1.2368393628858008
14:50:00,0.0,1.239076299127189
15:00:00,0.0,1.239076299127189
15:10:00,0.0,1.250758077483622
15:20:00,0.0474106222391128,1.6209088955074527
15:30:00,0.0460436046123504,1.7824654029682256
15:40:00,0.0,2.0518919504247584
15:50:00,0.0288937613368034,2.21518830116838
16:00:00,0.0,2.4521171366795875
16:10:00,0.0342996902763843,2.8417168762534835
16:20:00,0.0464785657823085,3.2290796767920233
16:30:00,0.0510145761072635,3.6709988769143798
16:40:00,0.0130487950518727,4.124164889566598
16:50:00,0.0510145761072635,4.6041120057925555
17:00:00,0.049212597310543,5.03826405573636
17:10:00,0.0482805408537387,5.543376696296034
17:20:00,0.0460436046123504,5.993373715318737
17:30:00,0.0342996902763843,6.270443131215868
17:40:00,0.0464785657823085,6.759772949852047
17:50:00,0.0505796149373054,7.212193318642673
18:00:00,0.0505796149373054,7.691270506940779
18:10:00,0.0523815900087356,8.088016008958217
18:20:00,0.0523815900087356,8.55162105336785
18:30:00,0.0026718960143625,8.66439992561936
18:40:00,0.0,8.676081704441454
18:50:00,0.0,8.678753600455817
19:00:00,0.0013048795517534,8.690808201441538
19:10:00,0.0,8.820736919995394
19:20:00,0.0,8.85360745573416
19:30:00,0.0,8.85851628798991
19:40:00,0.0022369362413883,8.864357177168127
19:50:00,0.0,8.879145811311897
20:00:00,0.0,8.879145811311897
20:10:00,0.0,8.91841647122055
20:20:00,0.0,8.973345685983073
20:30:00,0.0460436046123504,9.087864395929497
20:40:00,0.0,9.107251177309077
20:50:00,0.0,9.107251177309077
21:00:00,0.0,9.107251177309077
21:10:00,0.0,9.113092066487294
21:20:00,0.0022369362413883,9.164417327614498
21:30:00,0.0,9.237925538327541
21:40:00,0.0,9.261786192189899
21:50:00,0.0514495335519313,9.645793587435033
22:00:00,0.0496475584805011,10.158673372585323
22:10:00,0.022990733385086,10.603761559817936
22:20:00,0.0,10.735554386395957
22:30:00,0.0,10.735554386395957
22:40:00,0.0,10.73959329910576
22:50:00,0.0,10.73959329910576
23:00:00,0.0,10.742265195120122
23:10:00,0.0397056192159652,11.110614037606862
23:20:00,0.0528165511786937,11.574219085741785
23:30:00,0.0514495335519313,12.05497398274019
23:40:00,0.0,12.236911468673494
23:50:00,0.0,12.236911468673494
