time,heart,total
00:00:00,75,75
00:10:00,79,847
00:20:00,77,1605
00:30:00,75,2381
00:40:00,75,3140
00:50:00,76,3901
01:00:00,82,4730
01:10:00,103,5652
01:20:00,96,6692
01:30:00,105,7707
01:40:00,64,8534
01:50:00,70,9247
02:00:00,73,9922
02:10:00,57,10592
02:20:00,67,11256
02:30:00,67,11921
02:40:00,65,12570
02:50:00,65,13219
03:00:00,64,13847
03:10:00,60,14459
03:20:00,65,15061
03:30:00,61,15693
03:40:00,63,16322
03:50:00,65,16957
04:00:00,63,17573
04:10:00,63,18190
04:20:00,63,18809
04:30:00,60,19412
04:40:00,62,20019
04:50:00,61,20628
05:00:00,60,21237
05:10:00,59,21836
05:20:00,61,22437
05:30:00,61,23056
05:40:00,62,23676
05:50:00,62,24308
06:00:00,60,24945
06:10:00,59,25548
06:20:00,61,26157
06:30:00,67,26784
06:40:00,61,27381
06:50:00,63,28000
07:00:00,57,28615
07:10:00,58,29196
07:20:00,63,29824
07:30:00,59,30428
07:40:00,60,31024
07:50:00,73,31626
08:00:00,64,32300
08:11:00,65,33043
08:21:00,65,33732
08:31:00,70,34412
08:41:00,69,35123
08:51:00,71,35854
09:01:00,74,36592
09:11:00,80,37396
09:21:00,74,38184
09:31:00,70,38914
09:41:00,73,39655
09:51:00,78,40370
10:01:00,77,41108
10:11:00,74,41885
10:21:00,77,42636
10:31:00,78,43382
10:41:00,97,44329
10:51:00,91,45301
11:01:00,110,46315
11:12:00,99,47331
11:23:00,77,48302
11:33:00,79,49019
11:43:00,89,49967
11:53:00,94,50946
12:03:00,107,51871
12:13:00,112,52998
12:23:00,116,54269
12:33:00,117,55515
12:43:00,108,56719
12:53:00,112,58007
13:05:00,129,59247
13:15:00,119,60455
13:26:00,111,61701
13:41:00,101,62640
13:56:00,116,63657
14:06:00,83,64637
14:16:00,140,65613
14:27:00,127,66988
14:40:00,127,68465
14:50:00,128,69708
15:04:00,118,70920
15:16:00,108,72121
15:34:00,151,73342
15:47:00,123,74616
15:57:00,123,75921
16:42:00,111,76930
16:52:00,124,78017
17:03:00,79,79034
17:13:00,113,80180
17:23:00,111,81257
17:33:00,104,82339
17:44:00,105,83396
17:54:00,101,84448
18:04:00,96,85484
18:14:00,108,86595
18:24:00,107,87699
18:34:00,104,88729
18:44:00,98,89761
18:54:00,101,90795
19:04:00,114,91830
19:14:00,95,92909
19:24:00,111,93895
19:35:00,103,94954
19:45:00,95,95971
19:55:00,97,96761
20:05:00,68,97548
20:15:00,85,98285
20:25:00,107,99270
20:35:00,93,100257
20:45:00,94,101193
20:55:00,98,102140
21:05:00,81,103032
21:15:00,93,103875
21:25:00,88,104777
21:35:00,93,105708
21:45:00,93,106605
21:57:00,80,107537
22:07:00,82,108410
22:17:00,92,109276
22:27:00,89,110150
22:37:00,88,111047
22:47:00,86,111933
22:57:00,90,112824
23:07:00,90,113729
23:17:00,88,114643
23:27:00,84,115476
23:37:00,87,116355
23:47:00,88,117231
23:57:00,86,118078
