time,floors,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,0
01:00:00,0,0
01:10:00,0,0
01:20:00,0,0
01:30:00,0,0
01:40:00,0,0
01:50:00,0,0
02:00:00,0,0
02:10:00,0,0
02:20:00,0,0
02:30:00,0,0
02:40:00,0,0
02:50:00,0,0
03:00:00,0,0
03:10:00,0,0
03:20:00,0,0
03:30:00,0,0
03:40:00,0,0
03:50:00,0,0
04:00:00,0,0
04:10:00,0,0
04:20:00,0,0
04:30:00,0,0
04:40:00,0,0
04:50:00,0,0
05:00:00,0,0
05:10:00,0,0
05:20:00,0,0
05:30:00,0,0
05:40:00,0,0
05:50:00,0,0
06:00:00,0,0
06:10:00,0,0
06:20:00,0,0
06:30:00,0,0
06:40:00,0,0
06:50:00,0,0
07:00:00,0,0
07:10:00,0,0
07:20:00,0,0
07:30:00,0,0
07:40:00,0,0
07:50:00,0,0
08:00:00,0,2
08:10:00,0,2
08:20:00,0,2
08:30:00,0,2
08:40:00,0,2
08:50:00,0,3
09:00:00,0,3
09:10:00,0,3
09:20:00,8,17
09:30:00,1,39
09:40:00,1,59
09:50:00,0,62
10:00:00,0,66
10:10:00,1,77
10:20:00,0,78
10:30:00,1,89
10:40:00,0,100
10:50:00,1,101
11:00:00,0,110
11:10:00,4,116
11:20:00,1,131
11:30:00,2,133
11:40:00,0,135
11:50:00,0,143
12:00:00,0,153
12:10:00,1,171
12:20:00,0,171
12:30:00,0,171
12:40:00,0,171
12:50:00,0,183
13:00:00,0,183
13:10:00,0,195
13:20:00,5,218
13:30:00,0,227
13:40:00,0,236
13:50:00,3,251
14:00:00,0,261
14:10:00,2,268
14:20:00,0,274
14:30:00,0,277
14:40:00,0,277
14:50:00,0,277
15:00:00,0,277
15:10:00,0,277
15:20:00,0,277
15:30:00,0,277
15:40:00,0,278
15:50:00,0,278
16:00:00,0,278
16:10:00,0,278
16:20:00,0,278
16:30:00,0,278
16:40:00,0,278
16:50:00,0,278
17:00:00,0,278
17:10:00,0,278
17:20:00,0,278
17:30:00,0,278
17:40:00,0,278
17:50:00,0,278
18:00:00,0,278
18:10:00,0,278
18:20:00,0,278
18:30:00,0,278
18:40:00,0,279
18:50:00,0,279
19:00:00,0,279
19:10:00,0,279
19:20:00,0,279
19:30:00,0,279
19:40:00,0,279
19:50:00,0,279
20:00:00,0,279
20:10:00,0,279
20:20:00,0,279
20:30:00,0,279
20:40:00,0,279
20:50:00,0,279
21:00:00,0,279
21:10:00,0,279
21:20:00,0,279
21:30:00,0,279
21:40:00,0,279
21:50:00,0,280
22:00:00,0,280
22:10:00,0,280
22:20:00,0,280
22:30:00,0,280
22:40:00,0,280
22:50:00,0,280
23:00:00,0,280
23:10:00,0,281
23:20:00,0,281
23:30:00,0,282
23:40:00,0,282
23:50:00,0,282
