time,heart,total
00:00:00,65,65
00:10:00,65,724
00:20:00,66,1385
00:30:00,64,2058
00:40:00,64,2704
00:50:00,62,3324
01:00:00,60,3938
01:10:00,59,4571
01:20:00,61,5175
01:30:00,66,5803
01:40:00,65,6467
01:50:00,63,7087
02:00:00,62,7714
02:10:00,61,8329
02:20:00,61,8941
02:30:00,60,9544
02:40:00,59,10156
02:50:00,58,10764
03:00:00,69,11386
03:10:00,64,12008
03:20:00,59,12616
03:30:00,58,13194
03:40:00,58,13786
03:50:00,57,14350
04:00:00,56,14912
04:10:00,56,15474
04:20:00,57,16035
04:30:00,55,16588
04:40:00,56,17179
04:50:00,54,17751
05:00:00,57,18301
05:10:00,61,18888
05:20:00,62,19497
05:30:00,57,20081
05:40:00,56,20638
05:50:00,57,21201
06:00:00,55,21763
06:10:00,55,22319
06:20:00,62,22888
06:30:00,56,23462
06:40:00,56,24026
06:50:00,54,24581
07:00:00,57,25141
07:10:00,61,25706
07:20:00,56,26278
07:31:00,87,26967
07:41:00,62,27658
07:51:00,62,28279
08:01:00,67,29114
08:11:00,69,29765
08:21:00,63,30416
08:31:00,68,31059
08:41:00,74,31831
08:51:00,100,32690
09:01:00,85,33448
09:11:00,68,34130
09:21:00,72,34850
09:31:00,72,35563
09:41:00,75,36273
09:51:00,70,36979
10:01:00,71,37682
10:11:00,70,38406
10:21:00,71,39104
10:31:00,82,39839
10:41:00,112,40808
10:51:00,103,41769
11:01:00,79,42641
11:11:00,71,43336
11:21:00,83,44188
11:31:00,64,44923
11:41:00,178,45780
11:58:00,74,46542
12:08:00,59,47275
12:18:00,53,47866
12:33:00,76,48691
12:43:00,76,49433
12:53:00,98,50295
13:03:00,63,51059
13:13:00,69,51697
13:23:00,107,52502
13:33:00,77,53533
13:43:00,66,54337
13:53:00,79,55207
14:03:00,60,55922
14:13:00,78,56615
14:23:00,61,57257
14:33:00,67,57903
14:43:00,68,58560
14:53:00,59,59197
15:03:00,66,59857
15:13:00,73,60489
15:23:00,67,61181
15:33:00,65,61888
15:43:00,86,62601
15:53:00,66,63291
16:03:00,67,63987
16:13:00,71,64677
16:23:00,61,65494
16:33:00,83,66237
16:43:00,63,66865
16:53:00,55,67493
17:03:00,65,68118
17:13:00,62,68742
17:23:00,63,69347
17:33:00,58,69973
17:43:00,66,70603
17:53:00,78,71368
18:03:00,91,72136
18:13:00,76,72932
18:23:00,97,73812
18:33:00,97,74658
18:43:00,108,75714
18:53:00,84,76606
19:03:00,94,77452
19:13:00,101,78401
19:25:00,65,79192
19:35:00,76,79891
19:45:00,70,80627
19:55:00,70,81324
20:05:00,68,82019
20:15:00,70,82691
20:25:00,78,83393
20:35:00,72,84140
20:45:00,83,84975
20:55:00,105,85815
21:06:00,104,86826
21:16:00,80,87693
21:26:00,70,88423
21:36:00,67,89102
21:46:00,68,89788
21:56:00,74,90416
22:06:00,86,91331
22:16:00,68,92152
22:26:00,68,92829
22:36:00,88,93635
22:46:00,78,94422
22:56:00,102,95346
23:06:00,100,96326
23:17:00,60,97168
23:27:00,61,97772
23:37:00,59,98379
23:47:00,56,98975
23:57:00,57,99552
