time,heart,total
08:42:00,107,107
08:52:00,85,1057
09:02:00,69,1724
09:12:00,57,2302
09:22:00,65,2928
09:32:00,71,3618
09:42:00,65,4380
09:52:00,65,5004
10:02:00,104,5871
10:12:00,68,6786
10:22:00,78,7664
10:32:00,94,8589
10:42:00,66,9383
10:52:00,110,10335
11:02:00,93,11294
11:12:00,71,12126
11:22:00,67,12801
11:32:00,71,13490
11:42:00,67,14186
11:52:00,80,14968
12:02:00,74,15741
12:12:00,107,16592
12:25:00,69,17434
12:35:00,70,18101
12:45:00,70,18771
12:55:00,67,19455
13:05:00,72,20155
13:15:00,72,20901
13:25:00,65,21657
13:35:00,71,22336
13:45:00,73,23037
13:55:00,72,23750
14:05:00,76,24463
14:15:00,87,25308
14:25:00,67,26165
14:35:00,95,26901
14:45:00,101,27879
14:55:00,68,28746
15:05:00,67,29510
15:15:00,78,30327
15:25:00,92,31301
15:35:00,74,32125
15:45:00,73,32848
15:55:00,71,33618
16:05:00,70,34321
16:15:00,70,35027
16:25:00,75,35721
16:35:00,90,36644
16:45:00,91,37522
16:55:00,90,38403
17:05:00,104,39390
17:15:00,60,40230
17:25:00,102,41089
17:35:00,92,42050
17:45:00,82,42887
17:55:00,64,43554
18:05:00,69,44249
18:15:00,66,44947
18:25:00,77,45679
18:35:00,69,46450
18:45:00,74,47159
18:55:00,74,47876
19:05:00,96,48668
19:15:00,91,49571
19:25:00,77,50408
19:35:00,78,51134
19:45:00,83,51912
19:55:00,96,52729
20:05:00,106,53819
20:15:00,70,54599
20:25:00,124,55624
20:35:00,93,56657
20:45:00,81,57501
20:55:00,72,58340
21:05:00,67,59032
21:15:00,72,59725
21:25:00,75,60440
21:35:00,71,61158
21:45:00,70,61894
21:55:00,79,62630
22:05:00,73,63365
22:15:00,76,64143
22:25:00,77,64911
22:35:00,78,65682
22:45:00,81,66482
22:55:00,104,67333
23:05:00,109,68348
23:15:00,105,69398
23:25:00,85,70335
23:35:00,111,71268
23:45:00,71,72180
23:55:00,69,72860
