time,elevation,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,10
00:30:00,0,10
00:40:00,0,10
00:50:00,0,10
01:00:00,0,10
01:10:00,0,10
01:20:00,0,10
01:30:00,0,10
01:40:00,0,10
01:50:00,0,10
02:00:00,0,10
02:10:00,0,10
02:20:00,0,10
02:30:00,0,10
02:40:00,0,10
02:50:00,0,10
03:00:00,0,10
03:10:00,0,10
03:20:00,0,10
03:30:00,0,10
03:40:00,0,10
03:50:00,0,10
04:00:00,0,10
04:10:00,0,10
04:20:00,0,10
04:30:00,0,10
04:40:00,0,10
04:50:00,0,10
05:00:00,0,10
05:10:00,0,10
05:20:00,0,10
05:30:00,0,10
05:40:00,0,10
05:50:00,0,10
06:00:00,0,10
06:10:00,0,10
06:20:00,0,10
06:30:00,0,10
06:40:00,0,10
06:50:00,0,10
07:00:00,0,10
07:10:00,0,10
07:20:00,0,10
07:30:00,0,10
07:40:00,0,10
07:50:00,0,10
08:00:00,0,10
08:10:00,0,10
08:20:00,0,10
08:30:00,0,10
08:40:00,0,10
08:50:00,0,10
09:00:00,0,10
09:10:00,0,10
09:20:00,0,10
09:30:00,0,10
09:40:00,0,30
09:50:00,10,60
10:00:00,0,60
10:10:00,0,60
10:20:00,0,60
10:30:00,0,60
10:40:00,0,60
10:50:00,0,60
11:00:00,0,60
11:10:00,0,60
11:20:00,0,60
11:30:00,0,60
11:40:00,0,60
11:50:00,0,60
12:00:00,0,60
12:10:00,0,60
12:20:00,0,60
12:30:00,0,60
12:40:00,0,60
12:50:00,0,60
13:00:00,0,60
13:10:00,0,60
13:20:00,0,60
13:30:00,0,60
13:40:00,0,60
13:50:00,0,80
14:00:00,10,90
14:10:00,0,90
14:20:00,0,100
14:30:00,0,100
14:40:00,0,100
14:50:00,0,100
15:00:00,0,100
15:10:00,0,100
15:20:00,0,100
15:30:00,0,100
15:40:00,0,100
15:50:00,0,100
16:00:00,0,100
16:10:00,0,100
16:20:00,0,100
16:30:00,0,110
16:40:00,0,110
16:50:00,0,110
17:00:00,0,110
17:10:00,0,110
17:20:00,0,110
17:30:00,0,110
17:40:00,10,120
17:50:00,0,130
18:00:00,0,130
18:10:00,0,200
18:20:00,0,220
18:30:00,0,230
18:40:00,0,230
18:50:00,0,250
19:00:00,0,250
19:10:00,0,250
19:20:00,0,250
19:30:00,0,250
19:40:00,0,250
19:50:00,0,250
20:00:00,0,250
20:10:00,0,250
20:20:00,0,250
20:30:00,10,260
20:40:00,0,260
20:50:00,0,260
21:00:00,0,260
21:10:00,0,260
21:20:00,0,260
21:30:00,0,260
21:40:00,0,260
21:50:00,0,260
22:00:00,0,270
22:10:00,0,270
22:20:00,0,270
22:30:00,0,310
22:40:00,0,310
22:50:00,0,310
23:00:00,0,310
23:10:00,0,310
23:20:00,0,310
23:30:00,0,320
23:40:00,0,320
23:50:00,0,320
