time,heart,total
00:00:00,65,65
00:10:00,67,733
00:20:00,61,1401
00:30:00,62,2018
00:40:00,62,2638
00:50:00,58,3235
01:00:00,64,3872
01:10:00,62,4523
01:20:00,62,5155
01:30:00,60,5758
01:40:00,60,6354
01:50:00,60,6953
02:00:00,59,7544
02:10:00,62,8147
02:20:00,63,8754
02:30:00,62,9401
02:40:00,65,10074
02:50:00,60,10678
03:00:00,69,11325
03:10:00,68,11981
03:20:00,73,12678
03:30:00,65,13370
03:40:00,68,14023
03:56:00,66,14677
04:06:00,62,15314
04:16:00,62,15935
04:26:00,60,16544
04:36:00,61,17147
04:46:00,58,17742
04:56:00,58,18344
05:06:00,57,18930
05:16:00,59,19515
05:26:00,59,20103
05:36:00,56,20696
05:46:00,57,21275
05:56:00,54,21856
06:06:00,62,22468
06:16:00,57,23056
06:26:00,58,23634
06:36:00,59,24220
06:46:00,59,24808
06:56:00,59,25394
07:06:00,71,25990
07:16:00,57,26567
07:26:00,57,27158
07:36:00,60,27721
07:46:00,64,28306
07:56:00,78,28995
08:06:00,64,29724
08:16:00,61,30363
08:26:00,62,30972
08:36:00,63,31598
08:46:00,70,32390
08:56:00,65,33032
09:06:00,62,33668
09:16:00,73,34324
09:26:00,96,35266
09:36:00,86,35988
09:46:00,105,37017
09:56:00,106,38078
10:06:00,67,38947
10:16:00,65,39540
10:26:00,107,40291
10:38:00,86,41383
10:48:00,81,42189
10:58:00,76,42965
11:08:00,75,43744
11:18:00,75,44471
11:28:00,65,45151
11:38:00,64,45809
11:48:00,68,46471
11:58:00,71,47162
12:08:00,82,47906
12:18:00,82,48653
12:28:00,66,49355
12:38:00,70,50028
12:48:00,68,50698
12:58:00,68,51353
13:08:00,71,52045
13:18:00,68,52722
13:28:00,62,53373
13:38:00,60,54014
13:48:00,62,54719
13:58:00,68,55349
14:08:00,74,56013
14:18:00,68,56728
14:28:00,68,57419
14:38:00,67,58082
14:48:00,84,58792
14:58:00,68,59514
15:08:00,82,60251
15:18:00,65,60956
15:28:00,64,61588
15:38:00,63,62220
15:48:00,66,62868
15:58:00,65,63503
16:08:00,91,64188
16:18:00,66,64929
16:28:00,70,65603
16:38:00,67,66266
16:48:00,62,66924
16:58:00,67,67569
17:08:00,118,68623
17:18:00,96,69651
17:28:00,122,70755
17:40:00,161,72312
17:52:00,82,73564
18:02:00,94,74544
18:12:00,107,75422
18:22:00,106,76474
18:32:00,93,77490
18:42:00,70,78269
18:55:00,88,79131
19:05:00,81,80014
19:15:00,89,80920
19:25:00,67,81824
19:35:00,85,82542
19:45:00,105,83500
19:57:00,92,84531
20:07:00,74,85397
20:17:00,98,86247
20:27:00,80,87097
20:37:00,108,88123
20:47:00,93,89051
20:57:00,109,90003
21:08:00,81,90906
21:18:00,115,91872
21:29:00,103,92914
21:39:00,115,93996
21:49:00,103,95113
21:59:00,92,96133
22:11:00,87,97095
22:21:00,76,97991
22:32:00,104,98914
22:50:00,109,99928
23:02:00,103,101017
23:13:00,82,101899
23:23:00,92,102768
23:34:00,113,103823
23:44:00,77,104683
23:54:00,89,105530
