time,calories,total
00:00:00,3.818540096282959,3.818540096282959
00:10:00,5.166259765625,55.4811395406723
00:20:00,3.36929988861084,99.61896932125092
00:30:00,6.73859977722168,153.07852852344513
00:40:00,6.513979911804199,213.38899862766266
00:50:00,6.064740180969238,279.876518368721
01:00:00,9.209420204162598,360.0658589601517
01:10:00,6.963220119476318,431.9442592859268
01:20:00,4.604710102081299,491.3562489748001
01:30:00,1.46002995967865,518.1983391046524
01:40:00,3.70622992515564,557.9560788869858
01:50:00,5.8401198387146,621.4112290143967
02:00:00,1.1231000423431396,684.7540689706802
02:10:00,1.1231000423431396,695.9850693941116
02:20:00,1.1231000423431396,707.216069817543
02:30:00,1.1231000423431396,718.4470702409744
02:40:00,1.1231000423431396,729.6780706644058
02:50:00,1.1231000423431396,740.9090710878372
03:00:00,6.963220119476318,757.9801915884018
03:10:00,5.166259765625,821.0984119176865
03:20:00,4.94163990020752,856.7006816864014
03:30:00,3.36929988861084,920.2681412696838
03:40:00,2.9200599193573,942.8424512147903
03:50:00,1.1231000423431396,959.5766413211823
04:00:00,1.1231000423431396,970.9199516773224
04:10:00,1.3477200269699097,983.2740520238876
04:20:00,1.1231000423431396,994.9542924165726
04:30:00,1.3477200269699097,1007.9822527170181
04:40:00,1.1231000423431396,1020.8979029655457
04:50:00,1.3477200269699097,1033.9258632659912
05:00:00,1.3477200269699097,1047.4030635356903
05:10:00,1.3477200269699097,1060.8802638053894
05:20:00,1.3477200269699097,1074.3574640750885
05:30:00,1.3477200269699097,1087.8346643447876
05:40:00,1.3477200269699097,1101.3118646144867
05:50:00,1.3477200269699097,1114.7890648841858
06:00:00,1.3477200269699097,1128.266265153885
06:10:00,1.3477200269699097,1141.743465423584
06:20:00,1.3477200269699097,1154.9960457086563
06:30:00,1.3477200269699097,1168.4732459783554
06:40:00,1.3477200269699097,1182.0627561807632
06:50:00,1.3477200269699097,1195.5399564504623
07:00:00,1.3477200269699097,1209.0171567201614
07:10:00,1.3477200269699097,1222.4943569898605
07:20:00,1.3477200269699097,1235.7469372749329
07:30:00,1.3477200269699097,1249.224137544632
07:40:00,1.3477200269699097,1264.722917675972
07:50:00,1.3477200269699097,1278.3124278783798
08:00:00,1.3477200269699097,1291.9019380807877
08:10:00,1.3477200269699097,1305.15451836586
08:20:00,1.3477200269699097,1318.631718635559
08:30:00,1.3477200269699097,1332.1089189052582
08:40:00,1.3477200269699097,1345.5861191749573
08:50:00,1.3477200269699097,1359.0633194446564
09:00:00,1.3477200269699097,1372.5405197143555
09:10:00,1.1231000423431396,1385.2315499782562
09:20:00,1.3477200269699097,1398.2595102787018
09:30:00,1.1231000423431396,1411.1751605272293
