time,heart,total
00:00:00,93,93
00:10:00,108,1105
00:20:00,94,1996
00:30:00,91,2922
00:40:00,77,3673
00:50:00,76,4442
01:00:00,77,5207
01:10:00,77,5969
01:20:00,76,6721
01:30:00,75,7469
01:40:00,77,8221
01:50:00,77,9008
02:00:00,75,9761
02:10:00,73,10499
02:20:00,74,11232
02:30:00,71,11953
02:40:00,62,12634
02:50:00,67,13302
03:00:00,71,13989
03:10:00,70,14698
03:20:00,68,15407
03:30:00,76,16127
03:40:00,70,16845
03:50:00,74,17569
04:00:00,69,18278
04:10:00,69,18978
04:20:00,72,19680
04:30:00,69,20344
04:40:00,64,20988
04:50:00,66,21655
05:00:00,67,22352
05:10:00,67,23025
05:20:00,66,23723
05:30:00,66,24391
05:40:00,67,25060
05:50:00,67,25738
06:00:00,67,26401
06:10:00,65,27071
06:20:00,80,27750
06:30:00,65,28418
06:40:00,74,29094
06:50:00,70,29765
07:00:00,76,30468
07:10:00,67,31152
07:20:00,66,31828
07:30:00,68,32496
07:40:00,73,33175
07:50:00,63,33823
08:00:00,66,34478
08:10:00,87,35291
08:20:00,86,36142
08:30:00,70,36877
08:40:00,73,37588
08:50:00,71,38296
09:00:00,71,38997
09:12:00,69,39706
09:22:00,69,40430
09:32:00,70,41120
09:42:00,83,41864
09:52:00,74,42602
10:02:00,86,43433
10:12:00,62,44207
10:22:00,67,44872
10:32:00,79,45585
10:42:00,75,46336
10:52:00,81,47090
11:02:00,78,47857
11:12:00,78,48646
11:22:00,78,49429
11:32:00,87,50265
11:42:00,101,51164
11:55:00,91,52107
12:05:00,81,52894
12:15:00,79,53661
12:25:00,75,54455
12:35:00,156,55615
12:45:00,139,57143
12:55:00,163,58531
13:06:00,156,60122
13:17:00,155,61736
13:27:00,173,63318
13:37:00,132,64836
13:47:00,145,66232
13:57:00,147,67672
14:07:00,141,69119
14:18:00,152,70605
14:29:00,130,72036
14:39:00,143,73379
14:49:00,136,74761
14:59:00,129,76222
15:10:00,112,77498
15:21:00,101,78644
15:31:00,103,79650
15:45:00,101,80699
15:55:00,107,81703
16:06:00,84,82763
