time,heart,total
00:00:00,90,90
00:10:00,72,878
00:21:00,68,1584
00:31:00,87,2414
00:46:00,93,3404
00:57:00,102,4417
01:11:00,85,5418
01:27:00,88,6282
01:38:00,109,7187
01:49:00,85,8030
01:59:00,71,8813
02:09:00,64,9494
02:19:00,98,10269
02:31:00,111,11177
02:41:00,100,12245
02:51:00,117,13244
03:02:00,96,14224
03:12:00,84,15066
03:22:00,80,15855
03:32:00,77,16644
03:42:00,75,17405
03:52:00,75,18152
04:02:00,74,18894
04:12:00,75,19651
04:22:00,74,20377
04:32:00,83,21216
04:42:00,82,21997
04:52:00,84,22831
05:02:00,80,23636
05:12:00,79,24445
05:22:00,76,25215
05:32:00,75,25974
05:42:00,85,26742
05:52:00,87,27614
06:02:00,80,28416
06:12:00,86,29176
06:22:00,77,29887
06:32:00,75,30661
06:42:00,76,31426
06:52:00,73,32163
07:02:00,74,32898
07:12:00,76,33657
07:22:00,77,34412
07:32:00,78,35194
07:42:00,79,35989
07:52:00,86,36819
08:02:00,81,37646
08:12:00,85,38472
08:22:00,86,39332
08:32:00,87,40190
08:42:00,89,41090
08:52:00,87,41971
09:02:00,91,42850
09:13:00,83,43739
09:23:00,86,44602
09:33:00,88,45470
09:44:00,115,46524
09:54:00,83,47418
10:04:00,92,48229
11:48:00,80,49110
11:58:00,107,50063
12:08:00,92,50951
12:18:00,102,52002
12:28:00,105,53064
12:38:00,106,54080
12:48:00,109,55070
12:58:00,71,55971
13:08:00,88,56850
13:18:00,102,57863
13:28:00,92,58859
13:38:00,93,59833
13:48:00,99,60781
13:58:00,98,61741
14:08:00,75,62557
14:18:00,106,63396
14:28:00,94,64376
14:38:00,90,65390
14:48:00,78,66317
14:58:00,68,67013
15:08:00,70,67818
15:18:00,71,68545
15:28:00,72,69225
15:38:00,103,69980
15:48:00,81,70896
15:58:00,98,71855
16:09:00,90,72818
16:19:00,105,73859
16:29:00,74,74747
16:39:00,89,75579
16:49:00,86,76487
16:59:00,90,77373
17:09:00,86,78260
17:48:00,103,79172
18:20:00,101,80109
18:30:00,71,81124
18:40:00,79,81908
18:50:00,80,82688
19:00:00,85,83454
19:10:00,78,84219
19:20:00,71,84987
19:30:00,84,85846
19:40:00,99,86848
19:50:00,87,87774
20:00:00,96,88619
20:10:00,112,89678
20:20:00,78,90641
20:30:00,91,91439
20:42:00,93,92453
20:52:00,94,93419
21:02:00,86,94295
21:12:00,79,95033
21:22:00,85,95876
21:32:00,79,96706
21:42:00,80,97527
21:52:00,89,98379
22:02:00,81,99193
22:12:00,91,99985
22:22:00,79,100752
22:32:00,76,101522
22:42:00,75,102291
22:52:00,75,103052
23:02:00,72,103801
23:12:00,73,104500
23:22:00,77,105255
23:32:00,88,106085
23:42:00,89,106982
23:52:00,69,107779
