time,floors,total
00:00:00,0,0
00:10:00,0,0
00:20:00,0,0
00:30:00,0,0
00:40:00,0,0
00:50:00,0,1
01:00:00,0,1
01:10:00,0,1
01:20:00,0,1
01:30:00,0,1
01:40:00,0,1
01:50:00,0,1
02:00:00,0,1
02:10:00,0,2
02:20:00,0,2
02:30:00,0,2
02:40:00,0,2
02:50:00,0,3
03:00:00,0,3
03:10:00,0,6
03:20:00,0,6
03:30:00,0,6
03:40:00,0,6
03:50:00,0,6
04:00:00,0,6
04:10:00,0,6
04:20:00,0,6
04:30:00,0,6
04:40:00,0,6
04:50:00,0,6
05:00:00,0,6
05:10:00,0,6
05:20:00,0,6
05:30:00,0,6
05:40:00,0,6
05:50:00,0,6
06:00:00,0,6
06:10:00,0,6
06:20:00,0,6
06:30:00,0,6
06:40:00,0,6
06:50:00,0,6
07:00:00,0,6
07:10:00,0,6
07:20:00,0,6
07:30:00,0,6
07:40:00,0,6
07:50:00,0,6
08:00:00,0,6
08:10:00,0,6
08:20:00,0,6
08:30:00,0,6
08:40:00,0,6
08:50:00,0,6
09:00:00,0,6
09:10:00,0,6
09:20:00,0,6
09:30:00,0,6
09:40:00,0,6
09:50:00,0,6
10:00:00,0,6
10:10:00,0,6
10:20:00,0,6
10:30:00,0,6
10:40:00,0,6
10:50:00,0,6
11:00:00,0,6
11:10:00,0,6
11:20:00,0,6
11:30:00,0,6
11:40:00,0,6
11:50:00,0,6
12:00:00,0,6
12:10:00,0,6
12:20:00,0,6
12:30:00,0,7
12:40:00,0,7
12:50:00,0,7
13:00:00,0,7
13:10:00,0,7
13:20:00,0,7
13:30:00,0,7
13:40:00,0,8
13:50:00,0,8
14:00:00,0,11
14:10:00,0,11
14:20:00,0,11
14:30:00,0,11
14:40:00,0,11
14:50:00,0,11
15:00:00,0,11
15:10:00,0,11
15:20:00,0,12
15:30:00,0,12
15:40:00,0,12
15:50:00,0,12
16:00:00,0,12
16:10:00,0,12
16:20:00,0,12
16:30:00,0,12
16:40:00,0,12
16:50:00,0,12
17:00:00,0,12
17:10:00,0,12
17:20:00,0,12
17:30:00,0,12
17:40:00,0,12
17:50:00,0,12
18:00:00,0,12
18:10:00,0,12
18:20:00,0,12
18:30:00,0,12
18:40:00,0,12
18:50:00,0,12
19:00:00,0,12
19:10:00,0,12
19:20:00,0,12
19:30:00,0,12
19:40:00,0,12
19:50:00,0,12
20:00:00,0,12
20:10:00,0,12
20:20:00,0,13
20:30:00,0,13
20:40:00,0,13
20:50:00,0,13
21:00:00,0,13
21:10:00,0,13
21:20:00,0,13
21:30:00,0,13
21:40:00,0,13
21:50:00,0,13
22:00:00,0,14
22:10:00,0,14
22:20:00,0,14
22:30:00,0,14
22:40:00,0,14
22:50:00,0,14
23:00:00,0,14
23:10:00,0,14
23:20:00,0,14
23:30:00,0,14
23:40:00,0,14
23:50:00,0,14
