time,heart,total
00:00:00,83,83
00:10:00,84,892
00:20:00,81,1715
00:34:00,81,2503
00:45:00,79,3323
00:55:00,80,4120
01:05:00,81,4942
01:15:00,81,5765
01:25:00,82,6592
01:35:00,84,7425
01:45:00,84,8261
01:55:00,84,9105
02:05:00,84,9976
02:15:00,82,10840
02:25:00,95,11716
02:35:00,86,12584
02:45:00,84,13439
02:55:00,89,14299
03:05:00,88,15179
03:15:00,88,16057
03:25:00,82,16933
03:35:00,91,17788
03:45:00,84,18742
03:55:00,79,19561
04:05:00,81,20381
04:15:00,80,21194
04:25:00,83,22016
04:35:00,84,22849
04:45:00,80,23686
04:55:00,77,24503
05:05:00,82,25310
05:15:00,80,26122
05:25:00,86,26937
05:35:00,78,27743
05:45:00,76,28537
05:55:00,76,29337
06:05:00,78,30111
06:15:00,78,30905
06:25:00,79,31720
06:35:00,77,32527
06:45:00,80,33324
06:55:00,81,34116
07:05:00,87,34939
07:15:00,83,35745
07:25:00,79,36532
07:35:00,102,37340
07:45:00,81,38134
07:55:00,75,38882
08:05:00,79,39665
08:15:00,91,40506
08:25:00,76,41314
08:36:00,86,42085
08:46:00,78,42866
08:56:00,75,43617
09:06:00,79,44389
09:16:00,104,45451
10:14:00,101,46462
10:24:00,103,47543
10:35:00,90,48390
10:45:00,96,49425
10:55:00,80,50358
11:05:00,93,51369
11:15:00,88,52233
11:25:00,96,53230
11:35:00,79,54079
11:45:00,107,55038
11:55:00,87,56022
12:05:00,76,56851
12:15:00,88,57760
12:25:00,83,58614
12:35:00,85,59480
12:45:00,92,60357
12:56:00,90,61252
13:06:00,84,62130
13:16:00,72,62972
13:26:00,79,63665
13:36:00,99,64678
13:46:00,105,65662
13:57:00,127,66810
14:11:00,97,67882
14:23:00,107,68928
14:33:00,103,69997
14:45:00,110,71088
14:55:00,93,72119
15:05:00,121,73200
15:16:00,96,74273
15:26:00,96,75238
15:36:00,101,76227
15:46:00,97,77192
15:56:00,103,78168
16:06:00,104,79278
16:16:00,101,80289
16:26:00,102,81291
16:36:00,104,82282
16:46:00,103,83295
16:56:00,95,84410
17:06:00,115,85435
17:16:00,108,86489
17:26:00,90,87521
17:36:00,98,88382
17:46:00,96,89343
17:56:00,105,90367
18:06:00,94,91348
18:16:00,92,92251
18:27:00,90,93146
18:37:00,97,94095
18:47:00,107,95149
18:57:00,82,96014
19:07:00,109,96991
19:18:00,110,98096
19:28:00,119,99165
19:39:00,108,100271
19:49:00,83,101285
19:59:00,84,102116
20:09:00,100,102997
20:19:00,110,104114
22:20:00,103,105133
22:30:00,110,106244
22:40:00,104,107320
22:50:00,92,108240
23:00:00,89,109142
23:10:00,85,109998
23:20:00,84,110881
23:30:00,89,111779
23:40:00,97,112739
23:50:00,114,113743
