time,calories
00:00:00,1.2316700220108032
00:01:00,2.911220073699951
00:02:00,1.4556100368499756
00:03:00,1.4556100368499756
00:04:00,1.4556100368499756
00:05:00,2.911220073699951
00:06:00,2.911220073699951
00:07:00,2.911220073699951
00:08:00,3.135159969329834
00:09:00,2.911220073699951
00:10:00,6.046380043029785
00:11:00,6.718200206756592
00:12:00,7.39001989364624
00:13:00,7.39001989364624
00:14:00,6.718200206756592
00:15:00,6.494259834289551
00:16:00,4.254859924316406
00:17:00,3.5830399990081787
00:18:00,1.4556100368499756
00:19:00,1.4556100368499756
00:20:00,2.6872799396514893
00:21:00,1.2316700220108032
00:22:00,3.135159969329834
00:23:00,1.4556100368499756
00:24:00,1.4556100368499756
00:25:00,1.3436399698257446
00:26:00,1.3436399698257446
00:27:00,1.3436399698257446
00:28:00,1.4556100368499756
00:29:00,1.4556100368499756
00:30:00,1.2316700220108032
00:31:00,3.135159969329834
00:32:00,3.135159969329834
00:33:00,3.359100103378296
00:34:00,1.3436399698257446
00:35:00,1.3436399698257446
00:36:00,1.2316700220108032
00:37:00,1.2316700220108032
00:38:00,2.6872799396514893
00:39:00,1.2316700220108032
00:40:00,1.2316700220108032
00:41:00,3.135159969329834
00:42:00,1.2316700220108032
00:43:00,1.2316700220108032
00:44:00,1.2316700220108032
00:45:00,1.2316700220108032
00:46:00,1.2316700220108032
00:47:00,1.2316700220108032
00:48:00,2.911220073699951
00:49:00,1.2316700220108032
00:50:00,1.2316700220108032
00:51:00,1.2316700220108032
00:52:00,1.2316700220108032
00:53:00,1.2316700220108032
00:54:00,1.2316700220108032
00:55:00,3.5830399990081787
00:56:00,1.3436399698257446
00:57:00,1.2316700220108032
00:58:00,1.2316700220108032
00:59:00,1.1196999549865723
01:00:00,1.1196999549865723
01:01:00,1.1196999549865723
01:02:00,1.2316700220108032
01:03:00,1.1196999549865723
01:04:00,1.1196999549865723
01:05:00,1.1196999549865723
01:06:00,1.2316700220108032
01:07:00,1.1196999549865723
01:08:00,1.1196999549865723
01:09:00,1.2316700220108032
01:10:00,1.1196999549865723
01:11:00,1.1196999549865723
01:12:00,1.2316700220108032
01:13:00,2.911220073699951
01:14:00,1.2316700220108032
01:15:00,1.1196999549865723
01:16:00,1.2316700220108032
01:17:00,1.1196999549865723
01:18:00,1.1196999549865723
01:19:00,1.1196999549865723
01:20:00,2.6872799396514893
01:21:00,3.359100103378296
01:22:00,1.4556100368499756
01:23:00,3.135159969329834
01:24:00,3.359100103378296
01:25:00,1.4556100368499756
01:26:00,1.4556100368499756
01:27:00,1.1196999549865723
01:28:00,1.1196999549865723
01:29:00,1.1196999549865723
01:30:00,1.1196999549865723
01:31:00,1.1196999549865723
01:32:00,1.1196999549865723
01:33:00,1.1196999549865723
01:34:00,1.2316700220108032
01:35:00,1.2316700220108032
01:36:00,1.2316700220108032
01:37:00,1.1196999549865723
01:38:00,1.2316700220108032
01:39:00,1.1196999549865723
01:40:00,1.1196999549865723
01:41:00,1.4556100368499756
01:42:00,2.911220073699951
01:43:00,1.1196999549865723
01:44:00,1.1196999549865723
01:45:00,1.1196999549865723
01:46:00,1.1196999549865723
01:47:00,1.1196999549865723
01:48:00,1.1196999549865723
01:49:00,1.1196999549865723
01:50:00,1.1196999549865723
01:51:00,1.1196999549865723
01:52:00,1.1196999549865723
01:53:00,1.1196999549865723
01:54:00,1.1196999549865723
01:55:00,1.1196999549865723
01:56:00,1.1196999549865723
01:57:00,1.1196999549865723
01:58:00,1.1196999549865723
01:59:00,1.1196999549865723
02:00:00,1.1196999549865723
02:01:00,1.1196999549865723
02:02:00,1.1196999549865723
02:03:00,1.1196999549865723
02:04:00,1.1196999549865723
02:05:00,1.1196999549865723
02:06:00,1.2316700220108032
02:07:00,1.2316700220108032
02:08:00,1.2316700220108032
02:09:00,1.2316700220108032
02:10:00,1.1196999549865723
02:11:00,1.2316700220108032
02:12:00,2.6872799396514893
02:13:00,1.1196999549865723
02:14:00,1.2316700220108032
02:15:00,1.2316700220108032
02:16:00,1.2316700220108032
02:17:00,1.1196999549865723
02:18:00,1.1196999549865723
02:19:00,1.2316700220108032
02:20:00,1.2316700220108032
02:21:00,1.1196999549865723
02:22:00,2.6872799396514893
02:23:00,3.359100103378296
02:24:00,1.1196999549865723
02:25:00,1.1196999549865723
02:26:00,1.1196999549865723
02:27:00,1.1196999549865723
02:28:00,1.1196999549865723
02:29:00,1.1196999549865723
02:30:00,1.1196999549865723
02:31:00,1.1196999549865723
02:32:00,1.1196999549865723
02:33:00,1.1196999549865723
02:34:00,1.1196999549865723
02:35:00,1.3436399698257446
02:36:00,1.2316700220108032
02:37:00,1.1196999549865723
02:38:00,1.1196999549865723
02:39:00,1.1196999549865723
02:40:00,1.1196999549865723
02:41:00,1.1196999549865723
02:42:00,1.1196999549865723
02:43:00,1.1196999549865723
02:44:00,1.1196999549865723
02:45:00,1.1196999549865723
02:46:00,1.1196999549865723
02:47:00,1.1196999549865723
02:48:00,1.1196999549865723
02:49:00,1.1196999549865723
02:50:00,1.1196999549865723
02:51:00,1.1196999549865723
02:52:00,1.1196999549865723
02:53:00,1.1196999549865723
02:54:00,1.1196999549865723
02:55:00,1.1196999549865723
02:56:00,1.1196999549865723
02:57:00,1.1196999549865723
02:58:00,1.1196999549865723
02:59:00,1.1196999549865723
03:00:00,1.1196999549865723
03:01:00,1.1196999549865723
03:02:00,1.1196999549865723
03:03:00,1.1196999549865723
03:04:00,1.1196999549865723
03:05:00,1.1196999549865723
03:06:00,1.1196999549865723
03:07:00,1.1196999549865723
03:08:00,1.1196999549865723
03:09:00,1.1196999549865723
03:10:00,1.1196999549865723
03:11:00,1.1196999549865723
03:12:00,1.1196999549865723
03:13:00,1.1196999549865723
03:14:00,1.1196999549865723
03:15:00,1.1196999549865723
03:16:00,1.1196999549865723
03:17:00,1.1196999549865723
03:18:00,1.1196999549865723
03:19:00,1.1196999549865723
03:20:00,1.1196999549865723
03:21:00,1.2316700220108032
03:22:00,1.1196999549865723
03:23:00,1.1196999549865723
03:24:00,1.1196999549865723
03:25:00,1.1196999549865723
03:26:00,1.1196999549865723
03:27:00,1.1196999549865723
03:28:00,1.1196999549865723
03:29:00,1.1196999549865723
03:30:00,1.1196999549865723
03:31:00,1.1196999549865723
03:32:00,1.1196999549865723
03:33:00,1.1196999549865723
03:34:00,1.1196999549865723
03:35:00,1.1196999549865723
03:36:00,1.1196999549865723
03:37:00,1.1196999549865723
03:38:00,1.1196999549865723
03:39:00,1.1196999549865723
03:40:00,1.1196999549865723
03:41:00,1.1196999549865723
03:42:00,1.1196999549865723
03:43:00,1.1196999549865723
03:44:00,1.1196999549865723
03:45:00,1.1196999549865723
03:46:00,1.1196999549865723
03:47:00,1.1196999549865723
03:48:00,1.1196999549865723
03:49:00,1.1196999549865723
03:50:00,1.1196999549865723
03:51:00,1.1196999549865723
03:52:00,1.1196999549865723
03:53:00,1.1196999549865723
03:54:00,1.1196999549865723
03:55:00,1.1196999549865723
03:56:00,1.1196999549865723
03:57:00,1.1196999549865723
03:58:00,1.1196999549865723
03:59:00,1.1196999549865723
04:00:00,1.1196999549865723
04:01:00,1.1196999549865723
04:02:00,1.1196999549865723
04:03:00,1.1196999549865723
04:04:00,1.1196999549865723
04:05:00,1.1196999549865723
04:06:00,1.2316700220108032
04:07:00,1.1196999549865723
04:08:00,1.1196999549865723
04:09:00,1.1196999549865723
04:10:00,1.1196999549865723
04:11:00,1.1196999549865723
04:12:00,1.1196999549865723
04:13:00,1.1196999549865723
04:14:00,1.1196999549865723
04:15:00,1.1196999549865723
04:16:00,1.1196999549865723
04:17:00,1.1196999549865723
04:18:00,1.1196999549865723
04:19:00,1.1196999549865723
04:20:00,1.1196999549865723
04:21:00,1.4556100368499756
04:22:00,1.1196999549865723
04:23:00,1.1196999549865723
04:24:00,1.1196999549865723
04:25:00,1.1196999549865723
04:26:00,1.1196999549865723
04:27:00,1.1196999549865723
04:28:00,1.1196999549865723
04:29:00,1.1196999549865723
04:30:00,1.1196999549865723
04:31:00,1.1196999549865723
04:32:00,1.1196999549865723
04:33:00,1.1196999549865723
04:34:00,1.1196999549865723
04:35:00,1.1196999549865723
04:36:00,1.1196999549865723
04:37:00,1.1196999549865723
04:38:00,1.1196999549865723
04:39:00,1.1196999549865723
04:40:00,1.1196999549865723
04:41:00,1.1196999549865723
04:42:00,1.1196999549865723
04:43:00,1.1196999549865723
04:44:00,1.1196999549865723
04:45:00,1.1196999549865723
04:46:00,1.1196999549865723
04:47:00,1.1196999549865723
04:48:00,1.1196999549865723
04:49:00,1.1196999549865723
04:50:00,1.1196999549865723
04:51:00,1.1196999549865723
04:52:00,1.1196999549865723
